Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
393,15.564,21.527,0,0.076,1.628,3.332,7.592,18.676,0.890
393,27.404,22.467,0,0.075,1.605,3.261,7.398,18.158,0.890
394,15.544,22.395,0,0.075,1.637,3.370,7.722,19.093,0.732
394,27.328,22.514,0,0.076,1.602,3.246,7.349,18.009,0.732
395,15.539,21.521,0,0.073,1.639,3.363,7.671,18.868,0.736
395,27.338,22.507,0,0.077,1.601,3.241,7.330,17.952,0.736
396,15.505,21.497,0,0.073,1.639,3.367,7.691,18.941,0.796
396,27.280,22.508,0,0.076,1.608,3.265,7.397,18.128,0.796
397,15.557,22.380,0,0.074,1.630,3.349,7.667,18.956,0.898
397,27.306,22.513,0,0.076,1.612,3.281,7.451,18.299,0.898
398,15.501,21.519,0,0.076,1.642,3.380,7.736,19.093,0.789
398,27.292,22.521,0,0.075,1.611,3.275,7.429,18.226,0.789
399,15.556,22.412,0,0.073,1.639,3.375,7.738,19.144,0.744
399,27.280,22.514,0,0.076,1.605,3.255,7.373,18.072,0.744
400,15.469,21.506,0,0.075,1.631,3.344,7.629,18.785,0.994
400,27.233,22.509,0,0.075,1.627,3.327,7.578,18.623,0.994
401,15.612,21.540,0,0.074,1.629,3.329,7.571,18.583,0.980
401,27.417,22.477,0,0.076,1.618,3.301,7.509,18.462,0.980
402,15.610,21.492,0,0.075,1.627,3.325,7.569,18.610,0.903
402,27.408,22.429,0,0.076,1.607,3.259,7.377,18.065,0.903
403,15.635,21.495,0,0.072,1.632,3.339,7.604,18.692,0.949
403,27.480,22.445,0,0.077,1.614,3.293,7.494,18.438,0.949
404,15.692,21.504,0,0.071,1.635,3.339,7.583,18.590,0.994
404,27.492,22.439,0,0.077,1.632,3.354,7.671,18.935,0.994
405,15.658,21.504,0,0.069,1.623,3.302,7.481,18.313,0.982
405,27.448,22.470,0,0.077,1.610,3.275,7.436,18.261,0.982
406,15.689,21.508,0,0.069,1.635,3.336,7.575,18.563,0.949
406,27.450,22.473,0,0.077,1.616,3.291,7.476,18.361,0.949
407,15.679,21.520,0,0.068,1.631,3.328,7.557,18.526,0.993
407,27.425,22.484,0,0.076,1.622,3.313,7.544,18.562,0.993
408,15.651,21.507,0,0.071,1.629,3.325,7.555,18.535,0.987
408,27.423,22.443,0,0.076,1.619,3.303,7.515,18.480,0.987
409,15.588,21.516,0,0.071,1.646,3.383,7.724,19.005,0.833
409,27.390,22.444,0,0.075,1.616,3.293,7.481,18.373,0.833
410,15.642,21.531,0,0.069,1.633,3.331,7.560,18.521,0.998
410,27.473,22.462,0,0.076,1.625,3.327,7.596,18.728,0.998
411,15.715,21.517,0,0.070,1.630,3.320,7.530,18.440,0.998
411,27.456,22.456,0,0.076,1.626,3.326,7.577,18.646,0.998
412,15.678,21.496,0,0.069,1.626,3.314,7.519,18.426,0.977
412,27.367,21.570,0,0.074,1.632,3.344,7.628,18.779,0.977
413,15.663,21.514,0,0.069,1.631,3.331,7.570,18.567,0.982
413,27.427,22.460,0,0.074,1.619,3.305,7.521,18.500,0.982
414,15.675,21.493,0,0.070,1.632,3.330,7.560,18.524,0.991
414,27.459,22.437,0,0.076,1.630,3.349,7.662,18.925,0.991
415,15.658,21.490,0,0.071,1.625,3.311,7.513,18.415,0.995
415,27.494,22.417,0,0.076,1.622,3.323,7.589,18.723,0.995
416,15.655,21.512,0,0.072,1.619,3.288,7.444,18.211,0.936
416,27.444,22.474,0,0.076,1.629,3.341,7.627,18.798,0.936
417,15.698,21.506,0,0.069,1.648,3.383,7.712,18.949,0.969
417,27.476,22.467,0,0.076,1.631,3.347,7.650,18.871,0.969
418,15.663,21.501,0,0.072,1.631,3.334,7.586,18.631,0.978
418,27.423,22.443,0,0.078,1.617,3.305,7.532,18.549,0.978
419,15.628,21.469,0,0.070,1.633,3.337,7.582,18.592,0.948
419,27.193,22.483,0,0.085,1.642,3.381,7.735,19.068,0.948
420,15.651,21.460,0,0.067,1.635,3.339,7.587,18.601,0.973
420,27.415,22.464,0,0.078,1.620,3.308,7.527,18.510,0.973
421,15.583,21.517,0,0.073,1.636,3.352,7.639,18.781,0.952
421,27.429,22.501,0,0.076,1.620,3.307,7.529,18.522,0.952
422,15.695,21.547,0,0.071,1.611,3.257,7.341,17.908,0.983
422,27.464,22.502,0,0.080,1.610,3.281,7.467,18.375,0.983
423,15.715,21.507,0,0.070,1.623,3.288,7.414,18.054,0.997
423,27.447,22.480,0,0.076,1.617,3.298,7.504,18.456,0.997
424,16.311,22.604,0,0.083,1.631,3.365,7.734,19.186,0.992
424,27.549,22.501,0,0.078,1.639,3.382,7.763,19.216,0.992
425,15.676,21.447,0,0.068,1.643,3.376,7.710,18.979,0.804
425,27.463,21.515,0,0.074,1.617,3.294,7.478,18.355,0.653
425,21.483,28.920,0,0.070,1.667,3.460,7.936,19.537,0.651
426,15.586,21.530,0,0.069,1.641,3.364,7.660,18.803,0.777
426,27.239,22.531,0,0.070,1.604,3.255,7.375,18.083,0.777
427,15.701,22.471,0,0.071,1.635,3.345,7.614,18.717,0.972
427,27.482,22.474,0,0.076,1.619,3.311,7.551,18.611,0.972
428,15.682,21.466,0,0.070,1.634,3.339,7.594,18.635,0.884
428,27.389,22.500,0,0.079,1.608,3.267,7.411,18.191,0.884
429,15.683,21.482,0,0.070,1.625,3.309,7.504,18.383,0.915
429,27.542,22.457,0,0.078,1.636,3.369,7.725,19.106,0.915
430,15.604,21.531,0,0.068,1.653,3.411,7.815,19.287,0.765
430,27.403,22.493,0,0.077,1.619,3.298,7.494,18.406,0.765
431,15.619,21.543,0,0.071,1.624,3.306,7.496,18.352,0.926
431,27.375,22.481,0,0.077,1.604,3.250,7.350,17.990,0.926
432,15.694,21.504,0,0.068,1.641,3.360,7.648,18.779,0.935
432,27.455,22.452,0,0.077,1.620,3.307,7.532,18.537,0.935
433,15.597,21.532,0,0.072,1.639,3.361,7.659,18.826,0.804
433,27.389,22.505,0,0.074,1.607,3.261,7.387,18.111,0.804
434,15.630,21.527,0,0.072,1.633,3.338,7.588,18.618,0.988
434,27.418,22.488,0,0.079,1.622,3.316,7.558,18.610,0.988
435,15.672,21.511,0,0.068,1.631,3.328,7.553,18.504,0.985
435,27.467,22.461,0,0.077,1.631,3.351,7.671,18.960,0.985
436,15.551,21.533,0,0.073,1.611,3.268,7.393,18.085,0.987
436,27.413,22.493,0,0.078,1.614,3.291,7.485,18.407,0.987
437,15.513,21.525,0,0.074,1.640,3.370,7.699,18.962,0.670
437,27.403,22.496,0,0.077,1.613,3.287,7.475,18.379,0.825
437,20.484,29.343,0,0.064,1.602,3.215,7.193,17.412,0.689
438,15.536,21.520,0,0.073,1.634,3.351,7.650,18.846,0.878
438,27.427,22.510,0,0.079,1.615,3.292,7.483,18.387,0.941
438,20.477,29.353,0,0.064,1.621,3.285,7.406,18.034,0.929
439,15.485,21.484,0,0.075,1.634,3.354,7.663,18.887,0.890
439,27.414,22.511,0,0.077,1.611,3.284,7.471,18.385,0.890
440,15.537,21.495,0,0.073,1.639,3.366,7.685,18.918,0.909
440,27.464,22.458,0,0.077,1.625,3.331,7.611,18.780,0.959
440,20.431,29.316,0,0.062,1.625,3.298,7.445,18.143,0.908
441,15.515,21.498,0,0.075,1.636,3.360,7.678,18.923,0.925
441,27.452,22.483,0,0.074,1.623,3.327,7.600,18.753,0.968
441,20.469,29.349,0,0.063,1.626,3.300,7.450,18.156,0.929
442,15.632,21.484,0,0.071,1.628,3.323,7.552,18.531,0.987
442,27.502,22.423,0,0.078,1.628,3.345,7.660,18.938,0.987
443,15.479,21.522,0,0.072,1.645,3.391,7.768,19.178,0.744
443,27.341,22.507,0,0.075,1.610,3.271,7.414,18.181,0.744
444,15.557,22.416,0,0.074,1.636,3.362,7.688,18.972,0.896
444,27.358,22.473,0,0.077,1.615,3.294,7.492,18.417,0.896
445,15.568,22.408,0,0.073,1.640,3.376,7.737,19.130,0.819
445,27.368,22.493,0,0.077,1.613,3.282,7.447,18.277,0.819
446,15.451,22.418,0,0.077,1.653,3.431,7.911,19.652,0.876
446,27.163,22.486,0,0.073,1.637,3.355,7.643,18.772,0.876
447,15.430,22.406,0,0.074,1.654,3.439,7.944,19.763,0.814
447,27.223,22.488,0,0.075,1.633,3.342,7.613,18.704,0.814
448,15.393,21.509,0,0.076,1.646,3.399,7.799,19.285,0.930
448,27.217,22.499,0,0.075,1.631,3.344,7.629,18.785,0.930
449,15.435,22.397,0,0.072,1.649,3.418,7.876,19.554,0.778
449,27.198,22.522,0,0.075,1.623,3.310,7.518,18.440,0.778
450,15.543,21.526,0,0.071,1.636,3.352,7.634,18.758,0.958
450,27.423,22.483,0,0.077,1.621,3.310,7.534,18.529,0.958
451,15.551,21.508,0,0.071,1.637,3.353,7.637,18.762,0.947
451,27.307,22.462,0,0.076,1.621,3.306,7.520,18.482,0.947
452,15.455,22.405,0,0.072,1.651,3.424,7.891,19.593,0.790
452,27.255,22.486,0,0.076,1.624,3.319,7.561,18.600,0.790
453,15.518,21.504,0,0.071,1.633,3.346,7.626,18.753,0.961
453,27.399,22.465,0,0.078,1.619,3.306,7.526,18.520,0.961
454,15.710,21.536,0,0.070,1.635,3.345,7.615,18.720,0.939
454,27.335,21.583,0,0.075,1.618,3.294,7.474,18.329,0.939
455,15.595,21.518,0,0.071,1.632,3.339,7.598,18.658,0.936
455,27.385,22.466,0,0.076,1.615,3.287,7.461,18.310,0.936
456,15.544,21.482,0,0.072,1.651,3.408,7.814,19.298,0.698
456,27.311,22.454,0,0.078,1.611,3.272,7.416,18.179,0.698
457,15.534,21.502,0,0.073,1.638,3.363,7.684,18.934,0.800
457,27.309,22.495,0,0.076,1.608,3.262,7.387,18.100,0.800
458,15.636,21.527,0,0.068,1.636,3.344,7.599,18.634,0.963
458,27.449,22.440,0,0.078,1.619,3.306,7.528,18.525,0.963
459,15.480,21.479,0,0.072,1.637,3.358,7.660,18.841,0.978
459,27.264,22.514,0,0.077,1.627,3.329,7.583,18.649,0.978
460,15.485,21.494,0,0.073,1.633,3.336,7.580,18.586,0.976
460,27.351,22.506,0,0.076,1.619,3.305,7.522,18.503,0.976
461,15.559,21.501,0,0.071,1.633,3.343,7.615,18.718,0.970
461,27.385,22.483,0,0.078,1.621,3.308,7.527,18.507,0.970
462,15.598,21.506,0,0.069,1.637,3.352,7.634,18.755,0.905
462,27.386,22.461,0,0.078,1.614,3.288,7.469,18.344,0.905
463,15.485,21.480,0,0.072,1.641,3.378,7.732,19.079,0.839
463,27.255,22.481,0,0.076,1.615,3.290,7.475,18.358,0.839
464,15.427,21.496,0,0.075,1.644,3.390,7.772,19.204,0.995
464,26.879,21.496,0,0.073,1.647,3.404,7.810,19.282,0.995
465,15.492,22.416,0,0.072,1.645,3.401,7.822,19.394,0.913
465,27.216,22.456,0,0.075,1.631,3.339,7.610,18.714,0.913
466,15.472,21.495,0,0.074,1.639,3.375,7.732,19.106,0.924
466,27.227,22.465,0,0.075,1.624,3.317,7.545,18.523,0.924
467,15.424,21.486,0,0.075,1.646,3.399,7.804,19.309,0.935
467,27.210,22.480,0,0.073,1.634,3.346,7.627,18.752,0.935
468,15.530,21.448,0,0.075,1.639,3.372,7.722,19.071,0.867
468,27.358,22.459,0,0.075,1.616,3.294,7.483,18.377,0.867
469,15.582,21.485,0,0.072,1.640,3.371,7.706,18.996,0.902
469,27.440,22.481,0,0.078,1.618,3.305,7.528,18.529,0.902
470,15.416,21.455,0,0.073,1.660,3.449,7.953,19.733,0.423
470,27.398,22.505,0,0.077,1.610,3.278,7.449,18.305,0.638
470,20.478,29.393,0,0.065,1.596,3.192,7.114,17.163,0.573
471,15.544,21.473,0,0.072,1.643,3.384,7.753,19.153,0.787
471,27.413,22.469,0,0.080,1.611,3.279,7.449,18.301,0.787
472,15.543,22.375,0,0.073,1.638,3.378,7.754,19.206,0.833
472,27.406,22.469,0,0.079,1.613,3.288,7.476,18.379,0.833
473,15.602,21.478,0,0.073,1.630,3.333,7.586,18.640,0.995
473,27.456,22.462,0,0.078,1.622,3.320,7.572,18.661,0.995
474,15.533,21.530,0,0.076,1.632,3.348,7.647,18.851,0.875
474,27.369,22.499,0,0.077,1.609,3.272,7.425,18.222,0.875
475,15.531,21.510,0,0.076,1.633,3.346,7.634,18.790,0.840
475,27.360,22.485,0,0.077,1.605,3.259,7.385,18.111,0.840
476,15.528,21.512,0,0.072,1.638,3.368,7.712,19.048,0.919
476,27.430,22.491,0,0.077,1.619,3.309,7.536,18.546,0.919
477,15.520,22.418,0,0.075,1.643,3.391,7.785,19.274,0.712
477,27.367,22.528,0,0.077,1.606,3.260,7.385,18.100,0.712
478,15.528,21.502,0,0.074,1.642,3.379,7.732,19.074,0.836
478,27.421,22.465,0,0.078,1.613,3.290,7.485,18.410,0.836
479,15.509,21.515,0,0.077,1.642,3.381,7.743,19.122,0.805
479,27.410,22.495,0,0.078,1.611,3.281,7.454,18.316,0.805
480,15.528,21.501,0,0.073,1.641,3.375,7.721,19.050,0.769
480,27.363,22.511,0,0.075,1.607,3.264,7.397,18.138,0.769
481,15.563,21.502,0,0.074,1.639,3.363,7.677,18.896,0.830
481,27.401,22.497,0,0.077,1.612,3.284,7.465,18.353,0.905
481,20.450,29.353,0,0.063,1.623,3.291,7.424,18.086,0.916
482,15.535,22.404,0,0.074,1.631,3.346,7.651,18.890,0.981
482,27.324,22.516,0,0.075,1.624,3.319,7.559,18.599,0.981
483,15.405,21.486,0,0.072,1.650,3.419,7.874,19.527,0.755
483,27.274,22.523,0,0.077,1.618,3.303,7.522,18.506,0.755
484,15.571,21.516,0,0.074,1.650,3.407,7.820,19.337,0.837
484,27.362,22.464,0,0.076,1.624,3.318,7.553,18.566,0.837
485,15.571,21.507,0,0.072,1.646,3.398,7.799,19.297,0.801
485,27.411,22.474,0,0.077,1.614,3.297,7.516,18.521,0.801
486,15.598,21.529,0,0.073,1.640,3.372,7.715,19.034,0.866
486,27.405,22.458,0,0.076,1.615,3.294,7.491,18.423,0.866
487,15.504,22.425,0,0.075,1.652,3.422,7.877,19.536,0.672
487,27.279,22.524,0,0.075,1.612,3.276,7.425,18.197,0.672
488,15.555,22.431,0,0.073,1.648,3.405,7.823,19.370,0.786
488,27.351,22.458,0,0.075,1.617,3.300,7.509,18.473,0.786
489,15.411,21.447,0,0.074,1.663,3.460,7.994,19.872,0.688
489,27.174,22.480,0,0.074,1.627,3.320,7.541,18.481,0.688
490,15.535,21.496,0,0.073,1.640,3.375,7.726,19.077,0.944
490,27.320,22.482,0,0.076,1.625,3.326,7.585,18.677,0.944
491,15.518,22.445,0,0.077,1.648,3.402,7.806,19.313,0.675
491,27.348,22.453,0,0.075,1.606,3.257,7.372,18.062,0.675
492,15.452,21.499,0,0.075,1.632,3.346,7.637,18.811,0.911
492,27.241,22.499,0,0.075,1.615,3.283,7.437,18.212,0.911
493,15.527,21.499,0,0.076,1.644,3.381,7.732,19.062,0.873
493,27.294,22.473,0,0.074,1.621,3.305,7.509,18.436,0.873
494,15.651,21.507,0,0.074,1.628,3.324,7.556,18.556,0.907
494,27.422,21.568,0,0.077,1.606,3.260,7.384,18.104,0.907
495,15.529,21.477,0,0.076,1.641,3.375,7.721,19.050,0.810
495,27.399,22.471,0,0.076,1.610,3.277,7.446,18.298,0.810
496,15.631,22.413,0,0.075,1.614,3.283,7.449,18.280,0.985
496,27.371,22.458,0,0.078,1.605,3.259,7.385,18.108,0.985
497,15.491,21.440,0,0.075,1.647,3.398,7.789,19.233,0.744
497,27.336,22.483,0,0.075,1.612,3.278,7.440,18.262,0.744
498,15.501,21.461,0,0.076,1.648,3.401,7.802,19.286,0.708
498,27.367,22.500,0,0.075,1.609,3.269,7.414,18.189,0.708
499,15.667,21.465,0,0.076,1.642,3.381,7.744,19.132,0.737
499,27.422,21.550,0,0.077,1.606,3.258,7.380,18.086,0.737
500,15.628,21.461,0,0.075,1.620,3.299,7.489,18.375,0.757
500,27.699,22.491,0,0.093,1.655,3.413,7.795,19.155,0.757
501,15.601,21.446,0,0.075,1.645,3.387,7.758,19.159,0.710
501,27.338,21.584,0,0.076,1.616,3.293,7.478,18.356,0.868
501,21.269,28.664,0,0.066,1.606,3.268,7.420,18.208,0.818
502,15.699,21.319,0,0.072,1.625,3.312,7.521,18.451,0.849
502,27.481,21.534,0,0.076,1.595,3.227,7.296,17.866,0.849
503,15.669,21.432,0,0.074,1.640,3.370,7.705,19.003,0.682
503,27.464,21.523,0,0.073,1.612,3.286,7.477,18.407,0.843
503,20.459,28.712,0,0.072,1.606,3.225,7.190,17.296,0.727
504,15.651,21.470,0,0.073,1.635,3.351,7.642,18.808,0.805
504,27.451,21.548,0,0.078,1.604,3.252,7.358,18.017,0.805
505,15.654,21.456,0,0.077,1.637,3.354,7.651,18.832,0.812
505,27.423,21.549,0,0.077,1.606,3.257,7.374,18.060,0.812
506,15.635,21.460,0,0.072,1.642,3.376,7.722,19.049,0.622
506,27.435,21.570,0,0.078,1.591,3.209,7.231,17.656,0.622
507,15.638,21.470,0,0.075,1.643,3.378,7.724,19.049,0.620
507,27.390,21.594,0,0.078,1.592,3.209,7.231,17.655,0.620
508,15.620,21.485,0,0.075,1.640,3.372,7.711,19.021,0.823
508,27.386,22.449,0,0.077,1.612,3.278,7.435,18.232,0.823
509,15.600,21.482,0,0.074,1.637,3.360,7.676,18.922,0.952
509,27.359,22.456,0,0.075,1.623,3.315,7.547,18.563,0.952
510,15.629,21.493,0,0.074,1.638,3.357,7.657,18.837,0.926
510,27.394,21.542,0,0.078,1.619,3.301,7.504,18.436,0.926
511,15.568,21.495,0,0.077,1.628,3.333,7.601,18.713,1.000
511,27.295,22.530,0,0.075,1.628,3.334,7.612,18.761,1.000
512,15.648,21.495,0,0.073,1.644,3.377,7.713,19.002,0.867
512,27.344,21.554,0,0.076,1.617,3.298,7.495,18.405,0.867
513,15.627,21.480,0,0.075,1.645,3.384,7.741,19.094,0.681
513,27.360,21.582,0,0.075,1.602,3.242,7.325,17.918,0.681
514,15.700,21.489,0,0.075,1.642,3.374,7.712,19.017,0.708
514,27.492,21.542,0,0.077,1.599,3.242,7.345,18.021,0.708
515,15.699,21.435,0,0.072,1.636,3.352,7.646,18.824,0.774
515,27.478,21.530,0,0.078,1.600,3.243,7.343,18.004,0.774
516,15.724,21.441,0,0.072,1.642,3.367,7.680,18.901,0.785
516,27.447,21.515,0,0.077,1.606,3.261,7.393,18.134,0.785
517,15.688,21.496,0,0.075,1.641,3.370,7.695,18.955,0.654
517,27.451,21.530,0,0.076,1.593,3.216,7.256,17.731,0.654
518,15.738,21.423,0,0.073,1.634,3.340,7.604,18.691,0.895
518,27.459,21.531,0,0.077,1.609,3.272,7.422,18.209,0.895
519,15.751,21.438,0,0.071,1.642,3.366,7.674,18.870,0.786
519,27.503,21.495,0,0.078,1.606,3.260,7.390,18.124,0.786
520,16.001,21.367,0,0.071,1.712,3.634,8.494,21.233,0.501
520,27.494,21.485,0,0.076,1.607,3.274,7.448,18.330,0.501
521,15.778,21.586,0,0.080,1.623,3.295,7.448,18.187,0.965
521,27.489,21.542,0,0.077,1.603,3.257,7.394,18.166,0.965
522,15.796,21.488,0,0.079,1.655,3.405,7.776,19.123,0.707
522,27.409,21.570,0,0.080,1.608,3.272,7.432,18.258,0.707
523,15.696,21.444,0,0.075,1.637,3.358,7.668,18.900,0.948
523,27.648,21.503,0,0.078,1.618,3.311,7.560,18.647,0.948
524,15.590,21.389,0,0.069,1.654,3.421,7.859,19.457,0.541
524,27.403,21.568,0,0.078,1.589,3.197,7.188,17.514,0.541
525,15.732,21.394,0,0.068,1.645,3.377,7.708,18.966,0.757
525,27.551,21.482,0,0.077,1.605,3.262,7.410,18.217,0.757
526,15.704,21.419,0,0.075,1.627,3.323,7.559,18.578,0.880
526,27.460,21.536,0,0.077,1.602,3.249,7.360,18.050,0.880
527,15.640,21.468,0,0.076,1.634,3.351,7.650,18.850,0.784
527,27.437,21.537,0,0.077,1.602,3.244,7.338,17.966,0.784
528,15.634,21.475,0,0.076,1.627,3.324,7.568,18.613,0.901
528,27.335,21.560,0,0.075,1.607,3.258,7.371,18.050,0.901
529,15.624,21.424,0,0.074,1.633,3.341,7.611,18.717,0.677
529,27.374,21.561,0,0.079,1.588,3.197,7.202,17.589,0.677
530,15.667,21.438,0,0.077,1.643,3.377,7.718,19.021,0.797
530,27.433,21.533,0,0.077,1.611,3.275,7.427,18.212,0.797
531,15.678,21.477,0,0.073,1.630,3.331,7.580,18.625,0.967
531,27.498,21.535,0,0.078,1.615,3.295,7.495,18.425,0.967
532,15.686,21.489,0,0.075,1.648,3.393,7.762,19.143,0.641
532,27.461,21.526,0,0.076,1.598,3.234,7.315,17.918,0.641
533,15.649,21.464,0,0.077,1.625,3.311,7.516,18.431,0.929
533,27.451,21.521,0,0.077,1.604,3.256,7.377,18.086,0.929
534,15.739,21.428,0,0.072,1.642,3.370,7.692,18.939,0.991
534,27.560,21.487,0,0.079,1.630,3.352,7.679,18.982,0.991
535,15.711,21.455,0,0.071,1.638,3.356,7.649,18.817,0.798
535,27.459,21.477,0,0.078,1.604,3.255,7.375,18.088,0.798
536,15.771,21.473,0,0.072,1.655,3.407,7.787,19.173,0.732
536,27.499,21.460,0,0.077,1.611,3.284,7.468,18.372,0.732
537,15.780,21.430,0,0.070,1.659,3.425,7.849,19.368,0.835
537,27.527,21.496,0,0.077,1.625,3.336,7.632,18.853,0.835
538,15.769,21.449,0,0.073,1.659,3.430,7.871,19.450,0.615
538,27.490,21.521,0,0.077,1.603,3.259,7.399,18.183,0.615
539,15.754,21.448,0,0.074,1.645,3.378,7.709,18.966,0.674
539,27.441,21.486,0,0.078,1.597,3.233,7.317,17.935,0.674
540,15.739,21.443,0,0.073,1.636,3.343,7.599,18.647,0.939
540,27.420,21.445,0,0.076,1.615,3.292,7.483,18.387,0.939
541,15.685,21.441,0,0.071,1.652,3.414,7.837,19.385,0.629
541,27.440,21.484,0,0.075,1.601,3.249,7.363,18.060,0.629
542,15.683,21.502,0,0.073,1.652,3.407,7.810,19.298,0.862
542,27.522,21.466,0,0.075,1.623,3.327,7.603,18.768,0.862
543,15.772,21.448,0,0.076,1.647,3.374,7.674,18.812,0.686
543,27.617,21.607,0,0.083,1.604,3.233,7.261,17.616,0.686
544,15.666,21.434,0,0.071,1.639,3.360,7.666,18.871,0.983
544,27.636,21.528,0,0.091,1.643,3.377,7.712,18.974,0.983
545,15.614,21.512,0,0.074,1.649,3.399,7.783,19.210,0.919
545,27.470,21.548,0,0.081,1.628,3.340,7.632,18.833,0.919
546,15.758,21.434,0,0.070,1.682,3.512,8.118,20.166,0.504
546,27.413,21.541,0,0.076,1.592,3.204,7.206,17.565,0.504
547,15.685,21.380,0,0.069,1.643,3.384,7.756,19.172,0.878
547,27.547,21.482,0,0.074,1.619,3.310,7.544,18.575,0.878
548,15.638,21.475,0,0.074,1.622,3.306,7.513,18.454,0.931
548,27.358,21.526,0,0.074,1.604,3.252,7.357,18.013,0.931
549,15.700,21.456,0,0.072,1.646,3.386,7.739,19.073,0.777
549,27.445,21.502,0,0.076,1.610,3.277,7.444,18.285,0.777
550,15.989,21.344,0,0.070,1.705,3.609,8.416,20.994,0.505
550,27.584,21.438,0,0.077,1.614,3.304,7.543,18.612,0.505
551,15.755,21.444,0,0.073,1.647,3.384,7.724,19.007,0.971
551,27.621,21.456,0,0.077,1.628,3.350,7.679,18.997,0.971
552,16.014,21.459,0,0.075,1.700,3.588,8.352,20.815,0.507
552,27.510,21.471,0,0.076,1.613,3.296,7.511,18.506,0.507
553,15.761,21.436,0,0.073,1.641,3.363,7.663,18.842,0.831
553,27.499,21.517,0,0.074,1.608,3.272,7.434,18.273,0.831
554,15.793,21.439,0,0.074,1.647,3.380,7.698,18.901,0.873
554,27.598,21.447,0,0.076,1.614,3.303,7.545,18.633,0.873
555,15.744,21.461,0,0.071,1.644,3.375,7.704,18.967,0.936
555,27.530,21.471,0,0.077,1.620,3.323,7.600,18.777,0.936
556,15.714,21.383,0,0.073,1.640,3.365,7.681,18.913,0.805
556,27.543,21.487,0,0.077,1.605,3.266,7.420,18.238,0.805
557,15.711,21.472,0,0.073,1.654,3.407,7.794,19.213,0.666
557,27.483,21.491,0,0.077,1.605,3.259,7.388,18.120,0.666
558,15.958,21.448,0,0.072,1.699,3.592,8.380,20.931,0.503
558,27.548,21.502,0,0.077,1.607,3.270,7.433,18.279,0.503
559,15.784,21.435,0,0.075,1.655,3.413,7.814,19.264,0.756
559,27.522,21.489,0,0.076,1.613,3.298,7.528,18.575,0.756
560,27.609,20.551,0,0.076,1.601,3.239,7.317,17.892,0.521
560,16.158,21.406,0,0.071,1.668,3.490,8.093,20.164,0.521
561,16.045,21.428,0,0.073,1.697,3.584,8.358,20.881,0.513
561,27.598,21.477,0,0.077,1.618,3.314,7.563,18.649,0.513
562,16.187,21.385,0,0.072,1.663,3.462,7.993,19.836,0.717
562,27.665,21.438,0,0.077,1.622,3.333,7.637,18.897,0.717
563,15.738,21.439,0,0.069,1.662,3.441,7.904,19.549,0.671
563,27.544,21.490,0,0.078,1.614,3.294,7.502,18.464,0.671
564,15.772,21.426,0,0.068,1.668,3.454,7.928,19.582,0.649
564,27.548,21.464,0,0.078,1.615,3.298,7.516,18.516,0.649
565,16.214,21.398,0,0.071,1.676,3.509,8.139,20.271,0.925
565,27.765,21.426,0,0.075,1.657,3.452,7.986,19.871,0.925
566,15.724,21.430,0,0.071,1.649,3.390,7.749,19.095,0.753
566,27.497,21.497,0,0.078,1.609,3.274,7.434,18.259,0.753
567,16.009,21.475,0,0.072,1.703,3.601,8.393,20.937,0.502
567,27.541,21.488,0,0.078,1.606,3.267,7.423,18.248,0.502
568,15.998,21.417,0,0.070,1.708,3.625,8.479,21.222,0.507
568,27.564,21.472,0,0.077,1.624,3.334,7.627,18.844,0.507
569,16.042,21.402,0,0.072,1.702,3.598,8.389,20.934,0.507
569,27.549,21.480,0,0.077,1.616,3.307,7.550,18.635,0.507
570,16.109,21.377,0,0.071,1.683,3.530,8.188,20.372,0.525
570,27.611,21.455,0,0.076,1.610,3.285,7.482,18.429,0.525
571,16.058,21.365,0,0.070,1.701,3.598,8.401,21.005,0.506
571,27.577,21.460,0,0.077,1.615,3.300,7.522,18.528,0.506
572,16.212,21.378,0,0.070,1.660,3.450,7.958,19.742,0.996
572,27.758,21.438,0,0.076,1.653,3.439,7.945,19.757,0.996
573,16.026,21.349,0,0.069,1.702,3.590,8.346,20.763,0.509
573,27.634,21.450,0,0.078,1.615,3.308,7.563,18.684,0.509
574,15.767,21.447,0,0.072,1.660,3.428,7.854,19.376,0.735
574,27.584,21.491,0,0.078,1.615,3.305,7.549,18.635,0.735
575,15.982,21.381,0,0.071,1.718,3.655,8.559,21.417,0.502
575,27.577,21.452,0,0.077,1.621,3.324,7.601,18.779,0.502
576,16.086,21.444,0,0.073,1.665,3.472,8.022,19.914,0.811
576,27.658,21.476,0,0.077,1.636,3.374,7.747,19.180,0.811
577,16.116,21.397,0,0.068,1.704,3.607,8.424,21.060,0.514
577,27.674,21.415,0,0.078,1.624,3.340,7.658,18.962,0.514
578,16.049,21.395,0,0.071,1.696,3.574,8.312,20.712,0.584
578,27.655,21.467,0,0.077,1.638,3.385,7.787,19.317,0.584
579,16.100,21.394,0,0.068,1.693,3.569,8.312,20.740,0.637
579,27.751,21.457,0,0.077,1.644,3.409,7.860,19.521,0.637
580,15.803,21.452,0,0.072,1.644,3.365,7.644,18.723,0.961
580,27.613,21.480,0,0.078,1.621,3.325,7.606,18.793,0.961
581,15.955,21.496,0,0.080,1.729,3.678,8.594,21.432,0.501
581,27.611,21.463,0,0.077,1.624,3.330,7.610,18.778,0.501
582,15.959,21.380,0,0.065,1.715,3.649,8.546,21.395,0.502
