Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
891,29.185,20.517,0,0.071,1.633,3.349,7.641,18.804,0.993
892,17.650,20.422,0,0.075,1.635,3.348,7.628,18.758,0.830
892,29.385,20.539,0,0.076,1.603,3.257,7.391,18.151,0.830
893,17.638,20.421,0,0.076,1.632,3.339,7.602,18.688,0.912
893,29.364,20.515,0,0.075,1.608,3.277,7.453,18.338,0.912
894,17.624,20.403,0,0.077,1.631,3.338,7.606,18.714,0.725
894,29.340,20.534,0,0.077,1.590,3.212,7.254,17.757,0.725
895,17.547,20.368,0,0.077,1.629,3.341,7.630,18.819,0.781
895,29.291,20.554,0,0.075,1.597,3.234,7.316,17.926,0.781
896,17.676,20.427,0,0.074,1.627,3.321,7.548,18.526,0.833
896,29.379,20.476,0,0.077,1.595,3.231,7.318,17.953,0.833
897,17.553,20.377,0,0.073,1.630,3.343,7.639,18.848,0.990
897,29.449,20.481,0,0.080,1.635,3.362,7.698,19.018,0.990
898,17.614,19.503,0,0.076,1.622,3.292,7.444,18.188,1.000
898,29.374,20.598,0,0.074,1.613,3.290,7.487,18.417,1.000
899,17.531,20.366,0,0.076,1.642,3.382,7.746,19.136,0.834
899,29.262,20.567,0,0.071,1.614,3.292,7.491,18.428,0.834
900,24.485,13.808,0,0.071,1.544,3.017,6.600,15.682,0.340
900,17.568,20.399,0,0.079,1.623,3.312,7.533,18.515,0.660
900,29.484,20.398,0,0.075,1.627,3.338,7.628,18.827,0.657
901,17.447,20.367,0,0.076,1.642,3.376,7.721,19.036,0.983
901,29.247,20.596,0,0.077,1.630,3.350,7.668,18.953,0.983
902,17.555,20.405,0,0.078,1.623,3.313,7.539,18.535,0.972
902,29.277,20.590,0,0.076,1.609,3.279,7.460,18.354,0.972
903,17.597,20.439,0,0.077,1.632,3.348,7.646,18.851,0.897
903,29.351,20.543,0,0.076,1.608,3.280,7.470,18.396,0.897
904,17.651,20.421,0,0.079,1.615,3.278,7.419,18.164,1.000
904,29.390,20.523,0,0.076,1.608,3.277,7.455,18.351,1.000
905,17.479,19.494,0,0.077,1.627,3.314,7.516,18.398,0.857
905,29.266,20.581,0,0.075,1.596,3.232,7.313,17.916,0.857
906,17.571,20.390,0,0.077,1.637,3.363,7.683,18.938,0.816
906,29.302,20.634,0,0.075,1.606,3.267,7.422,18.241,0.816
907,17.560,20.377,0,0.077,1.620,3.304,7.511,18.457,0.905
907,29.264,20.558,0,0.076,1.599,3.239,7.328,17.952,0.905
908,17.428,19.432,0,0.077,1.637,3.358,7.665,18.870,0.751
908,29.311,20.509,0,0.073,1.598,3.241,7.346,18.028,0.751
909,17.579,20.393,0,0.074,1.646,3.394,7.775,19.202,0.710
909,29.299,20.520,0,0.075,1.604,3.262,7.408,18.204,0.710
910,17.542,20.390,0,0.078,1.640,3.370,7.703,18.993,0.765
910,29.281,20.601,0,0.076,1.604,3.257,7.387,18.127,0.765
911,17.570,20.348,0,0.076,1.627,3.331,7.593,18.693,0.774
911,29.246,20.577,0,0.075,1.593,3.221,7.285,17.850,0.774
912,17.558,19.490,0,0.077,1.633,3.333,7.570,18.554,0.827
912,29.331,20.549,0,0.075,1.598,3.241,7.349,18.048,0.827
913,17.601,20.393,0,0.077,1.627,3.324,7.564,18.594,0.826
913,29.304,20.529,0,0.074,1.596,3.231,7.313,17.926,0.826
914,17.538,20.397,0,0.077,1.638,3.365,7.687,18.950,0.686
914,29.320,20.548,0,0.076,1.593,3.224,7.296,17.885,0.686
915,17.567,20.397,0,0.078,1.624,3.313,7.527,18.479,0.758
915,29.259,20.586,0,0.077,1.586,3.198,7.213,17.642,0.758
916,17.558,20.366,0,0.079,1.623,3.311,7.526,18.482,0.917
916,29.232,20.570,0,0.075,1.600,3.251,7.380,18.135,0.917
917,17.537,20.392,0,0.076,1.643,3.390,7.781,19.262,0.580
917,29.293,20.578,0,0.076,1.586,3.198,7.221,17.680,0.580
918,17.628,20.388,0,0.078,1.622,3.305,7.499,18.391,0.815
918,29.325,20.532,0,0.075,1.589,3.209,7.246,17.734,0.815
919,17.607,20.405,0,0.075,1.629,3.332,7.585,18.648,0.879
919,29.286,20.551,0,0.073,1.604,3.257,7.386,18.129,0.879
920,17.708,20.459,0,0.078,1.623,3.300,7.473,18.287,0.885
920,29.267,20.555,0,0.074,1.596,3.228,7.294,17.851,0.885
921,17.796,20.379,0,0.077,1.645,3.372,7.679,18.857,0.676
921,29.321,20.508,0,0.077,1.595,3.227,7.300,17.890,0.676
922,17.669,20.383,0,0.074,1.619,3.295,7.471,18.317,0.999
922,29.410,20.492,0,0.080,1.614,3.296,7.510,18.498,0.999
923,17.655,19.501,0,0.076,1.635,3.342,7.600,18.651,0.964
923,29.400,20.468,0,0.077,1.616,3.303,7.530,18.554,0.964
924,17.676,19.481,0,0.073,1.630,3.322,7.535,18.448,0.819
924,29.371,20.529,0,0.079,1.594,3.227,7.307,17.919,0.819
925,17.567,19.496,0,0.078,1.629,3.319,7.529,18.437,0.969
925,29.258,20.560,0,0.077,1.610,3.284,7.474,18.384,0.969
926,17.570,19.484,0,0.075,1.635,3.346,7.618,18.718,0.861
926,29.285,20.519,0,0.073,1.606,3.265,7.412,18.204,0.861
927,17.670,19.451,0,0.074,1.652,3.397,7.757,19.081,0.831
927,29.318,20.516,0,0.072,1.619,3.306,7.527,18.512,0.831
928,17.627,19.442,0,0.072,1.634,3.335,7.573,18.553,0.915
928,29.393,20.482,0,0.073,1.609,3.274,7.435,18.263,0.915
929,17.548,19.453,0,0.073,1.635,3.348,7.629,18.750,0.863
929,29.265,20.489,0,0.072,1.608,3.268,7.415,18.197,0.863
930,17.608,19.481,0,0.078,1.640,3.362,7.666,18.850,0.800
930,29.320,20.506,0,0.072,1.606,3.261,7.390,18.113,0.800
931,17.495,19.481,0,0.075,1.645,3.378,7.706,18.947,0.763
931,29.284,20.541,0,0.073,1.606,3.264,7.409,18.193,0.763
932,17.602,19.438,0,0.075,1.632,3.329,7.555,18.500,0.824
932,29.432,20.497,0,0.073,1.598,3.236,7.327,17.967,0.824
933,17.673,20.406,0,0.075,1.640,3.360,7.651,18.801,0.772
933,29.267,20.514,0,0.073,1.603,3.249,7.354,18.022,0.772
934,17.650,20.394,0,0.078,1.623,3.306,7.506,18.415,0.996
934,29.247,20.541,0,0.072,1.615,3.296,7.503,18.464,0.996
935,17.637,20.424,0,0.077,1.618,3.290,7.454,18.259,0.999
935,29.219,20.557,0,0.071,1.613,3.289,7.479,18.395,0.999
936,17.608,20.385,0,0.075,1.642,3.376,7.715,19.018,0.822
936,29.280,20.506,0,0.073,1.610,3.282,7.464,18.355,0.822
937,17.632,20.389,0,0.074,1.627,3.321,7.553,18.560,0.991
937,29.280,20.518,0,0.072,1.618,3.303,7.515,18.482,0.991
938,17.619,20.395,0,0.074,1.640,3.368,7.695,18.967,0.770
938,29.286,20.522,0,0.072,1.604,3.257,7.382,18.103,0.770
939,17.668,20.400,0,0.074,1.637,3.357,7.659,18.859,0.699
939,29.293,20.505,0,0.073,1.595,3.221,7.274,17.797,0.699
940,17.686,20.433,0,0.073,1.642,3.368,7.677,18.882,0.851
940,29.340,20.509,0,0.075,1.611,3.284,7.465,18.352,0.851
941,17.688,19.508,0,0.074,1.649,3.387,7.726,18.988,0.801
941,29.353,20.502,0,0.074,1.612,3.287,7.475,18.387,0.801
942,17.666,20.412,0,0.074,1.621,3.296,7.467,18.284,1.000
942,29.218,20.533,0,0.072,1.616,3.292,7.479,18.358,1.000
943,17.707,20.389,0,0.072,1.623,3.302,7.485,18.333,0.975
943,29.275,20.552,0,0.075,1.607,3.270,7.434,18.286,0.975
944,17.632,19.503,0,0.074,1.628,3.315,7.509,18.368,0.764
944,29.323,20.536,0,0.074,1.587,3.202,7.229,17.695,0.764
945,17.772,19.476,0,0.074,1.655,3.404,7.769,19.093,0.758
945,29.335,20.549,0,0.073,1.615,3.289,7.467,18.325,0.758
946,17.632,20.385,0,0.073,1.629,3.328,7.568,18.586,0.888
946,29.360,20.536,0,0.073,1.604,3.257,7.380,18.097,0.888
947,17.630,20.404,0,0.075,1.627,3.318,7.532,18.466,0.989
947,29.356,20.490,0,0.074,1.614,3.297,7.517,18.529,0.989
948,17.602,19.494,0,0.075,1.625,3.305,7.479,18.276,0.998
948,29.256,20.510,0,0.074,1.615,3.295,7.499,18.439,0.998
949,17.783,20.454,0,0.074,1.653,3.402,7.770,19.124,0.784
949,29.405,20.488,0,0.074,1.614,3.296,7.509,18.495,0.784
950,18.488,20.374,0,0.074,1.617,3.303,7.524,18.521,0.730
950,29.889,20.421,0,0.076,1.646,3.428,7.939,19.793,0.730
951,29.693,19.480,0,0.073,1.627,3.347,7.672,18.985,0.998
951,18.431,20.360,0,0.076,1.628,3.339,7.628,18.814,0.998
952,18.379,19.465,0,0.076,1.626,3.324,7.572,18.628,0.951
952,29.710,19.522,0,0.075,1.607,3.279,7.476,18.443,0.951
953,18.432,19.458,0,0.074,1.629,3.329,7.573,18.601,0.976
953,29.744,19.472,0,0.076,1.611,3.298,7.540,18.636,0.976
954,18.359,20.317,0,0.073,1.636,3.379,7.767,19.257,0.995
954,29.837,20.421,0,0.076,1.636,3.392,7.834,19.506,0.995
955,29.732,19.508,0,0.075,1.623,3.341,7.670,19.017,0.893
955,18.340,20.322,0,0.072,1.646,3.410,7.858,19.509,0.893
956,18.511,19.475,0,0.074,1.627,3.322,7.553,18.547,0.896
956,29.888,19.532,0,0.074,1.638,3.390,7.807,19.364,0.896
957,18.558,19.472,0,0.071,1.633,3.344,7.625,18.772,0.773
957,29.950,19.507,0,0.076,1.658,3.454,7.980,19.811,0.773
958,29.907,19.517,0,0.075,1.635,3.393,7.845,19.553,0.845
958,18.649,20.442,0,0.081,1.623,3.307,7.510,18.429,0.845
959,18.575,19.547,0,0.079,1.625,3.313,7.525,18.469,0.758
959,24.275,26.958,0,0.059,1.594,3.200,7.140,17.188,0.758
960,18.374,21.519,0,0.083,1.669,3.470,7.995,19.799,0.882
960,30.350,21.515,0,0.083,1.648,3.397,7.775,19.160,0.882
961,18.524,19.466,0,0.074,1.625,3.314,7.534,18.504,0.656
961,29.995,19.464,0,0.073,1.663,3.467,8.000,19.817,0.656
962,18.545,19.444,0,0.072,1.626,3.322,7.561,18.594,0.980
962,29.913,19.513,0,0.077,1.628,3.350,7.672,18.941,0.980
963,18.608,19.488,0,0.074,1.617,3.287,7.454,18.279,0.722
963,29.950,19.466,0,0.075,1.647,3.415,7.859,19.454,0.722
964,18.491,19.492,0,0.078,1.630,3.336,7.605,18.718,0.975
964,29.855,19.499,0,0.076,1.631,3.368,7.737,19.159,0.975
965,18.571,19.464,0,0.073,1.620,3.297,7.478,18.331,0.720
965,29.928,19.524,0,0.075,1.648,3.425,7.904,19.619,0.720
966,18.577,19.415,0,0.072,1.623,3.312,7.536,18.528,0.963
966,29.896,19.523,0,0.075,1.627,3.351,7.690,19.028,0.963
967,18.601,19.472,0,0.074,1.626,3.319,7.548,18.546,0.823
967,29.930,19.505,0,0.075,1.644,3.412,7.867,19.519,0.823
968,18.636,19.467,0,0.074,1.610,3.260,7.365,18.001,0.680
968,29.948,19.449,0,0.076,1.644,3.403,7.823,19.350,0.680
969,18.604,19.475,0,0.073,1.612,3.269,7.394,18.091,0.657
969,29.986,19.502,0,0.077,1.649,3.421,7.874,19.482,0.657
970,18.555,19.460,0,0.072,1.621,3.305,7.516,18.472,0.627
970,29.987,19.497,0,0.074,1.662,3.471,8.031,19.956,0.627
971,18.650,19.510,0,0.073,1.615,3.272,7.393,18.068,0.673
971,29.980,19.498,0,0.076,1.648,3.418,7.860,19.432,0.673
972,18.592,19.450,0,0.071,1.619,3.296,7.487,18.389,0.718
972,29.964,19.522,0,0.075,1.648,3.425,7.904,19.613,0.718
973,18.573,19.461,0,0.073,1.630,3.332,7.580,18.621,0.885
973,29.969,19.486,0,0.075,1.645,3.404,7.815,19.302,0.885
974,18.618,19.502,0,0.071,1.626,3.315,7.522,18.444,0.886
974,29.928,19.511,0,0.074,1.638,3.386,7.778,19.235,0.886
975,18.561,20.361,0,0.073,1.628,3.335,7.605,18.726,0.976
975,30.220,20.459,0,0.077,1.637,3.366,7.701,19.004,0.976
976,18.687,20.421,0,0.069,1.632,3.336,7.589,18.638,0.980
976,30.254,20.474,0,0.077,1.635,3.364,7.704,19.035,0.980
977,18.464,20.472,0,0.066,1.660,3.445,7.936,19.679,0.821
977,30.239,20.480,0,0.074,1.626,3.331,7.601,18.732,0.619
977,10.464,26.566,0,0.071,1.675,3.480,8.015,19.863,0.757
978,18.651,19.453,0,0.070,1.626,3.314,7.524,18.463,0.936
978,30.209,20.470,0,0.076,1.636,3.366,7.705,19.023,0.936
979,18.632,19.473,0,0.072,1.616,3.280,7.421,18.157,0.663
979,29.953,19.488,0,0.074,1.651,3.430,7.900,19.565,0.663
980,18.528,19.467,0,0.077,1.621,3.302,7.498,18.403,0.795
980,29.947,19.527,0,0.073,1.642,3.405,7.842,19.441,0.795
981,18.513,19.446,0,0.075,1.631,3.339,7.611,18.728,0.998
981,29.824,19.488,0,0.074,1.621,3.330,7.623,18.833,0.998
982,18.528,19.475,0,0.074,1.625,3.316,7.543,18.540,0.865
982,29.930,19.514,0,0.074,1.640,3.395,7.812,19.350,0.865
983,18.474,19.438,0,0.076,1.624,3.313,7.534,18.507,0.977
983,29.885,19.545,0,0.074,1.625,3.344,7.668,18.965,0.977
984,18.489,19.434,0,0.077,1.631,3.337,7.599,18.682,0.993
984,29.825,19.511,0,0.074,1.627,3.353,7.702,19.087,0.993
985,18.487,19.454,0,0.076,1.627,3.327,7.576,18.633,0.984
985,29.840,19.482,0,0.073,1.627,3.353,7.696,19.055,0.984
986,18.503,19.440,0,0.076,1.627,3.323,7.561,18.580,0.950
986,29.788,19.493,0,0.074,1.604,3.277,7.484,18.486,0.950
987,18.522,19.465,0,0.077,1.621,3.303,7.503,18.417,0.868
987,29.951,19.521,0,0.074,1.637,3.382,7.760,19.171,0.868
988,18.618,19.457,0,0.073,1.622,3.304,7.499,18.399,0.913
988,29.887,19.496,0,0.074,1.630,3.366,7.735,19.163,0.913
989,18.558,19.463,0,0.075,1.631,3.335,7.593,18.673,0.997
989,29.857,19.475,0,0.076,1.619,3.324,7.605,18.780,0.997
990,18.521,19.454,0,0.076,1.627,3.324,7.561,18.578,0.930
990,29.875,19.519,0,0.076,1.635,3.379,7.772,19.265,0.930
991,18.547,19.479,0,0.075,1.626,3.320,7.553,18.562,0.863
991,29.947,19.531,0,0.074,1.640,3.401,7.835,19.428,0.863
992,18.578,19.474,0,0.074,1.633,3.342,7.613,18.721,0.959
992,29.927,19.509,0,0.075,1.637,3.384,7.772,19.217,0.959
993,18.563,19.479,0,0.074,1.626,3.314,7.522,18.445,0.925
993,29.884,19.492,0,0.075,1.632,3.371,7.747,19.189,0.925
994,18.560,19.452,0,0.073,1.625,3.316,7.536,18.507,0.817
994,29.917,19.495,0,0.074,1.642,3.411,7.878,19.585,0.817
995,18.573,19.455,0,0.073,1.629,3.328,7.571,18.602,0.907
995,29.896,19.462,0,0.074,1.638,3.392,7.812,19.378,0.907
996,18.545,19.400,0,0.074,1.614,3.276,7.417,18.159,0.970
996,29.869,19.503,0,0.076,1.614,3.311,7.575,18.712,0.970
997,18.600,19.482,0,0.075,1.623,3.310,7.527,18.492,0.953
997,29.928,19.487,0,0.075,1.628,3.355,7.691,19.004,0.953
998,29.917,19.471,0,0.074,1.622,3.340,7.660,18.950,0.998
998,18.547,20.370,0,0.072,1.627,3.332,7.601,18.728,0.998
999,18.528,19.437,0,0.074,1.624,3.318,7.554,18.577,0.914
999,29.918,19.495,0,0.074,1.634,3.380,7.777,19.275,0.914
1000,18.601,19.495,0,0.073,1.605,3.242,7.316,17.876,0.846
1000,29.902,19.476,0,0.076,1.620,3.328,7.612,18.784,0.846
1001,18.584,19.481,0,0.075,1.618,3.287,7.448,18.250,0.756
1001,29.938,19.463,0,0.075,1.641,3.403,7.840,19.443,0.756
1002,18.534,19.432,0,0.075,1.630,3.335,7.600,18.697,0.978
1002,29.875,19.501,0,0.075,1.631,3.366,7.735,19.166,0.978
1003,18.529,19.448,0,0.073,1.623,3.314,7.541,18.542,0.982
1003,29.847,19.481,0,0.075,1.623,3.341,7.663,18.966,0.982
1004,18.556,19.460,0,0.072,1.630,3.336,7.603,18.709,0.918
1004,29.929,19.477,0,0.074,1.640,3.396,7.814,19.359,0.918
1005,18.670,19.453,0,0.071,1.614,3.275,7.410,18.138,0.639
1005,29.962,19.448,0,0.074,1.652,3.435,7.922,19.652,0.639
1006,18.623,19.453,0,0.072,1.610,3.261,7.372,18.035,0.579
1006,29.972,19.467,0,0.074,1.659,3.454,7.971,19.765,0.579
1007,18.570,19.477,0,0.074,1.629,3.325,7.556,18.552,0.996
1007,29.870,19.474,0,0.074,1.622,3.337,7.647,18.913,0.996
1008,18.548,19.395,0,0.075,1.630,3.337,7.611,18.749,0.973
1008,29.861,19.490,0,0.074,1.612,3.303,7.552,18.654,0.973
1009,18.533,19.469,0,0.077,1.625,3.314,7.525,18.455,0.917
1009,29.873,19.443,0,0.074,1.634,3.374,7.749,19.171,0.917
1010,18.525,19.433,0,0.073,1.625,3.309,7.508,18.410,0.884
1010,29.933,19.502,0,0.074,1.637,3.382,7.764,19.192,0.884
1011,18.510,19.437,0,0.076,1.628,3.331,7.592,18.693,1.000
1011,29.780,19.441,0,0.075,1.619,3.327,7.625,18.874,1.000
1012,18.510,19.436,0,0.075,1.631,3.337,7.605,18.712,0.997
1012,29.854,19.482,0,0.074,1.626,3.348,7.675,18.977,0.997
1013,29.885,19.498,0,0.072,1.639,3.394,7.816,19.383,0.776
1013,18.522,20.409,0,0.075,1.615,3.285,7.451,18.278,0.776
1014,18.544,19.449,0,0.073,1.637,3.356,7.657,18.856,0.973
1014,29.931,19.453,0,0.073,1.638,3.389,7.793,19.294,0.973
1015,18.602,19.448,0,0.072,1.636,3.351,7.638,18.795,0.785
1015,29.899,19.471,0,0.073,1.657,3.457,8.005,19.936,0.785
1016,18.585,19.431,0,0.074,1.631,3.334,7.583,18.627,0.981
1016,29.789,19.467,0,0.073,1.629,3.361,7.730,19.185,0.981
1017,18.543,19.444,0,0.075,1.628,3.322,7.550,18.533,0.954
1017,29.842,19.491,0,0.074,1.631,3.366,7.729,19.132,0.954
1018,18.533,19.450,0,0.075,1.632,3.341,7.617,18.748,0.992
1018,29.818,19.475,0,0.072,1.619,3.323,7.606,18.796,0.992
1019,18.576,19.475,0,0.077,1.621,3.299,7.485,18.355,0.933
1019,29.841,19.497,0,0.075,1.628,3.353,7.690,19.023,0.933
1020,18.450,19.366,0,0.071,1.626,3.326,7.581,18.664,0.973
1020,29.802,19.474,0,0.075,1.627,3.359,7.729,19.195,0.973
1021,18.577,19.480,0,0.076,1.620,3.296,7.475,18.327,0.985
1021,29.835,19.500,0,0.073,1.616,3.321,7.621,18.898,0.985
1022,18.609,19.508,0,0.077,1.623,3.307,7.515,18.457,0.955
1022,29.856,19.439,0,0.075,1.627,3.351,7.683,18.999,0.955
1023,18.600,19.462,0,0.073,1.608,3.257,7.362,18.013,0.671
1023,29.904,19.479,0,0.073,1.641,3.403,7.849,19.496,0.671
1024,18.641,19.430,0,0.073,1.619,3.295,7.474,18.331,0.622
1024,30.002,19.464,0,0.073,1.662,3.463,7.987,19.775,0.622
1025,18.626,19.476,0,0.074,1.605,3.238,7.290,17.767,0.885
1025,30.296,20.454,0,0.076,1.619,3.310,7.545,18.583,0.885
1026,18.639,19.434,0,0.073,1.621,3.299,7.484,18.359,0.643
1026,29.975,19.475,0,0.078,1.660,3.457,7.974,19.764,0.643
1027,18.637,19.431,0,0.071,1.610,3.263,7.375,18.035,0.601
1027,29.996,19.462,0,0.074,1.654,3.442,7.941,19.689,0.601
1028,18.589,19.462,0,0.074,1.631,3.334,7.590,18.655,0.997
1028,30.234,20.444,0,0.075,1.623,3.323,7.583,18.686,0.997
1029,18.626,19.496,0,0.076,1.608,3.253,7.339,17.922,0.864
1029,30.287,20.425,0,0.074,1.626,3.332,7.612,18.776,0.864
1030,18.606,19.489,0,0.075,1.620,3.291,7.455,18.256,0.943
1030,30.246,20.452,0,0.076,1.628,3.340,7.632,18.824,0.943
1031,18.598,19.466,0,0.076,1.630,3.335,7.601,18.707,0.995
1031,30.171,19.568,0,0.076,1.624,3.322,7.563,18.593,0.995
1032,18.623,19.489,0,0.074,1.632,3.338,7.601,18.688,0.883
1032,29.940,19.470,0,0.076,1.643,3.411,7.871,19.545,0.883
1033,18.689,19.502,0,0.075,1.610,3.252,7.322,17.838,0.995
1033,30.177,19.540,0,0.073,1.608,3.267,7.401,18.132,0.995
1034,18.704,19.444,0,0.072,1.623,3.302,7.484,18.330,0.736
1034,30.000,19.464,0,0.075,1.651,3.425,7.878,19.478,0.736
1035,18.621,19.481,0,0.075,1.623,3.303,7.484,18.327,0.985
1035,30.229,20.460,0,0.075,1.624,3.327,7.595,18.719,0.985
1036,18.703,19.504,0,0.073,1.621,3.292,7.452,18.234,0.934
1036,30.321,20.455,0,0.078,1.629,3.346,7.647,18.864,0.934
1037,18.708,19.479,0,0.073,1.622,3.301,7.483,18.337,0.985
1037,30.270,19.522,0,0.075,1.610,3.276,7.434,18.242,0.985
1038,18.666,19.465,0,0.074,1.620,3.290,7.444,18.206,0.929
1038,30.288,20.464,0,0.076,1.628,3.345,7.655,18.909,0.929
1039,18.694,19.486,0,0.073,1.617,3.282,7.424,18.158,0.998
1039,30.303,20.466,0,0.076,1.614,3.292,7.489,18.421,0.998
1040,18.679,19.463,0,0.072,1.625,3.310,7.506,18.394,0.973
1040,30.219,19.541,0,0.077,1.612,3.277,7.427,18.206,0.973
1041,18.678,19.451,0,0.075,1.616,3.281,7.428,18.183,0.930
1041,30.324,20.459,0,0.076,1.627,3.336,7.615,18.767,0.930
1042,18.673,19.488,0,0.073,1.612,3.266,7.386,18.072,0.982
1042,30.182,19.572,0,0.075,1.616,3.293,7.483,18.376,0.982
1043,18.714,19.458,0,0.071,1.612,3.265,7.370,17.997,0.924
1043,30.273,20.445,0,0.077,1.623,3.322,7.582,18.693,0.924
1044,18.664,19.477,0,0.072,1.611,3.263,7.375,18.040,0.985
1044,30.310,20.456,0,0.076,1.613,3.287,7.478,18.397,0.985
1045,18.624,19.480,0,0.075,1.619,3.293,7.464,18.293,0.759
1045,29.992,19.441,0,0.074,1.643,3.408,7.850,19.455,0.759
1046,18.654,19.439,0,0.072,1.622,3.303,7.495,18.381,0.943
1046,30.244,20.480,0,0.076,1.632,3.352,7.664,18.904,0.943
1047,18.639,19.483,0,0.073,1.615,3.280,7.425,18.180,0.973
1047,30.171,19.584,0,0.074,1.623,3.313,7.524,18.451,0.973
1048,18.644,19.468,0,0.073,1.612,3.265,7.374,18.018,0.671
1048,29.998,19.484,0,0.073,1.645,3.411,7.848,19.416,0.671
1049,18.671,19.477,0,0.072,1.624,3.307,7.506,18.409,0.943
1049,30.230,20.420,0,0.076,1.634,3.357,7.676,18.936,0.943
1050,18.668,19.485,0,0.073,1.622,3.297,7.468,18.284,0.919
1050,30.209,19.551,0,0.075,1.634,3.357,7.667,18.887,0.919
1051,18.692,19.473,0,0.074,1.625,3.312,7.518,18.441,0.916
1051,30.242,19.557,0,0.076,1.603,3.251,7.361,18.035,0.916
1052,18.632,19.489,0,0.076,1.617,3.282,7.423,18.157,0.842
1052,30.266,20.476,0,0.076,1.637,3.369,7.715,19.055,0.842
1053,18.652,19.484,0,0.074,1.619,3.291,7.456,18.267,0.679
1053,30.003,19.490,0,0.076,1.653,3.434,7.909,19.573,0.679
1054,18.687,19.449,0,0.071,1.615,3.274,7.399,18.085,0.888
1054,30.300,20.445,0,0.075,1.630,3.345,7.647,18.868,0.888
1055,18.683,19.507,0,0.072,1.610,3.256,7.343,17.915,0.835
1055,30.264,20.452,0,0.077,1.631,3.346,7.644,18.850,0.835
1056,18.673,19.498,0,0.073,1.629,3.323,7.543,18.490,0.996
1056,30.300,20.444,0,0.075,1.627,3.336,7.623,18.813,0.996
1057,18.650,19.488,0,0.073,1.618,3.285,7.437,18.205,0.947
1057,30.227,20.485,0,0.075,1.627,3.332,7.604,18.736,0.947
1058,18.664,19.487,0,0.074,1.617,3.282,7.425,18.170,0.670
1058,30.006,19.496,0,0.075,1.648,3.429,7.918,19.660,0.670
1059,18.696,19.476,0,0.074,1.628,3.320,7.535,18.471,0.990
1059,30.300,20.461,0,0.075,1.618,3.300,7.506,18.454,0.990
1060,18.668,19.513,0,0.074,1.614,3.271,7.390,18.060,0.886
1060,30.272,20.438,0,0.075,1.628,3.343,7.642,18.860,0.886
1061,18.725,19.494,0,0.070,1.628,3.317,7.525,18.438,0.945
1061,30.246,19.570,0,0.075,1.609,3.269,7.406,18.148,0.945
1062,18.625,19.494,0,0.074,1.616,3.284,7.442,18.242,0.946
1062,30.253,20.461,0,0.076,1.625,3.332,7.612,18.778,0.946
1063,18.593,19.467,0,0.075,1.619,3.296,7.480,18.348,0.952
1063,30.250,20.457,0,0.075,1.629,3.341,7.631,18.814,0.952
1064,18.618,19.420,0,0.073,1.615,3.277,7.418,18.163,0.925
1064,30.216,20.492,0,0.075,1.627,3.334,7.608,18.740,0.925
1065,18.649,19.494,0,0.075,1.621,3.294,7.456,18.244,0.979
1065,30.246,20.482,0,0.074,1.623,3.323,7.582,18.688,0.979
1066,18.625,19.491,0,0.075,1.624,3.305,7.498,18.383,0.986
1066,30.239,20.475,0,0.076,1.624,3.329,7.605,18.763,0.986
1067,18.574,19.475,0,0.076,1.617,3.288,7.457,18.291,0.770
1067,29.962,19.511,0,0.074,1.640,3.399,7.831,19.418,0.770
1068,18.669,19.512,0,0.073,1.618,3.283,7.427,18.172,0.995
1068,30.227,19.556,0,0.075,1.616,3.297,7.502,18.452,0.995
1069,18.566,19.478,0,0.072,1.627,3.322,7.554,18.552,0.946
1069,30.226,20.475,0,0.075,1.636,3.370,7.722,19.086,0.946
1070,18.550,19.449,0,0.076,1.620,3.303,7.512,18.475,0.996
1070,30.219,20.508,0,0.077,1.621,3.315,7.556,18.597,0.996
1071,18.627,19.479,0,0.074,1.623,3.305,7.499,18.392,0.983
1071,30.210,19.541,0,0.076,1.626,3.331,7.597,18.704,0.983
1072,18.624,19.463,0,0.072,1.620,3.294,7.466,18.299,0.993
1072,30.300,20.447,0,0.076,1.619,3.310,7.542,18.570,0.993
1073,18.691,19.486,0,0.074,1.620,3.291,7.452,18.243,0.996
1073,30.293,20.460,0,0.076,1.617,3.303,7.525,18.531,0.996
1074,18.617,20.346,0,0.072,1.620,3.305,7.519,18.488,0.983
1074,30.276,20.449,0,0.075,1.626,3.332,7.605,18.748,0.983
1075,18.644,19.470,0,0.074,1.615,3.276,7.411,18.132,0.959
1075,30.258,20.449,0,0.074,1.622,3.318,7.566,18.641,0.959
1076,18.645,19.475,0,0.074,1.630,3.326,7.554,18.531,0.922
1076,30.245,19.584,0,0.075,1.608,3.267,7.404,18.150,0.922
1077,18.633,19.464,0,0.074,1.624,3.311,7.519,18.449,0.993
1077,30.243,20.448,0,0.076,1.623,3.328,7.603,18.758,0.993
1078,18.610,19.481,0,0.074,1.622,3.299,7.478,18.322,0.988
1078,29.819,19.573,0,0.075,1.605,3.277,7.469,18.409,0.988
1079,18.667,19.502,0,0.071,1.623,3.307,7.511,18.439,0.998
1079,30.253,19.573,0,0.075,1.617,3.298,7.498,18.425,0.998
1080,18.675,19.448,0,0.072,1.619,3.290,7.455,18.266,0.997
1080,30.464,19.523,0,0.078,1.612,3.281,7.456,18.326,0.997
1081,18.712,19.457,0,0.072,1.613,3.266,7.374,18.009,0.982
1081,30.268,19.578,0,0.078,1.615,3.292,7.482,18.382,0.982
