Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
432,17.768,16.949,0,8.921,1.716,3.594,8.281,20.410,0.254
432,20.988,16.964,0,8.136,1.683,3.490,8.011,19.761,0.250
432,17.555,22.413,0,9.970,1.735,3.619,8.253,20.061,0.250
432,21.228,22.111,0,8.652,1.687,3.488,7.960,19.484,0.254
433,17.697,16.880,0,9.247,1.721,3.599,8.264,20.280,0.250
433,20.952,16.938,0,8.083,1.679,3.477,7.975,19.662,0.250
433,17.071,22.271,0,8.918,1.668,3.433,7.814,19.117,0.250
433,21.142,22.070,0,8.436,1.672,3.444,7.848,19.218,0.250
434,20.981,16.937,0,8.079,1.670,3.444,7.875,19.374,0.250
434,17.024,17.567,0,8.792,1.691,3.505,8.003,19.573,0.548
434,17.050,22.320,0,8.882,1.662,3.410,7.740,18.892,0.442
434,21.245,22.135,0,8.741,1.678,3.452,7.840,19.108,0.526
435,21.008,16.952,0,8.038,1.660,3.411,7.777,19.100,0.250
435,16.999,17.550,0,8.802,1.689,3.495,7.970,19.471,0.407
435,17.041,22.307,0,8.846,1.656,3.391,7.693,18.780,0.392
435,21.192,22.124,0,8.595,1.672,3.439,7.816,19.082,0.285
436,20.962,16.982,0,8.000,1.680,3.483,7.995,19.727,0.250
436,17.037,17.560,0,8.817,1.705,3.554,8.153,20.010,0.315
436,17.046,22.280,0,8.862,1.657,3.396,7.712,18.843,0.315
436,21.136,22.101,0,8.462,1.671,3.439,7.827,19.140,0.250
437,17.697,16.867,0,9.147,1.719,3.595,8.258,20.279,0.250
437,21.062,16.869,0,8.505,1.676,3.457,7.886,19.330,0.333
437,17.070,22.262,0,8.811,1.664,3.421,7.781,19.032,0.324
437,21.225,22.113,0,8.655,1.675,3.449,7.842,19.145,0.402
438,17.682,16.905,0,8.989,1.710,3.567,8.186,20.105,0.250
438,21.091,16.845,0,8.491,1.658,3.393,7.692,18.772,0.334
438,17.534,22.355,0,9.838,1.716,3.557,8.080,19.597,0.250
438,21.222,22.071,0,8.633,1.671,3.436,7.809,19.069,0.334
439,20.981,16.887,0,8.176,1.664,3.420,7.791,19.106,0.255
439,16.987,17.551,0,8.807,1.691,3.505,8.001,19.564,0.395
439,17.064,22.273,0,8.831,1.659,3.403,7.732,18.906,0.395
439,21.156,22.064,0,8.457,1.662,3.409,7.742,18.916,0.255
440,20.954,16.958,0,7.982,1.663,3.424,7.823,19.247,0.250
440,17.002,17.547,0,8.886,1.690,3.499,7.982,19.506,0.415
440,17.062,22.305,0,8.869,1.661,3.408,7.741,18.907,0.416
440,21.180,22.102,0,8.559,1.668,3.429,7.795,19.042,0.253
441,17.682,16.878,0,9.119,1.717,3.588,8.239,20.225,0.250
441,21.079,16.848,0,8.466,1.669,3.430,7.802,19.082,0.318
441,17.082,22.256,0,8.797,1.663,3.415,7.764,18.985,0.304
441,21.241,22.076,0,8.626,1.679,3.458,7.865,19.199,0.369
442,17.697,16.864,0,9.178,1.725,3.615,8.318,20.449,0.250
442,21.051,16.852,0,8.504,1.676,3.457,7.889,19.343,0.323
442,17.096,22.226,0,8.740,1.667,3.434,7.831,19.198,0.459
442,21.237,22.070,0,8.674,1.679,3.462,7.885,19.276,0.502
443,21.011,16.927,0,8.019,1.676,3.466,7.937,19.539,0.250
443,16.982,17.497,0,8.929,1.702,3.542,8.114,19.898,0.271
443,17.069,22.255,0,8.761,1.654,3.387,7.688,18.785,0.366
443,21.236,22.059,0,8.635,1.673,3.442,7.828,19.120,0.349
444,17.749,16.907,0,9.017,1.722,3.607,8.301,20.419,0.262
444,21.016,16.945,0,8.295,1.682,3.486,7.992,19.688,0.259
444,17.062,22.261,0,8.872,1.661,3.406,7.736,18.898,0.263
444,21.200,22.085,0,8.545,1.666,3.420,7.765,18.952,0.260
445,17.681,16.846,0,9.374,1.716,3.575,8.181,20.011,0.251
445,21.033,16.938,0,8.128,1.695,3.531,8.127,20.074,0.250
445,17.575,22.361,0,9.709,1.719,3.570,8.125,19.743,0.251
445,21.268,22.117,0,8.874,1.691,3.500,7.980,19.503,0.250
446,21.009,16.863,0,8.178,1.672,3.447,7.869,19.319,0.253
446,16.965,17.476,0,8.900,1.707,3.557,8.158,20.015,0.290
446,17.037,22.301,0,8.942,1.650,3.370,7.627,18.588,0.290
446,21.187,22.072,0,8.478,1.667,3.425,7.783,19.009,0.253
447,21.022,16.897,0,8.260,1.671,3.449,7.880,19.362,0.252
447,17.018,17.543,0,8.752,1.705,3.552,8.141,19.964,0.300
447,17.042,22.267,0,8.856,1.646,3.358,7.598,18.519,0.276
447,21.242,22.066,0,8.577,1.672,3.438,7.813,19.073,0.283
448,21.020,16.841,0,8.271,1.662,3.411,7.755,18.975,0.259
448,16.965,17.508,0,8.776,1.693,3.510,8.017,19.614,0.312
448,17.029,22.287,0,8.849,1.645,3.352,7.576,18.449,0.306
448,21.213,22.085,0,8.530,1.665,3.414,7.742,18.873,0.268
449,17.670,16.700,0,9.486,1.747,3.677,8.462,20.748,0.250
449,21.006,16.746,0,8.506,1.669,3.434,7.822,19.156,0.291
449,17.023,22.302,0,9.095,1.649,3.362,7.597,18.491,0.250
449,21.140,22.023,0,8.317,1.663,3.417,7.772,19.014,0.291
450,21.088,16.864,0,8.366,1.688,3.496,7.992,19.609,0.253
450,17.012,17.535,0,8.705,1.699,3.528,8.068,19.745,0.519
450,17.052,22.290,0,8.769,1.655,3.387,7.679,18.737,0.432
450,21.267,22.118,0,8.666,1.682,3.468,7.887,19.239,0.553
451,17.697,16.922,0,8.783,1.707,3.551,8.126,19.899,0.617
451,17.073,22.212,0,8.859,1.658,3.398,7.712,18.833,0.617
452,17.700,16.848,0,9.281,1.719,3.593,8.253,20.264,0.250
452,21.011,16.877,0,8.338,1.669,3.441,7.857,19.299,0.263
452,17.539,22.345,0,9.890,1.726,3.591,8.179,19.876,0.250
452,21.196,22.062,0,8.581,1.675,3.454,7.870,19.257,0.263
453,17.703,16.864,0,9.175,1.718,3.590,8.243,20.232,0.250
453,21.083,16.834,0,8.541,1.679,3.464,7.898,19.338,0.333
453,17.094,22.232,0,8.758,1.661,3.414,7.774,19.043,0.479
453,21.244,22.107,0,8.708,1.676,3.448,7.836,19.117,0.520
454,21.073,16.866,0,8.368,1.675,3.454,7.880,19.318,0.260
454,17.008,17.546,0,8.714,1.699,3.531,8.078,19.781,0.460
454,17.076,22.238,0,8.683,1.652,3.383,7.680,18.777,0.499
454,21.254,22.070,0,8.630,1.677,3.454,7.855,19.181,0.557
455,17.713,16.906,0,9.042,1.715,3.586,8.245,20.273,0.250
455,21.079,16.863,0,8.540,1.670,3.436,7.821,19.139,0.322
455,17.543,22.370,0,9.930,1.725,3.585,8.153,19.782,0.250
455,21.238,22.096,0,8.691,1.686,3.484,7.943,19.423,0.322
456,17.646,16.856,0,9.183,1.716,3.577,8.189,20.041,0.250
456,21.092,16.886,0,8.321,1.674,3.451,7.870,19.289,0.257
456,17.071,22.277,0,8.747,1.667,3.428,7.800,19.083,0.301
456,21.258,22.088,0,8.583,1.691,3.500,7.985,19.526,0.308
457,17.651,16.780,0,9.304,1.731,3.626,8.324,20.389,0.250
457,21.093,16.766,0,8.600,1.670,3.430,7.786,18.993,0.424
457,17.062,22.231,0,8.736,1.657,3.398,7.726,18.906,0.586
457,21.246,22.132,0,8.751,1.668,3.419,7.745,18.847,0.571
458,17.643,16.762,0,9.328,1.725,3.604,8.254,20.181,0.250
458,21.118,16.761,0,8.629,1.680,3.464,7.884,19.261,0.591
458,17.071,22.222,0,8.656,1.649,3.375,7.661,18.734,0.503
458,21.239,22.072,0,8.547,1.681,3.466,7.893,19.289,0.521
459,20.997,16.821,0,8.225,1.671,3.440,7.841,19.217,0.264
459,16.982,17.512,0,8.801,1.702,3.542,8.112,19.881,0.319
459,17.058,22.271,0,8.820,1.653,3.383,7.675,18.749,0.319
459,21.175,22.076,0,8.465,1.667,3.426,7.789,19.030,0.265
460,21.048,16.840,0,8.260,1.670,3.438,7.832,19.184,0.251
460,16.970,17.491,0,8.893,1.701,3.536,8.089,19.804,0.307
460,17.051,22.270,0,8.828,1.651,3.376,7.652,18.681,0.316
460,21.221,22.076,0,8.585,1.675,3.448,7.841,19.146,0.263
461,21.107,16.790,0,8.576,1.665,3.411,7.732,18.841,0.702
461,16.996,17.533,0,8.679,1.695,3.518,8.040,19.678,0.565
461,17.059,22.236,0,8.670,1.648,3.368,7.638,18.663,0.649
461,21.238,22.100,0,8.617,1.673,3.437,7.802,19.015,0.793
462,21.060,16.840,0,8.302,1.674,3.448,7.860,19.253,0.250
462,17.003,17.533,0,8.743,1.699,3.533,8.089,19.821,0.466
462,17.059,22.271,0,8.765,1.655,3.391,7.700,18.822,0.451
462,21.241,22.099,0,8.656,1.678,3.456,7.857,19.169,0.489
463,21.119,16.764,0,8.531,1.662,3.398,7.687,18.702,0.333
463,16.988,17.529,0,8.658,1.697,3.525,8.065,19.755,0.498
463,17.051,22.280,0,8.772,1.655,3.386,7.676,18.730,0.481
463,21.316,22.125,0,8.744,1.685,3.470,7.877,19.171,0.587
464,21.085,16.814,0,8.520,1.667,3.422,7.775,18.993,0.443
464,17.002,17.562,0,8.690,1.693,3.510,8.017,19.608,0.617
464,17.082,22.230,0,8.696,1.656,3.399,7.735,18.943,0.636
464,21.233,22.105,0,8.651,1.675,3.449,7.842,19.143,0.744
465,21.037,16.864,0,8.290,1.671,3.442,7.847,19.236,0.481
465,17.000,17.542,0,8.701,1.702,3.542,8.111,19.881,0.259
465,17.043,22.265,0,8.898,1.652,3.376,7.648,18.655,0.259
465,21.171,22.040,0,8.328,1.667,3.430,7.807,19.105,0.481
466,17.071,16.937,0,8.284,1.639,3.349,7.611,18.662,0.320
466,21.028,16.898,0,8.080,1.654,3.388,7.699,18.852,0.279
466,17.007,22.272,0,8.858,1.637,3.327,7.508,18.272,0.250
466,21.161,22.059,0,8.454,1.669,3.434,7.813,19.106,0.292
467,21.068,16.887,0,8.283,1.657,3.393,7.705,18.840,0.287
467,16.974,17.529,0,8.820,1.689,3.491,7.954,19.415,0.392
467,17.046,22.295,0,8.842,1.655,3.387,7.678,18.734,0.392
467,21.230,22.065,0,8.467,1.678,3.458,7.873,19.241,0.288
468,21.099,16.787,0,8.582,1.658,3.391,7.678,18.710,0.441
468,17.001,17.561,0,8.714,1.696,3.519,8.033,19.631,0.635
468,17.068,22.230,0,8.721,1.656,3.395,7.714,18.872,0.635
468,21.280,22.072,0,8.738,1.685,3.478,7.918,19.333,0.699
469,21.069,16.859,0,8.328,1.668,3.432,7.814,19.129,0.254
469,16.992,17.550,0,8.707,1.692,3.505,8.000,19.555,0.511
469,17.060,22.263,0,8.774,1.656,3.393,7.703,18.824,0.413
469,21.264,22.085,0,8.618,1.680,3.464,7.884,19.254,0.465
470,21.061,16.813,0,8.331,1.679,3.468,7.913,19.393,0.255
470,16.976,17.529,0,8.671,1.694,3.511,8.016,19.595,0.554
470,17.061,22.272,0,8.749,1.656,3.393,7.702,18.812,0.400
470,21.273,22.075,0,8.615,1.690,3.499,7.984,19.531,0.524
471,21.096,16.842,0,8.387,1.663,3.412,7.746,18.920,0.487
471,16.969,17.513,0,8.751,1.693,3.508,8.005,19.568,0.282
471,17.028,22.273,0,8.871,1.642,3.344,7.559,18.418,0.282
471,21.207,22.038,0,8.381,1.673,3.444,7.841,19.174,0.487
472,20.989,16.936,0,7.957,1.662,3.421,7.813,19.212,0.250
472,16.996,17.523,0,8.787,1.696,3.521,8.047,19.691,0.295
472,17.028,22.251,0,8.806,1.640,3.336,7.538,18.367,0.295
472,21.223,22.004,0,8.406,1.678,3.463,7.893,19.321,0.250
473,21.067,16.920,0,8.141,1.681,3.481,7.971,19.609,0.272
473,17.003,17.525,0,8.720,1.702,3.542,8.115,19.897,0.297
473,17.040,22.323,0,8.846,1.662,3.410,7.740,18.891,0.297
473,21.214,22.068,0,8.360,1.688,3.497,7.995,19.599,0.273
474,17.041,16.841,0,8.628,1.639,3.340,7.568,18.500,0.334
474,17.023,22.312,0,8.968,1.650,3.363,7.596,18.473,0.334
474,21.150,21.980,0,8.153,1.673,3.453,7.888,19.362,0.333
475,16.978,17.481,0,8.746,1.697,3.526,8.068,19.766,0.390
475,16.999,22.308,0,8.713,1.642,3.340,7.541,18.350,0.390
475,21.205,21.986,0,8.283,1.685,3.488,7.978,19.581,0.333
476,21.011,16.841,0,8.231,1.675,3.455,7.881,19.327,0.296
476,17.004,17.547,0,8.549,1.693,3.512,8.023,19.628,0.339
476,17.017,22.344,0,8.930,1.651,3.369,7.615,18.526,0.250
476,21.214,22.082,0,8.417,1.675,3.451,7.855,19.195,0.382
477,17.080,16.936,0,8.259,1.650,3.387,7.723,18.983,0.542
477,16.999,22.275,0,8.907,1.631,3.305,7.440,18.076,0.333
477,21.117,21.999,0,8.166,1.661,3.412,7.767,19.028,0.542
478,17.619,16.718,0,9.459,1.735,3.633,8.329,20.362,0.250
478,21.066,16.756,0,8.577,1.666,3.419,7.759,18.937,0.250
478,17.015,22.267,0,9.019,1.638,3.328,7.504,18.245,0.250
478,21.166,21.955,0,8.139,1.666,3.432,7.826,19.193,0.250
479,21.039,16.910,0,8.170,1.656,3.394,7.720,18.916,0.263
479,16.978,17.526,0,8.947,1.690,3.495,7.959,19.418,0.251
479,17.074,22.162,0,8.662,1.641,3.349,7.593,18.565,0.255
479,21.229,21.943,0,8.398,1.683,3.482,7.961,19.536,0.266
480,20.999,16.939,0,7.906,1.646,3.360,7.620,18.637,0.251
480,16.945,17.534,0,8.798,1.675,3.445,7.818,19.029,0.329
480,17.019,22.228,0,8.846,1.630,3.302,7.437,18.081,0.329
480,21.197,21.956,0,8.243,1.667,3.430,7.811,19.128,0.251
481,20.978,16.934,0,8.094,1.665,3.427,7.825,19.235,0.394
481,16.985,17.541,0,8.793,1.688,3.487,7.940,19.370,0.260
481,17.014,22.286,0,8.994,1.641,3.335,7.520,18.278,0.260
481,21.171,21.958,0,8.193,1.676,3.463,7.914,19.430,0.394
482,20.960,16.952,0,8.013,1.646,3.366,7.653,18.771,0.276
482,16.978,17.538,0,8.895,1.686,3.483,7.929,19.347,0.330
482,17.042,22.222,0,8.852,1.639,3.338,7.548,18.409,0.330
482,21.159,21.954,0,8.214,1.669,3.436,7.831,19.193,0.276
483,20.979,16.941,0,8.015,1.660,3.411,7.776,19.097,0.272
483,16.972,17.525,0,8.893,1.687,3.487,7.940,19.375,0.281
483,17.051,22.192,0,8.773,1.634,3.321,7.507,18.312,0.281
483,21.167,21.932,0,8.233,1.668,3.438,7.842,19.238,0.272
484,20.960,16.937,0,8.168,1.675,3.461,7.925,19.517,0.250
484,17.026,17.570,0,8.754,1.703,3.543,8.115,19.885,0.355
484,21.233,21.454,0,8.882,1.700,3.504,7.929,19.184,0.408
484,17.056,22.230,0,9.005,1.654,3.383,7.673,18.741,0.309
485,20.913,17.001,0,7.901,1.671,3.455,7.924,19.563,0.250
485,16.995,17.545,0,8.974,1.690,3.498,7.978,19.491,0.484
485,21.229,21.444,0,8.887,1.694,3.485,7.877,19.047,0.558
485,17.067,22.215,0,8.858,1.651,3.380,7.671,18.754,0.451
486,28.632,19.211,0,13.005,1.627,3.205,6.916,15.971,0.500
486,17.000,22.359,0,9.085,1.660,3.393,7.673,18.662,0.500
487,17.666,16.837,0,9.236,1.730,3.627,8.340,20.473,0.250
487,20.955,16.876,0,8.161,1.679,3.473,7.949,19.552,0.487
487,17.095,22.159,0,8.654,1.659,3.409,7.766,19.041,0.250
487,21.119,21.949,0,8.193,1.680,3.478,7.965,19.598,0.487
488,17.624,16.792,0,9.153,1.727,3.610,8.274,20.244,0.250
488,20.968,16.861,0,7.972,1.681,3.477,7.956,19.567,0.298
488,21.195,21.244,0,8.152,1.675,3.442,7.807,18.998,0.367
488,17.603,22.025,0,8.292,1.700,3.520,8.021,19.560,0.321
489,17.707,16.912,0,9.127,1.718,3.594,8.268,20.336,0.251
489,20.943,16.950,0,8.129,1.677,3.474,7.970,19.658,0.457
489,17.076,22.201,0,8.863,1.657,3.400,7.734,18.932,0.251
489,21.106,21.965,0,8.190,1.678,3.474,7.958,19.587,0.457
490,20.961,16.944,0,8.039,1.669,3.440,7.862,19.337,0.365
490,17.047,17.601,0,8.625,1.695,3.520,8.055,19.740,0.251
490,17.054,22.310,0,8.955,1.667,3.424,7.781,19.002,0.251
490,21.117,22.046,0,8.163,1.672,3.450,7.876,19.324,0.365
491,17.885,16.957,0,8.941,1.717,3.602,8.317,20.542,0.446
491,21.035,17.556,0,8.929,1.740,3.671,8.495,20.984,0.446
491,17.606,22.368,0,10.100,1.727,3.596,8.198,19.948,0.250
491,21.040,22.042,0,8.264,1.691,3.520,8.104,20.022,0.250
492,17.064,17.667,0,8.590,1.699,3.540,8.124,19.966,0.490
492,21.051,17.496,0,8.665,1.722,3.603,8.285,20.364,0.428
492,17.068,22.291,0,8.873,1.678,3.466,7.911,19.381,0.265
492,21.114,22.155,0,8.510,1.664,3.414,7.754,18.938,0.345
493,29.971,3.317,0,9.866,1.719,3.549,8.006,19.250,0.257
493,17.689,17.062,0,8.824,1.705,3.550,8.142,19.994,0.393
493,21.031,17.667,0,8.574,1.704,3.550,8.145,20.013,0.230
493,21.158,21.453,0,8.786,1.705,3.538,8.071,19.698,0.405
493,17.567,22.338,0,10.002,1.737,3.629,8.292,20.198,0.257
494,17.060,17.903,0,8.177,1.644,3.364,7.656,18.787,0.334
494,17.090,22.243,0,8.540,1.682,3.483,7.968,19.566,0.524
494,21.147,22.117,0,8.646,1.683,3.479,7.940,19.455,0.524
495,17.598,16.786,0,9.718,1.724,3.592,8.205,20.005,0.250
495,20.950,16.916,0,8.023,1.678,3.476,7.975,19.668,0.250
495,17.034,22.321,0,8.954,1.657,3.390,7.677,18.703,0.250
495,21.200,22.057,0,8.533,1.672,3.441,7.829,19.140,0.250
496,17.734,16.856,0,9.198,1.729,3.633,8.381,20.656,0.250
496,20.954,16.865,0,8.415,1.673,3.453,7.895,19.421,0.258
496,17.087,22.199,0,8.802,1.668,3.438,7.849,19.267,0.250
496,21.000,22.042,0,8.151,1.673,3.455,7.900,19.420,0.258
497,17.768,16.856,0,9.171,1.739,3.666,8.480,20.933,0.253
497,20.906,16.899,0,8.279,1.701,3.553,8.199,20.293,0.250
497,21.184,21.458,0,8.901,1.708,3.542,8.069,19.654,0.253
497,17.569,22.310,0,9.939,1.732,3.614,8.252,20.096,0.250
498,21.015,16.928,0,8.059,1.690,3.511,8.060,19.862,0.261
498,16.977,17.496,0,8.868,1.700,3.532,8.080,19.793,0.269
498,17.025,22.430,0,9.074,1.673,3.438,7.800,18.992,0.269
498,21.166,22.156,0,8.306,1.680,3.470,7.912,19.359,0.261
499,17.739,16.909,0,9.022,1.712,3.574,8.206,20.156,0.299
499,21.009,16.959,0,8.030,1.697,3.540,8.158,20.170,0.250
499,17.079,22.315,0,8.879,1.678,3.465,7.901,19.341,0.302
499,21.231,22.141,0,8.578,1.689,3.494,7.969,19.489,0.253
500,17.729,16.882,0,9.172,1.722,3.607,8.298,20.399,0.282
500,20.983,16.933,0,8.228,1.690,3.512,8.073,19.925,0.368
500,17.047,22.318,0,9.089,1.666,3.421,7.771,18.975,0.282
500,21.125,22.076,0,8.332,1.672,3.449,7.869,19.292,0.368
501,20.987,16.916,0,8.272,1.668,3.433,7.829,19.211,0.494
501,17.031,17.579,0,8.655,1.700,3.536,8.096,19.845,0.250
501,17.040,22.311,0,9.012,1.657,3.394,7.697,18.778,0.250
501,21.085,22.098,0,8.283,1.662,3.414,7.765,19.001,0.494
502,17.728,16.911,0,9.055,1.728,3.628,8.366,20.610,0.271
502,20.973,16.929,0,8.167,1.681,3.479,7.969,19.618,0.253
502,17.088,22.280,0,8.909,1.676,3.459,7.887,19.312,0.271
502,21.145,22.095,0,8.458,1.671,3.440,7.831,19.160,0.253
503,16.989,17.536,0,8.842,1.694,3.514,8.032,19.661,0.348
503,17.015,22.350,0,9.058,1.657,3.387,7.665,18.656,0.348
503,21.125,22.116,0,8.412,1.662,3.409,7.743,18.917,0.333
504,17.700,16.915,0,9.266,1.723,3.608,8.303,20.415,0.250
504,20.908,16.946,0,8.015,1.681,3.486,8.005,19.758,0.250
504,17.100,22.254,0,8.760,1.676,3.463,7.913,19.423,0.445
504,21.164,22.121,0,8.691,1.674,3.445,7.835,19.139,0.445
505,17.786,16.949,0,8.705,1.716,3.596,8.296,20.471,0.322
505,21.091,16.877,0,8.584,1.681,3.472,7.925,19.428,0.476
505,17.047,22.311,0,8.937,1.665,3.416,7.752,18.913,0.254
505,21.227,22.118,0,8.496,1.682,3.472,7.907,19.320,0.432
506,17.750,16.928,0,9.090,1.724,3.619,8.352,20.599,0.250
506,20.923,16.956,0,8.152,1.680,3.482,7.991,19.721,0.449
506,17.546,22.354,0,10.188,1.734,3.616,8.246,20.052,0.250
506,21.043,22.031,0,8.216,1.673,3.459,7.919,19.486,0.449
507,17.015,17.545,0,8.877,1.703,3.546,8.126,19.927,0.427
507,17.067,22.298,0,8.973,1.665,3.419,7.770,18.981,0.427
507,21.147,22.044,0,8.340,1.670,3.442,7.850,19.240,0.333
508,17.704,16.891,0,9.156,1.718,3.592,8.253,20.266,0.258
508,21.008,16.910,0,8.221,1.683,3.487,7.993,19.682,0.485
508,17.058,22.271,0,8.984,1.656,3.391,7.690,18.766,0.258
508,21.139,22.010,0,8.224,1.673,3.452,7.883,19.343,0.485
509,17.772,16.930,0,8.863,1.718,3.602,8.307,20.491,0.255
509,21.067,16.900,0,8.428,1.688,3.497,8.005,19.668,0.297
509,17.557,22.358,0,9.964,1.730,3.603,8.213,19.966,0.250
509,21.198,22.098,0,8.610,1.686,3.490,7.970,19.520,0.303
510,17.038,17.571,0,8.830,1.711,3.574,8.212,20.184,0.359
510,21.023,17.559,0,8.437,1.713,3.581,8.240,20.282,0.250
510,21.231,21.474,0,8.893,1.686,3.455,7.784,18.776,0.449
510,17.031,22.195,0,8.905,1.634,3.319,7.489,18.237,0.355
511,17.768,16.939,0,9.036,1.733,3.647,8.430,20.807,0.503
511,21.105,17.531,0,8.980,1.743,3.674,8.492,20.941,0.518
511,21.217,21.411,0,8.893,1.705,3.531,8.026,19.503,0.357
511,17.540,22.306,0,10.151,1.728,3.596,8.190,19.899,0.250
512,17.750,16.789,0,9.259,1.730,3.632,8.365,20.575,0.250
512,21.063,16.809,0,8.729,1.683,3.480,7.948,19.491,0.475
512,21.160,21.450,0,8.737,1.703,3.525,8.017,19.501,0.475
512,17.596,22.247,0,9.931,1.718,3.569,8.128,19.776,0.250
513,17.693,16.835,0,9.399,1.730,3.624,8.330,20.439,0.250
513,20.922,16.949,0,8.111,1.692,3.525,8.122,20.090,0.250
513,21.092,21.376,0,8.492,1.686,3.479,7.909,19.269,0.250
513,17.054,22.206,0,9.051,1.650,3.373,7.652,18.704,0.250
514,20.329,16.787,0,9.503,1.763,3.729,8.615,21.177,0.250
514,17.050,17.620,0,8.652,1.717,3.596,8.278,20.366,0.293
514,21.045,21.346,0,8.472,1.680,3.466,7.892,19.276,0.279
514,17.082,22.112,0,8.726,1.652,3.387,7.709,18.907,0.279
515,20.983,16.819,0,8.232,1.683,3.482,7.965,19.566,0.250
515,16.990,17.525,0,8.745,1.715,3.587,8.246,20.262,0.348
515,21.236,21.469,0,8.845,1.691,3.471,7.830,18.900,0.518
515,17.073,22.213,0,8.868,1.658,3.402,7.731,18.913,0.462
516,17.762,16.863,0,9.149,1.729,3.632,8.381,20.660,0.250
516,20.357,16.755,0,9.549,1.779,3.781,8.758,21.563,0.250
516,21.163,21.443,0,8.770,1.690,3.480,7.882,19.111,0.250
516,17.559,22.267,0,10.000,1.730,3.606,8.228,20.030,0.250
517,17.845,16.905,0,8.864,1.733,3.655,8.473,20.987,0.335
517,20.904,16.912,0,8.263,1.700,3.551,8.196,20.294,0.250
517,21.105,21.432,0,8.832,1.697,3.511,7.993,19.480,0.335
517,17.610,22.219,0,9.994,1.722,3.583,8.175,19.921,0.250
518,17.856,16.869,0,9.003,1.713,3.587,8.272,20.413,0.251
518,20.326,16.788,0,9.708,1.789,3.821,8.888,21.954,0.250
518,21.112,21.420,0,8.675,1.696,3.509,7.994,19.502,0.251
518,17.611,22.285,0,10.073,1.724,3.589,8.182,19.919,0.250
519,17.792,16.914,0,9.101,1.730,3.641,8.415,20.776,0.252
519,21.010,17.548,0,8.787,1.739,3.672,8.507,21.043,0.307
519,21.096,21.404,0,8.749,1.695,3.502,7.964,19.398,0.305
519,17.584,22.234,0,9.951,1.725,3.595,8.208,20.009,0.250
520,17.826,16.967,0,8.952,1.738,3.672,8.518,21.101,0.344
520,20.997,17.558,0,8.796,1.747,3.701,8.601,21.327,0.359
520,21.083,21.397,0,8.809,1.695,3.507,7.991,19.501,0.311
520,17.638,22.235,0,9.890,1.722,3.584,8.182,19.948,0.250
521,17.753,16.821,0,9.407,1.740,3.663,8.454,20.819,0.252
521,20.335,16.739,0,9.667,1.792,3.827,8.899,21.970,0.255
521,21.105,21.382,0,8.818,1.691,3.493,7.948,19.375,0.250
521,17.618,22.159,0,9.760,1.707,3.536,8.048,19.590,0.253
522,17.748,16.901,0,9.172,1.731,3.640,8.402,20.714,0.251
522,21.041,17.525,0,8.827,1.737,3.660,8.466,20.911,0.306
522,21.113,21.418,0,8.809,1.691,3.487,7.916,19.246,0.305
522,17.563,22.217,0,9.929,1.724,3.588,8.182,19.923,0.250
523,17.776,16.863,0,9.189,1.730,3.637,8.395,20.690,0.250
523,21.051,17.519,0,8.819,1.736,3.657,8.458,20.890,0.311
523,21.111,21.418,0,8.808,1.691,3.489,7.926,19.289,0.311
523,17.573,22.212,0,9.930,1.719,3.572,8.140,19.816,0.250
524,17.783,16.899,0,9.147,1.734,3.649,8.432,20.805,0.259
524,21.032,17.529,0,8.889,1.739,3.672,8.506,21.037,0.281
524,21.077,21.397,0,8.751,1.693,3.501,7.973,19.445,0.272
524,17.576,22.221,0,10.028,1.725,3.591,8.193,19.952,0.250
525,17.793,16.923,0,9.066,1.735,3.660,8.478,20.970,0.252
525,20.352,16.798,0,9.645,1.777,3.778,8.759,21.581,0.258
525,21.089,21.412,0,8.791,1.694,3.504,7.978,19.454,0.252
525,17.634,22.195,0,9.803,1.716,3.568,8.144,19.868,0.258
526,17.774,16.841,0,9.323,1.741,3.673,8.495,20.958,0.250
526,21.002,17.528,0,8.729,1.757,3.736,8.706,21.630,0.264
526,21.069,21.379,0,8.663,1.693,3.504,7.986,19.497,0.264
526,17.574,22.228,0,10.045,1.734,3.618,8.263,20.128,0.250
527,17.057,17.626,0,8.803,1.703,3.546,8.132,19.959,0.258
527,21.001,17.683,0,8.174,1.715,3.594,8.291,20.464,0.250
527,21.234,21.436,0,9.060,1.694,3.488,7.891,19.103,0.258
527,17.546,22.246,0,9.742,1.714,3.553,8.078,19.621,0.250
528,17.659,16.708,0,9.571,1.735,3.632,8.323,20.338,0.250
528,20.982,16.841,0,8.200,1.688,3.501,8.028,19.767,0.250
528,21.246,21.475,0,8.872,1.685,3.452,7.774,18.738,0.312
528,17.023,22.214,0,8.960,1.632,3.310,7.466,18.175,0.312
529,17.086,17.717,0,8.462,1.707,3.569,8.219,20.262,0.279
529,21.042,17.520,0,8.965,1.725,3.617,8.328,20.495,0.254
529,21.107,21.462,0,8.693,1.698,3.515,8.009,19.535,0.404
529,17.076,22.126,0,8.647,1.659,3.414,7.793,19.148,0.399
530,17.575,16.700,0,9.530,1.742,3.646,8.343,20.342,0.250
530,21.041,16.796,0,8.244,1.688,3.495,7.991,19.606,0.374
530,17.055,22.202,0,8.787,1.637,3.331,7.531,18.367,0.250
530,21.158,21.932,0,8.129,1.676,3.465,7.926,19.482,0.374
531,17.607,16.715,0,9.609,1.744,3.658,8.389,20.500,0.250
