Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
14,22.057,24.261,0,8.930,1.738,3.676,8.541,21.196,0.264
15,18.949,18.824,0,8.998,1.691,3.505,8.016,19.671,0.283
15,22.001,18.913,0,8.579,1.711,3.589,8.307,20.603,0.256
15,18.848,24.471,0,9.707,1.711,3.549,8.086,19.702,0.250
15,22.066,24.247,0,8.850,1.729,3.640,8.428,20.852,0.289
16,19.096,18.850,0,8.521,1.696,3.534,8.134,20.088,0.250
16,22.059,18.865,0,8.962,1.713,3.590,8.289,20.497,0.411
16,18.936,24.448,0,9.559,1.697,3.510,7.988,19.476,0.250
16,22.092,24.248,0,8.990,1.740,3.680,8.543,21.176,0.411
17,18.967,18.773,0,9.009,1.694,3.520,8.070,19.847,0.331
17,21.999,18.801,0,8.842,1.699,3.541,8.149,20.108,0.523
17,18.871,24.374,0,9.617,1.699,3.518,8.019,19.578,0.250
17,22.038,24.159,0,8.788,1.703,3.562,8.218,20.325,0.482
18,18.898,18.724,0,9.311,1.697,3.516,8.025,19.629,0.250
18,21.975,18.855,0,8.549,1.707,3.577,8.271,20.498,0.317
18,18.812,24.453,0,9.771,1.720,3.577,8.164,19.905,0.250
18,22.018,24.227,0,8.710,1.714,3.592,8.296,20.505,0.317
19,19.064,18.840,0,8.648,1.691,3.514,8.071,19.899,0.288
19,22.069,18.859,0,9.036,1.717,3.602,8.323,20.583,0.263
19,18.916,24.414,0,9.631,1.694,3.500,7.961,19.407,0.250
19,22.052,24.193,0,8.797,1.726,3.640,8.448,20.969,0.301
20,18.959,18.806,0,8.989,1.684,3.479,7.938,19.442,0.276
20,22.034,18.928,0,8.591,1.717,3.608,8.362,20.752,0.253
20,18.854,24.496,0,9.735,1.716,3.565,8.128,19.810,0.250
20,22.083,24.272,0,8.889,1.736,3.666,8.501,21.048,0.279
21,19.003,18.789,0,8.912,1.698,3.533,8.110,19.966,0.265
21,21.943,18.871,0,8.554,1.710,3.584,8.293,20.562,0.347
21,18.869,24.450,0,9.843,1.718,3.578,8.180,19.986,0.250
21,21.958,24.237,0,8.688,1.719,3.615,8.375,20.764,0.361
22,19.021,18.797,0,8.884,1.695,3.521,8.076,19.871,0.447
22,21.968,18.870,0,8.658,1.711,3.589,8.307,20.599,0.281
22,18.910,24.405,0,9.605,1.703,3.531,8.057,19.690,0.250
22,22.017,24.223,0,8.893,1.715,3.600,8.329,20.626,0.448
23,19.068,18.820,0,8.505,1.688,3.505,8.048,19.840,0.250
23,22.119,18.804,0,9.192,1.711,3.574,8.224,20.261,0.299
23,18.932,24.415,0,9.428,1.687,3.475,7.887,19.198,0.259
23,22.141,24.218,0,9.020,1.735,3.660,8.481,20.994,0.290
24,19.711,18.743,0,9.995,1.788,3.804,8.809,21.649,0.250
24,22.066,18.834,0,9.125,1.707,3.564,8.206,20.240,0.408
24,18.938,24.434,0,9.447,1.695,3.504,7.979,19.472,0.252
24,22.118,24.284,0,9.150,1.735,3.657,8.467,20.933,0.408
25,19.064,18.831,0,8.505,1.693,3.521,8.092,19.956,0.250
25,22.127,18.818,0,9.236,1.708,3.564,8.193,20.167,0.273
25,18.921,24.411,0,9.490,1.689,3.482,7.910,19.267,0.257
25,22.130,24.229,0,9.022,1.735,3.660,8.483,21.000,0.266
26,19.008,18.820,0,8.760,1.690,3.507,8.040,19.785,0.428
26,22.053,18.865,0,8.906,1.700,3.545,8.160,20.146,0.404
26,18.871,24.429,0,9.697,1.716,3.568,8.147,19.886,0.250
26,22.044,24.223,0,8.784,1.728,3.641,8.440,20.911,0.423
27,18.967,18.802,0,8.982,1.687,3.494,7.992,19.617,0.295
27,21.996,18.891,0,8.656,1.702,3.559,8.218,20.350,0.311
27,18.873,24.417,0,9.672,1.704,3.531,8.047,19.629,0.250
27,22.035,24.202,0,8.821,1.712,3.589,8.295,20.526,0.354
28,19.005,18.813,0,8.743,1.677,3.460,7.895,19.359,0.270
28,22.104,18.873,0,8.949,1.709,3.575,8.246,20.373,0.392
28,18.920,24.440,0,9.496,1.700,3.517,8.006,19.516,0.250
28,22.107,24.235,0,8.916,1.742,3.687,8.569,21.257,0.381
29,19.052,18.840,0,8.545,1.684,3.489,7.998,19.692,0.250
29,22.103,18.859,0,9.009,1.712,3.584,8.268,20.425,0.372
29,18.910,24.440,0,9.522,1.698,3.510,7.980,19.435,0.250
29,22.121,24.235,0,8.949,1.743,3.688,8.566,21.236,0.372
30,18.930,18.793,0,8.942,1.681,3.471,7.916,19.387,0.446
30,22.112,18.827,0,8.910,1.705,3.557,8.183,20.168,0.529
30,18.873,24.431,0,9.483,1.703,3.525,8.026,19.559,0.250
30,22.140,24.234,0,8.957,1.739,3.672,8.506,21.034,0.399
31,18.922,18.781,0,8.981,1.681,3.470,7.915,19.384,0.513
31,22.087,18.838,0,8.918,1.692,3.516,8.070,19.874,0.593
31,18.855,24.442,0,9.648,1.708,3.541,8.068,19.663,0.250
31,22.093,24.247,0,8.922,1.720,3.611,8.342,20.612,0.486
32,19.025,18.790,0,8.832,1.692,3.512,8.048,19.794,0.512
32,21.998,18.873,0,8.765,1.714,3.598,8.326,20.637,0.553
32,18.870,24.471,0,9.761,1.705,3.530,8.031,19.553,0.250
32,22.052,24.257,0,8.849,1.724,3.628,8.401,20.799,0.541
33,19.082,18.812,0,8.577,1.692,3.517,8.079,19.914,0.251
33,22.047,18.850,0,8.939,1.714,3.595,8.307,20.554,0.431
33,18.875,24.487,0,9.702,1.699,3.508,7.964,19.353,0.250
33,22.084,24.258,0,8.887,1.733,3.656,8.474,20.983,0.432
34,19.047,18.838,0,8.569,1.692,3.517,8.079,19.923,0.250
34,22.121,18.796,0,9.248,1.705,3.552,8.155,20.058,0.286
34,18.950,24.427,0,9.476,1.693,3.499,7.966,19.435,0.266
34,22.115,24.238,0,9.072,1.744,3.692,8.575,21.254,0.270
35,19.656,18.748,0,10.118,1.785,3.794,8.779,21.562,0.250
35,22.082,18.889,0,9.005,1.712,3.586,8.281,20.478,0.332
35,18.967,24.438,0,9.420,1.695,3.509,8.002,19.553,0.250
35,22.113,24.260,0,9.097,1.747,3.703,8.607,21.340,0.333
36,19.012,18.835,0,8.700,1.685,3.491,7.994,19.657,0.251
36,22.098,18.835,0,9.045,1.711,3.580,8.249,20.354,0.375
36,18.943,24.435,0,9.434,1.690,3.489,7.936,19.348,0.250
36,22.105,24.238,0,8.975,1.738,3.675,8.531,21.151,0.376
37,19.060,18.893,0,8.454,1.691,3.516,8.082,19.947,0.250
37,22.111,18.845,0,9.078,1.708,3.566,8.202,20.205,0.377
37,18.951,24.422,0,9.319,1.687,3.481,7.919,19.317,0.273
37,22.168,24.269,0,9.158,1.736,3.660,8.469,20.924,0.381
38,19.680,18.758,0,9.845,1.790,3.818,8.861,21.830,0.250
38,22.134,18.848,0,9.214,1.710,3.569,8.206,20.203,0.281
38,18.924,24.435,0,9.438,1.684,3.467,7.868,19.153,0.262
38,22.144,24.247,0,9.012,1.740,3.675,8.523,21.100,0.268
39,19.005,18.827,0,8.641,1.678,3.468,7.929,19.479,0.250
39,22.127,18.843,0,9.127,1.704,3.550,8.157,20.078,0.285
39,18.881,24.456,0,9.624,1.705,3.528,8.022,19.515,0.250
39,22.131,24.253,0,8.975,1.741,3.678,8.531,21.120,0.285
40,18.965,18.804,0,8.839,1.684,3.481,7.948,19.486,0.311
40,22.118,18.841,0,8.999,1.713,3.583,8.257,20.374,0.469
40,18.867,24.455,0,9.594,1.692,3.485,7.898,19.178,0.250
40,22.167,24.228,0,8.972,1.736,3.661,8.481,20.975,0.447
41,19.016,18.842,0,8.727,1.684,3.490,7.995,19.677,0.250
41,22.087,18.829,0,9.080,1.700,3.543,8.146,20.077,0.310
41,18.945,24.421,0,9.452,1.693,3.495,7.948,19.370,0.252
41,22.154,24.252,0,9.188,1.740,3.673,8.511,21.047,0.311
42,18.948,18.821,0,9.009,1.697,3.528,8.089,19.885,0.253
42,21.974,18.895,0,8.613,1.703,3.563,8.228,20.377,0.365
42,18.869,24.436,0,9.703,1.705,3.532,8.041,19.595,0.250
42,22.034,24.190,0,8.723,1.721,3.622,8.392,20.805,0.368
43,18.910,18.777,0,9.109,1.689,3.497,7.990,19.583,0.316
43,22.050,18.815,0,8.875,1.694,3.525,8.096,19.951,0.393
43,18.863,24.416,0,9.526,1.704,3.532,8.052,19.649,0.250
43,22.106,24.233,0,8.963,1.717,3.600,8.306,20.500,0.428
44,19.067,18.893,0,8.447,1.685,3.499,8.038,19.838,0.250
44,22.099,18.857,0,9.023,1.703,3.552,8.168,20.132,0.337
44,18.921,24.457,0,9.589,1.693,3.493,7.930,19.292,0.250
44,22.146,24.242,0,9.053,1.745,3.694,8.575,21.241,0.337
45,18.878,18.708,0,9.376,1.714,3.574,8.198,20.115,0.283
45,21.962,18.802,0,8.724,1.704,3.562,8.216,20.311,0.441
45,18.829,24.318,0,9.575,1.707,3.545,8.099,19.804,0.283
45,22.013,24.120,0,8.651,1.702,3.559,8.213,20.319,0.441
46,18.882,18.602,0,9.482,1.729,3.624,8.335,20.480,0.253
46,21.943,18.777,0,8.469,1.724,3.630,8.417,20.875,0.263
46,18.797,24.380,0,9.777,1.713,3.557,8.112,19.782,0.253
46,22.032,24.145,0,8.706,1.707,3.573,8.246,20.385,0.263
47,12.090,18.080,0,9.339,1.713,3.552,8.079,19.629,0.488
47,22.095,18.660,0,9.331,1.700,3.522,8.026,19.583,0.488
47,18.975,24.479,0,8.898,1.671,3.423,7.746,18.823,0.338
47,22.067,24.181,0,8.858,1.705,3.562,8.209,20.266,0.338
48,18.833,18.755,0,9.197,1.692,3.501,7.985,19.523,0.250
48,22.058,18.830,0,8.764,1.689,3.506,8.042,19.801,0.301
48,18.770,24.384,0,9.741,1.706,3.535,8.046,19.589,0.250
48,22.060,24.132,0,8.610,1.714,3.596,8.313,20.568,0.301
49,18.927,18.757,0,9.096,1.692,3.507,8.017,19.657,0.281
49,22.037,18.828,0,8.901,1.706,3.565,8.214,20.282,0.289
49,18.840,24.339,0,9.606,1.693,3.498,7.957,19.396,0.250
49,22.050,24.115,0,8.640,1.712,3.595,8.322,20.626,0.258
50,19.015,18.791,0,8.849,1.690,3.507,8.039,19.781,0.439
50,22.010,18.837,0,8.954,1.703,3.557,8.199,20.257,0.384
50,18.866,24.358,0,9.591,1.696,3.508,7.989,19.497,0.250
50,22.009,24.161,0,8.690,1.701,3.557,8.211,20.316,0.320
51,18.873,18.729,0,9.210,1.706,3.547,8.116,19.883,0.250
51,22.024,18.821,0,8.731,1.699,3.544,8.159,20.140,0.460
51,18.820,24.361,0,9.601,1.700,3.520,8.017,19.549,0.250
51,22.043,24.138,0,8.675,1.704,3.563,8.225,20.345,0.460
52,18.859,18.700,0,9.410,1.713,3.572,8.189,20.079,0.310
52,21.977,18.792,0,8.696,1.699,3.543,8.156,20.134,0.497
52,18.839,24.332,0,9.578,1.707,3.548,8.110,19.843,0.310
52,22.012,24.140,0,8.711,1.698,3.546,8.172,20.197,0.497
53,18.775,18.655,0,9.603,1.718,3.575,8.164,19.926,0.275
53,21.999,18.810,0,8.558,1.695,3.529,8.116,20.018,0.465
53,18.724,24.414,0,9.817,1.712,3.551,8.085,19.675,0.275
53,22.064,24.162,0,8.608,1.702,3.553,8.181,20.189,0.465
54,18.807,18.699,0,9.412,1.717,3.582,8.211,20.126,0.250
54,21.978,18.774,0,8.675,1.690,3.507,8.039,19.779,0.422
54,18.753,24.368,0,9.789,1.719,3.578,8.171,19.943,0.250
54,22.030,24.137,0,8.590,1.693,3.524,8.102,19.978,0.422
55,18.857,18.742,0,9.271,1.700,3.527,8.060,19.734,0.250
55,22.001,18.824,0,8.662,1.693,3.521,8.092,19.956,0.469
55,18.789,24.395,0,9.753,1.710,3.545,8.076,19.674,0.250
55,22.046,24.167,0,8.700,1.703,3.555,8.189,20.216,0.469
56,18.933,18.780,0,9.054,1.682,3.475,7.928,19.420,0.467
56,22.056,18.823,0,9.034,1.696,3.528,8.106,19.976,0.465
56,18.923,24.326,0,9.332,1.673,3.436,7.797,19.005,0.257
56,22.045,24.086,0,8.686,1.712,3.597,8.333,20.677,0.251
57,18.830,18.731,0,9.240,1.708,3.554,8.136,19.937,0.250
57,22.034,18.781,0,8.765,1.686,3.493,7.993,19.638,0.472
57,18.765,24.377,0,9.705,1.716,3.570,8.154,19.906,0.250
57,22.077,24.193,0,8.766,1.700,3.541,8.136,20.035,0.472
58,18.867,18.782,0,9.159,1.701,3.533,8.082,19.806,0.250
58,22.036,18.839,0,8.786,1.698,3.534,8.122,20.018,0.345
58,18.817,24.391,0,9.593,1.693,3.494,7.935,19.307,0.250
58,22.074,24.147,0,8.654,1.709,3.580,8.269,20.458,0.344
59,18.882,18.852,0,9.053,1.697,3.525,8.075,19.837,0.268
59,22.030,18.883,0,8.692,1.701,3.548,8.172,20.181,0.306
59,18.847,24.380,0,9.610,1.704,3.536,8.065,19.689,0.250
59,22.082,24.173,0,8.847,1.723,3.626,8.394,20.782,0.324
60,18.781,18.734,0,9.208,1.707,3.549,8.113,19.850,0.276
60,22.118,18.751,0,8.934,1.681,3.467,7.896,19.306,0.298
60,18.818,24.374,0,9.428,1.712,3.559,8.132,19.874,0.272
60,22.098,24.203,0,8.778,1.709,3.569,8.213,20.238,0.294
61,0.728,10.991,0,3.877,1.472,2.997,6.930,17.465,0.200
61,18.978,18.782,0,8.683,1.691,3.512,8.056,19.824,0.397
61,22.015,18.857,0,8.738,1.706,3.571,8.247,20.406,0.365
61,18.730,24.296,0,9.204,1.704,3.530,8.042,19.615,0.200
61,22.130,24.062,0,8.524,1.700,3.549,8.172,20.157,0.272
62,18.918,18.732,0,9.102,1.701,3.536,8.101,19.885,0.402
62,22.039,18.734,0,9.001,1.700,3.539,8.122,19.979,0.434
62,18.837,24.339,0,9.609,1.698,3.512,7.997,19.502,0.250
62,22.076,24.140,0,8.806,1.710,3.579,8.256,20.396,0.287
63,12.074,6.118,0,8.299,1.681,3.482,7.974,19.609,0.202
63,18.930,18.509,0,9.325,1.692,3.496,7.955,19.411,0.236
63,22.151,18.927,0,8.534,1.744,3.705,8.650,21.562,0.401
63,18.927,24.487,0,9.497,1.674,3.428,7.741,18.760,0.236
63,22.075,24.171,0,8.532,1.743,3.703,8.647,21.555,0.401
64,9.507,13.354,0,10.725,1.702,3.479,7.764,18.462,0.200
64,18.972,18.762,0,8.918,1.665,3.421,7.790,19.085,0.261
64,22.064,18.768,0,9.149,1.693,3.514,8.051,19.790,0.244
64,18.915,24.328,0,9.391,1.678,3.451,7.830,19.073,0.209
64,22.093,24.141,0,8.958,1.710,3.580,8.264,20.427,0.278
65,18.888,18.755,0,9.125,1.682,3.472,7.912,19.352,0.434
65,22.120,18.756,0,9.204,1.697,3.526,8.077,19.832,0.491
65,18.919,24.319,0,9.343,1.684,3.472,7.899,19.280,0.356
65,22.100,24.125,0,8.873,1.725,3.631,8.413,20.844,0.254
66,18.896,18.874,0,8.813,1.676,3.446,7.828,19.100,0.259
66,22.046,19.014,0,8.164,1.727,3.647,8.485,21.120,0.250
66,18.875,24.403,0,9.305,1.677,3.436,7.765,18.830,0.250
66,22.222,24.145,0,8.921,1.741,3.679,8.536,21.140,0.259
67,18.844,18.721,0,9.197,1.710,3.559,8.143,19.931,0.250
67,22.050,18.826,0,8.694,1.711,3.584,8.271,20.440,0.410
67,18.734,24.404,0,9.620,1.709,3.538,8.039,19.530,0.250
67,22.180,24.164,0,8.785,1.721,3.611,8.333,20.562,0.410
68,18.826,18.761,0,9.090,1.703,3.540,8.102,19.859,0.281
68,22.095,18.802,0,8.884,1.696,3.524,8.078,19.852,0.390
68,18.724,24.422,0,9.820,1.713,3.549,8.070,19.610,0.250
68,22.146,24.173,0,8.773,1.714,3.587,8.265,20.377,0.362
69,18.808,18.625,0,9.462,1.719,3.582,8.189,20.004,0.405
69,22.053,18.724,0,8.787,1.710,3.571,8.212,20.218,0.483
69,18.793,24.357,0,9.546,1.704,3.532,8.048,19.629,0.405
69,22.112,24.166,0,8.821,1.704,3.556,8.182,20.164,0.483
70,18.739,18.662,0,9.631,1.711,3.546,8.070,19.633,0.272
70,22.076,18.819,0,8.677,1.696,3.528,8.100,19.944,0.284
70,18.810,24.345,0,9.415,1.694,3.500,7.961,19.398,0.272
70,22.059,24.098,0,8.486,1.710,3.584,8.283,20.504,0.284
71,18.786,18.669,0,9.330,1.710,3.553,8.109,19.797,0.251
71,22.076,18.780,0,8.735,1.693,3.517,8.063,19.825,0.416
71,18.751,24.388,0,9.670,1.706,3.535,8.043,19.573,0.251
71,22.106,24.140,0,8.671,1.711,3.581,8.260,20.397,0.416
72,18.912,18.743,0,9.014,1.692,3.504,8.000,19.587,0.446
72,22.077,18.779,0,8.895,1.710,3.574,8.225,20.272,0.548
72,18.897,24.336,0,9.325,1.680,3.458,7.853,19.137,0.252
72,22.144,24.140,0,8.942,1.723,3.621,8.374,20.704,0.547
73,18.739,18.558,0,9.388,1.736,3.630,8.315,20.328,0.251
73,22.185,18.763,0,8.702,1.714,3.580,8.227,20.228,0.251
73,18.954,24.320,0,9.078,1.678,3.456,7.858,19.182,0.288
73,22.150,24.164,0,9.048,1.731,3.647,8.444,20.888,0.289
74,18.890,18.825,0,8.335,1.699,3.535,8.113,19.961,0.253
74,22.166,18.763,0,9.066,1.692,3.498,7.975,19.490,0.317
74,18.803,24.335,0,9.227,1.688,3.477,7.889,19.188,0.317
74,22.156,24.106,0,8.623,1.717,3.602,8.319,20.556,0.253
75,18.867,18.720,0,8.968,1.694,3.512,8.022,19.644,0.279
75,22.049,18.731,0,8.680,1.689,3.503,8.021,19.704,0.329
75,18.806,24.422,0,9.184,1.706,3.537,8.057,19.633,0.273
75,22.179,24.214,0,8.680,1.737,3.658,8.455,20.861,0.326
76,18.767,18.637,0,9.329,1.703,3.522,8.002,19.455,0.286
76,22.146,18.769,0,8.921,1.687,3.491,7.969,19.517,0.250
76,18.749,24.390,0,9.526,1.703,3.519,7.986,19.391,0.286
76,22.061,24.109,0,8.208,1.705,3.570,8.247,20.412,0.250
77,18.828,18.690,0,9.161,1.696,3.507,7.982,19.462,0.290
77,22.142,18.796,0,8.972,1.706,3.556,8.169,20.094,0.287
77,18.782,24.370,0,9.453,1.687,3.470,7.853,19.048,0.253
77,22.134,24.106,0,8.524,1.715,3.599,8.318,20.573,0.250
78,18.909,18.824,0,8.886,1.692,3.512,8.048,19.785,0.401
78,22.093,18.785,0,9.099,1.694,3.515,8.046,19.754,0.278
78,18.815,24.315,0,9.488,1.683,3.463,7.853,19.106,0.250
78,22.142,24.099,0,8.793,1.711,3.584,8.268,20.424,0.377
79,18.863,18.705,0,9.155,1.706,3.546,8.111,19.860,0.294
79,22.063,18.742,0,8.969,1.698,3.531,8.093,19.882,0.295
79,18.772,24.386,0,9.622,1.704,3.525,8.014,19.495,0.250
79,22.095,24.149,0,8.649,1.709,3.575,8.245,20.360,0.251
80,18.907,18.790,0,8.887,1.707,3.558,8.169,20.090,0.437
80,22.054,18.798,0,8.945,1.688,3.498,8.005,19.657,0.428
80,18.813,24.385,0,9.594,1.700,3.515,7.992,19.455,0.250
80,22.072,24.150,0,8.633,1.702,3.554,8.190,20.228,0.262
81,18.925,18.650,0,9.149,1.681,3.460,7.855,19.140,0.388
81,22.132,18.763,0,9.186,1.708,3.563,8.189,20.153,0.388
81,18.863,24.296,0,9.477,1.672,3.426,7.753,18.844,0.253
81,22.057,24.081,0,8.541,1.708,3.583,8.294,20.573,0.250
82,18.901,18.719,0,8.766,1.700,3.537,8.106,19.904,0.323
82,22.131,18.697,0,9.115,1.700,3.527,8.063,19.747,0.251
82,18.820,24.278,0,9.447,1.682,3.462,7.857,19.129,0.251
82,22.112,24.046,0,8.617,1.711,3.588,8.291,20.514,0.322
83,18.889,18.842,0,8.539,1.733,3.660,8.496,21.066,0.329
83,22.150,18.659,0,9.386,1.696,3.506,7.974,19.428,0.255
83,18.712,24.317,0,9.656,1.718,3.574,8.158,19.905,0.255
83,22.115,24.138,0,8.602,1.694,3.522,8.079,19.866,0.329
84,18.790,18.607,0,9.541,1.718,3.571,8.146,19.852,0.255
84,22.137,18.703,0,9.194,1.712,3.573,8.200,20.131,0.323
84,18.834,24.263,0,9.285,1.676,3.444,7.812,19.023,0.326
84,22.121,24.078,0,8.750,1.705,3.563,8.216,20.296,0.250
85,18.809,18.726,0,9.210,1.727,3.618,8.321,20.440,0.279
85,22.067,18.712,0,9.021,1.699,3.524,8.057,19.739,0.277
85,18.762,24.304,0,9.499,1.699,3.513,7.997,19.493,0.252
85,22.089,24.090,0,8.534,1.693,3.524,8.099,19.967,0.250
86,18.780,18.681,0,9.344,1.715,3.568,8.153,19.917,0.455
86,22.072,18.786,0,8.734,1.702,3.545,8.141,20.034,0.350
86,18.782,24.318,0,9.349,1.696,3.505,7.973,19.430,0.455
86,22.122,24.088,0,8.599,1.703,3.555,8.189,20.210,0.350
87,18.825,18.701,0,9.234,1.720,3.595,8.253,20.256,0.344
87,22.072,18.704,0,9.118,1.696,3.516,8.037,19.693,0.343
87,18.772,24.312,0,9.579,1.698,3.513,7.997,19.501,0.250
87,22.090,24.102,0,8.712,1.698,3.540,8.144,20.085,0.250
88,18.840,18.820,0,8.836,1.700,3.541,8.130,20.005,0.480
88,22.127,18.769,0,9.071,1.687,3.487,7.955,19.466,0.267
88,18.737,24.300,0,9.618,1.713,3.561,8.131,19.850,0.250
88,22.138,24.129,0,8.790,1.709,3.569,8.208,20.209,0.469
89,18.739,18.662,0,9.358,1.725,3.604,8.256,20.194,0.269
89,22.101,18.725,0,8.920,1.697,3.521,8.052,19.730,0.263
89,18.708,24.301,0,9.580,1.711,3.553,8.106,19.773,0.269
89,22.118,24.107,0,8.676,1.700,3.541,8.137,20.034,0.263
90,17.967,17.676,0,8.157,1.676,3.436,7.772,18.866,0.403
90,22.051,18.571,0,7.966,1.700,3.529,8.063,19.718,0.418
90,18.623,24.375,0,9.018,1.709,3.532,8.008,19.401,0.250
90,21.995,24.029,0,8.042,1.672,3.454,7.903,19.443,0.518
91,18.835,18.661,0,9.181,1.717,3.581,8.207,20.112,0.493
91,22.084,18.688,0,9.112,1.700,3.531,8.076,19.786,0.449
91,18.805,24.287,0,9.324,1.696,3.509,7.999,19.534,0.345
91,22.041,24.103,0,8.419,1.703,3.559,8.207,20.285,0.250
92,18.729,18.680,0,9.631,1.731,3.621,8.299,20.302,0.255
92,22.042,18.737,0,8.841,1.692,3.508,8.025,19.692,0.251
92,18.783,24.255,0,9.376,1.693,3.499,7.968,19.448,0.255
92,22.072,24.038,0,8.491,1.695,3.535,8.141,20.116,0.251
93,19.584,10.696,0,11.619,1.883,4.121,9.720,24.157,0.333
93,18.657,24.329,0,9.316,1.728,3.606,8.241,20.101,0.333
93,22.228,24.180,0,8.544,1.719,3.596,8.265,20.307,0.333
94,3.720,8.548,0,12.767,1.796,3.814,8.782,21.423,0.250
94,18.554,18.581,0,10.012,1.760,3.705,8.503,20.761,0.250
94,22.070,18.709,0,8.684,1.686,3.482,7.932,19.385,0.250
94,18.745,24.204,0,9.439,1.699,3.519,8.022,19.584,0.250
95,18.642,18.553,0,9.969,1.771,3.747,8.638,21.164,0.250
95,21.990,18.677,0,8.698,1.700,3.532,8.087,19.838,0.294
95,22.146,23.477,0,8.884,1.711,3.549,8.082,19.674,0.294
95,18.707,24.217,0,9.551,1.708,3.548,8.102,19.795,0.250
96,18.715,18.593,0,9.469,1.757,3.708,8.547,20.974,0.268
