Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
63,18.909,17.813,0,11.228,1.834,3.985,9.399,23.467,0.346
63,21.010,20.363,0,11.475,1.850,4.048,9.596,24.055,0.346
63,19.025,20.954,0,10.034,1.794,3.871,9.124,22.852,0.333
64,18.875,17.788,0,11.303,1.837,3.992,9.412,23.482,0.500
64,20.925,21.039,0,9.961,1.768,3.784,8.870,22.155,0.500
65,18.859,17.783,0,11.386,1.847,4.025,9.507,23.744,0.500
65,18.961,21.018,0,10.395,1.797,3.870,9.092,22.683,0.500
66,18.811,17.763,0,11.539,1.842,4.003,9.427,23.479,0.500
66,18.915,21.069,0,10.702,1.793,3.850,9.012,22.407,0.500
67,21.015,20.355,0,11.314,1.840,4.013,9.493,23.764,0.500
67,19.011,20.938,0,9.972,1.790,3.856,9.075,22.709,0.500
68,18.931,17.889,0,10.771,1.822,3.955,9.334,23.349,0.500
68,21.007,21.092,0,10.419,1.782,3.819,8.943,22.270,0.500
69,18.918,17.800,0,11.146,1.827,3.969,9.361,23.390,0.500
69,19.031,21.032,0,10.281,1.792,3.865,9.103,22.785,0.500
70,21.016,17.784,0,10.760,1.806,3.899,9.169,22.891,0.500
70,20.963,21.075,0,10.280,1.786,3.841,9.031,22.581,0.500
71,21.052,17.741,0,10.757,1.818,3.943,9.303,23.280,0.515
71,21.057,21.124,0,10.547,1.773,3.781,8.813,21.859,0.515
72,21.299,17.051,0,10.000,1.768,3.743,8.638,21.182,0.333
72,19.068,17.884,0,9.605,1.796,3.884,9.180,23.066,0.333
72,21.325,21.216,0,11.594,1.820,3.924,9.181,22.750,0.333
73,21.154,17.077,0,9.603,1.756,3.713,8.585,21.135,0.333
73,18.999,17.850,0,10.252,1.816,3.944,9.334,23.432,0.333
73,21.192,21.162,0,11.048,1.779,3.786,8.787,21.670,0.333
74,21.306,16.952,0,10.258,1.775,3.763,8.684,21.281,0.334
74,19.040,17.798,0,9.636,1.792,3.864,9.103,22.803,0.334
74,21.983,21.177,0,9.937,1.732,3.644,8.424,20.817,0.335
75,21.255,16.997,0,10.048,1.775,3.767,8.712,21.406,0.475
75,19.008,17.794,0,9.946,1.789,3.849,9.052,22.636,0.475
75,21.915,21.158,0,9.581,1.731,3.644,8.439,20.896,0.333
76,21.968,17.629,0,10.057,1.796,3.874,9.134,22.904,0.334
76,18.952,20.366,0,10.520,1.832,3.997,9.485,23.840,0.333
76,21.974,21.166,0,9.791,1.735,3.663,8.498,21.072,0.334
77,19.065,17.854,0,9.539,1.782,3.825,8.988,22.477,0.500
77,21.991,21.216,0,10.196,1.746,3.690,8.557,21.179,0.500
78,18.970,17.864,0,10.005,1.793,3.864,9.092,22.744,0.500
78,21.306,21.219,0,11.550,1.817,3.915,9.160,22.700,0.500
79,21.230,16.976,0,10.049,1.780,3.786,8.768,21.560,0.400
79,19.029,17.771,0,9.839,1.791,3.854,9.060,22.638,0.411
79,21.946,21.213,0,9.881,1.738,3.663,8.476,20.950,0.420
80,21.155,17.708,0,11.385,1.839,4.005,9.461,23.657,0.500
80,21.097,21.124,0,10.963,1.783,3.813,8.899,22.077,0.500
81,21.251,17.037,0,9.994,1.767,3.738,8.616,21.106,0.500
81,21.284,21.220,0,11.621,1.825,3.940,9.225,22.868,0.500
82,21.209,17.651,0,11.651,1.853,4.046,9.562,23.881,0.563
82,21.207,21.241,0,11.527,1.809,3.885,9.058,22.380,0.563
83,21.188,17.673,0,11.363,1.848,4.029,9.521,23.790,0.558
83,21.193,21.194,0,11.258,1.797,3.850,8.975,22.202,0.558
84,21.230,17.684,0,11.708,1.851,4.035,9.516,23.716,0.795
84,21.250,21.213,0,11.682,1.823,3.935,9.217,22.855,0.795
85,21.163,17.757,0,11.327,1.833,3.980,9.375,23.367,0.367
85,19.012,18.643,0,11.117,1.848,4.042,9.587,24.047,0.364
85,21.235,21.196,0,11.629,1.815,3.910,9.145,22.661,0.336
86,21.289,17.682,0,11.755,1.863,4.070,9.604,23.920,0.500
86,21.967,21.218,0,10.203,1.748,3.700,8.587,21.260,0.500
87,21.312,17.691,0,11.728,1.858,4.054,9.560,23.803,0.333
87,19.025,18.648,0,10.403,1.834,3.997,9.467,23.743,0.333
87,21.937,21.206,0,10.001,1.752,3.716,8.645,21.458,0.333
88,21.985,21.237,0,10.358,1.750,3.703,8.590,21.256,1.000
89,21.297,17.670,0,11.830,1.858,4.053,9.556,23.788,0.849
89,21.300,21.234,0,11.858,1.834,3.974,9.332,23.184,0.849
90,21.318,17.693,0,11.820,1.860,4.057,9.559,23.776,0.500
90,21.956,21.188,0,10.151,1.760,3.745,8.733,21.705,0.500
91,19.004,17.912,0,10.051,1.792,3.861,9.095,22.783,0.500
91,21.307,21.205,0,11.698,1.816,3.914,9.160,22.713,0.500
92,21.162,17.749,0,11.311,1.830,3.970,9.349,23.307,0.716
92,21.165,21.163,0,11.299,1.795,3.841,8.951,22.135,0.716
93,21.269,17.652,0,11.561,1.859,4.063,9.602,23.968,0.555
93,21.324,21.252,0,11.744,1.831,3.961,9.291,23.061,0.555
94,21.271,17.650,0,11.708,1.864,4.077,9.639,24.059,0.577
94,21.268,21.224,0,11.569,1.825,3.942,9.238,22.917,0.577
95,21.270,17.659,0,11.689,1.858,4.057,9.582,23.903,0.588
95,21.332,21.239,0,11.844,1.829,3.954,9.272,23.007,0.588
96,21.289,17.654,0,11.762,1.873,4.106,9.720,24.270,0.344
96,19.745,17.752,0,11.501,1.870,4.100,9.711,24.274,0.344
96,21.970,21.194,0,10.123,1.743,3.682,8.541,21.150,0.333
97,21.310,17.630,0,11.765,1.867,4.085,9.656,24.092,0.500
97,21.926,21.238,0,9.927,1.741,3.678,8.531,21.134,0.500
98,21.281,17.672,0,11.718,1.861,4.068,9.614,23.991,0.359
98,19.001,18.624,0,10.607,1.838,4.012,9.513,23.873,0.333
98,21.336,21.253,0,11.919,1.832,3.963,9.293,23.053,0.359
99,21.227,17.749,0,11.506,1.843,4.004,9.423,23.444,0.500
99,21.282,21.223,0,11.895,1.832,3.966,9.304,23.093,0.500
100,21.998,21.269,0,10.217,1.739,3.665,8.472,20.911,1.000
101,21.273,17.669,0,11.564,1.845,4.013,9.447,23.514,0.502
101,21.316,21.274,0,11.890,1.831,3.959,9.281,23.026,0.502
102,21.297,17.634,0,11.752,1.872,4.103,9.708,24.231,0.500
102,21.970,21.242,0,10.221,1.741,3.674,8.513,21.057,0.500
103,21.284,17.628,0,11.771,1.868,4.092,9.685,24.195,0.500
103,21.901,21.209,0,9.767,1.737,3.665,8.497,21.046,0.500
104,21.223,17.715,0,11.608,1.843,4.005,9.427,23.460,0.506
104,21.281,21.223,0,11.899,1.825,3.941,9.233,22.898,0.506
105,21.257,17.686,0,11.617,1.851,4.031,9.505,23.685,0.855
105,21.265,21.237,0,11.647,1.828,3.954,9.275,23.026,0.855
106,21.209,17.707,0,11.498,1.851,4.036,9.526,23.764,0.503
106,21.270,21.237,0,11.797,1.823,3.933,9.205,22.807,0.503
107,21.318,17.632,0,11.904,1.866,4.082,9.642,24.039,0.333
107,19.018,18.624,0,10.369,1.839,4.019,9.537,23.955,0.333
107,21.925,21.237,0,10.033,1.745,3.691,8.569,21.237,0.333
108,21.234,17.751,0,11.511,1.840,3.996,9.399,23.379,0.335
108,19.067,18.655,0,10.604,1.841,4.025,9.550,23.980,0.333
108,21.289,21.214,0,11.829,1.833,3.971,9.325,23.173,0.335
109,21.205,17.717,0,11.523,1.839,3.991,9.386,23.344,0.500
109,21.307,21.267,0,12.060,1.833,3.966,9.299,23.066,0.500
110,21.203,17.726,0,11.452,1.838,3.992,9.394,23.386,0.333
110,19.044,18.651,0,10.748,1.851,4.058,9.645,24.239,0.333
110,21.265,21.244,0,11.853,1.824,3.936,9.216,22.842,0.333
111,21.189,17.760,0,11.210,1.821,3.938,9.249,23.011,0.500
111,21.238,21.232,0,11.686,1.822,3.934,9.223,22.898,0.500
112,21.266,17.684,0,11.676,1.851,4.029,9.485,23.591,0.500
112,21.332,21.289,0,12.149,1.842,3.994,9.369,23.231,0.500
113,21.225,17.718,0,11.363,1.851,4.033,9.512,23.708,0.333
113,19.018,18.607,0,10.557,1.830,3.982,9.417,23.589,0.333
113,21.924,21.280,0,10.159,1.743,3.678,8.514,21.034,0.333
114,21.193,17.753,0,11.306,1.819,3.926,9.203,22.851,0.338
114,18.986,18.656,0,11.037,1.849,4.044,9.590,24.051,0.338
114,21.240,21.252,0,11.683,1.820,3.923,9.180,22.748,0.334
115,21.242,17.693,0,11.506,1.834,3.974,9.331,23.181,0.333
115,19.042,20.373,0,10.680,1.853,4.073,9.710,24.479,0.333
115,21.315,21.292,0,11.965,1.839,3.987,9.363,23.251,0.333
116,21.204,17.726,0,11.456,1.838,3.990,9.386,23.353,0.502
116,21.257,21.246,0,11.779,1.827,3.946,9.246,22.927,0.502
117,21.248,17.731,0,11.371,1.835,3.979,9.353,23.259,0.500
117,21.289,21.274,0,11.967,1.839,3.987,9.365,23.262,0.500
118,21.210,17.699,0,11.358,1.839,3.997,9.422,23.493,0.647
118,21.240,21.237,0,11.482,1.813,3.903,9.123,22.593,0.647
119,21.209,17.646,0,11.295,1.844,4.017,9.483,23.677,0.622
119,21.239,21.272,0,11.409,1.811,3.894,9.098,22.530,0.622
120,21.168,17.766,0,11.138,1.818,3.927,9.216,22.916,0.402
120,18.945,18.644,0,11.247,1.858,4.074,9.672,24.265,0.416
120,21.209,21.220,0,11.422,1.816,3.914,9.161,22.716,0.360
121,21.214,17.741,0,11.436,1.837,3.985,9.366,23.283,0.333
121,19.072,18.640,0,10.554,1.841,4.023,9.543,23.960,0.333
121,21.304,21.260,0,12.001,1.836,3.977,9.335,23.175,0.333
122,21.237,17.772,0,11.256,1.829,3.957,9.287,23.068,0.333
122,18.996,18.683,0,10.767,1.840,4.018,9.519,23.862,0.333
122,21.327,21.248,0,11.920,1.838,3.987,9.371,23.302,0.333
123,21.199,17.784,0,11.134,1.822,3.935,9.222,22.888,0.336
123,19.011,18.677,0,10.837,1.840,4.016,9.509,23.825,0.336
123,21.268,21.260,0,11.838,1.831,3.963,9.301,23.095,0.333
124,21.232,17.721,0,11.431,1.837,3.986,9.380,23.347,0.505
124,21.259,21.231,0,11.735,1.825,3.944,9.242,22.931,0.505
125,21.244,17.741,0,11.438,1.832,3.963,9.297,23.073,0.333
125,19.077,18.679,0,10.386,1.834,4.000,9.479,23.785,0.333
125,21.301,21.293,0,12.137,1.846,4.009,9.424,23.411,0.333
126,21.279,17.682,0,11.669,1.854,4.040,9.523,23.708,0.500
126,21.902,21.198,0,9.847,1.753,3.720,8.660,21.505,0.500
127,21.254,17.698,0,11.449,1.842,4.002,9.420,23.447,0.335
127,18.954,18.633,0,10.913,1.843,4.024,9.532,23.886,0.333
127,21.321,21.259,0,11.768,1.828,3.951,9.266,22.998,0.335
128,21.198,17.762,0,11.142,1.805,3.875,9.049,22.409,0.501
128,21.161,21.261,0,11.499,1.832,3.969,9.327,23.194,0.501
129,21.187,17.774,0,11.208,1.819,3.925,9.196,22.826,0.500
129,21.226,21.251,0,11.772,1.820,3.923,9.177,22.734,0.500
130,21.179,17.712,0,11.218,1.827,3.957,9.308,23.188,0.506
130,21.208,21.252,0,11.509,1.812,3.898,9.111,22.565,0.506
131,21.114,17.784,0,10.879,1.819,3.935,9.255,23.072,0.509
131,21.140,21.188,0,11.151,1.796,3.850,8.989,22.280,0.509
132,21.151,17.841,0,10.931,1.794,3.842,8.958,22.167,0.500
132,21.178,21.264,0,11.742,1.833,3.971,9.324,23.166,0.500
133,21.103,17.781,0,10.966,1.810,3.902,9.153,22.769,0.502
133,21.144,21.212,0,11.297,1.804,3.876,9.061,22.466,0.502
134,21.230,17.703,0,11.282,1.831,3.967,9.322,23.181,0.500
134,21.283,21.293,0,11.768,1.833,3.968,9.313,23.124,0.500
135,21.142,17.785,0,10.706,1.801,3.868,9.045,22.448,0.500
135,21.201,21.304,0,11.590,1.819,3.923,9.183,22.770,0.500
136,21.236,17.667,0,11.527,1.854,4.043,9.534,23.751,0.333
136,19.006,18.599,0,10.504,1.839,4.012,9.505,23.836,0.334
136,21.945,21.324,0,10.348,1.743,3.676,8.495,20.951,0.334
137,18.911,17.951,0,10.459,1.790,3.847,9.029,22.524,0.500
137,21.064,21.212,0,10.952,1.791,3.844,8.997,22.375,0.500
138,21.114,17.741,0,11.304,1.820,3.936,9.247,23.024,0.562
138,21.107,21.158,0,11.117,1.795,3.854,9.017,22.400,0.562
139,21.267,17.675,0,11.306,1.836,3.980,9.344,23.199,0.500
139,21.320,21.406,0,12.254,1.860,4.056,9.554,23.760,0.500
140,21.185,17.793,0,11.000,1.824,3.945,9.254,22.982,0.353
140,18.989,18.602,0,10.763,1.830,3.979,9.394,23.491,0.353
140,21.939,21.295,0,10.154,1.752,3.705,8.586,21.218,0.333
141,21.176,17.715,0,11.134,1.808,3.890,9.102,22.584,0.503
141,21.179,21.304,0,11.449,1.819,3.925,9.191,22.804,0.503
142,21.254,17.719,0,11.187,1.819,3.922,9.177,22.743,0.500
142,21.286,21.345,0,11.954,1.845,4.004,9.408,23.362,0.500
143,37.979,4.771,0,5.539,1.480,2.841,6.084,14.127,0.333
143,21.214,17.776,0,10.885,1.812,3.898,9.109,22.562,0.333
143,21.189,21.326,0,11.805,1.841,3.994,9.384,23.317,0.333
144,34.507,10.527,0,10.306,1.746,3.630,8.208,19.717,0.250
144,21.276,17.687,0,11.807,1.831,3.957,9.270,22.975,0.432
144,19.736,21.151,0,11.884,1.826,3.935,9.187,22.696,0.432
144,25.596,46.634,0,12.820,1.766,3.702,8.438,20.414,0.250
145,23.936,6.162,0,10.830,1.764,3.728,8.593,21.065,0.269
145,21.214,17.786,0,10.343,1.810,3.907,9.181,22.891,0.250
145,18.771,18.733,0,11.473,1.861,4.072,9.628,24.032,0.250
145,21.191,21.224,0,11.050,1.780,3.790,8.799,21.714,0.269
146,19.082,18.771,0,10.560,1.826,3.967,9.366,23.422,0.253
146,22.006,21.481,0,10.800,1.781,3.795,8.818,21.775,0.253
146,32.806,22.769,0,12.520,1.830,3.943,9.205,22.727,0.250
146,34.187,25.071,0,11.903,1.834,3.957,9.243,22.828,0.250
147,21.197,17.747,0,11.044,1.821,3.934,9.223,22.899,0.500
147,21.337,21.314,0,11.917,1.848,4.023,9.476,23.588,0.500
148,21.216,17.661,0,11.530,1.834,3.978,9.357,23.294,0.513
148,19.020,20.357,0,10.991,1.857,4.078,9.699,24.378,0.333
148,21.206,21.249,0,11.512,1.804,3.868,9.015,22.279,0.513
149,21.234,17.719,0,11.322,1.832,3.971,9.334,23.216,0.500
149,21.277,21.281,0,11.810,1.829,3.956,9.276,23.018,0.500
150,21.202,17.681,0,11.622,1.850,4.039,9.548,23.862,0.516
150,21.235,21.184,0,11.440,1.798,3.850,8.963,22.134,0.516
151,21.150,17.787,0,11.058,1.802,3.872,9.057,22.484,0.503
151,21.175,21.208,0,11.377,1.804,3.876,9.059,22.462,0.503
152,21.220,17.809,0,11.089,1.798,3.855,8.993,22.261,0.500
152,21.216,21.271,0,11.631,1.829,3.959,9.296,23.105,0.500
153,21.169,17.798,0,11.212,1.810,3.897,9.122,22.636,0.991
153,21.096,21.172,0,11.231,1.808,3.897,9.136,22.713,0.991
154,21.160,17.761,0,10.833,1.830,3.971,9.358,23.351,0.500
154,21.216,21.224,0,11.346,1.805,3.874,9.042,22.378,0.500
155,21.169,17.747,0,11.449,1.837,3.991,9.403,23.439,0.526
155,21.220,21.185,0,11.661,1.805,3.872,9.027,22.315,0.526
156,19.057,21.168,0,9.050,1.754,3.722,8.657,21.469,1.000
157,21.179,17.665,0,11.096,1.823,3.945,9.274,23.096,0.541
157,21.195,21.298,0,11.318,1.816,3.914,9.159,22.712,0.541
158,21.160,17.704,0,11.328,1.828,3.964,9.332,23.269,0.522
158,21.204,21.239,0,11.568,1.811,3.895,9.100,22.536,0.522
159,21.128,17.815,0,10.750,1.805,3.882,9.086,22.558,0.500
159,21.188,21.282,0,11.544,1.822,3.936,9.224,22.893,0.500
160,21.063,17.845,0,10.413,1.804,3.887,9.122,22.723,0.500
160,21.127,21.242,0,11.255,1.805,3.882,9.085,22.555,0.500
161,21.131,17.815,0,10.914,1.814,3.911,9.170,22.791,0.394
161,19.008,18.674,0,11.021,1.853,4.062,9.650,24.232,0.394
161,21.183,21.245,0,11.622,1.816,3.911,9.146,22.663,0.333
162,21.146,17.774,0,11.026,1.808,3.893,9.117,22.642,0.519
162,21.168,21.240,0,11.280,1.817,3.920,9.188,22.821,0.519
163,21.176,17.815,0,10.931,1.809,3.894,9.112,22.607,0.416
163,18.977,18.676,0,11.018,1.846,4.036,9.565,23.976,0.416
163,21.230,21.261,0,11.741,1.829,3.953,9.267,22.995,0.333
164,21.214,17.734,0,11.128,1.821,3.935,9.228,22.919,0.500
164,21.310,21.324,0,11.909,1.844,4.007,9.429,23.456,0.500
165,21.050,17.923,0,9.967,1.810,3.908,9.183,22.890,0.500
165,21.182,21.320,0,11.848,1.836,3.978,9.337,23.186,0.500
166,21.189,17.916,0,10.516,1.800,3.865,9.031,22.391,0.748
166,19.061,21.221,0,10.406,1.806,3.909,9.230,23.139,0.748
167,21.210,17.751,0,11.362,1.808,3.883,9.068,22.448,0.501
167,21.098,21.197,0,11.022,1.815,3.924,9.227,22.998,0.501
168,21.145,17.781,0,11.050,1.813,3.913,9.180,22.834,0.407
168,21.118,21.173,0,11.211,1.795,3.847,8.981,22.261,0.407
168,25.209,49.736,0,8.979,1.693,3.438,7.614,17.958,0.333
169,18.872,17.805,0,10.536,1.817,3.932,9.258,23.108,0.500
169,21.163,21.282,0,10.942,1.789,3.825,8.908,22.034,0.500
170,21.109,17.906,0,10.533,1.795,3.850,8.998,22.327,0.500
170,21.155,21.253,0,11.589,1.831,3.970,9.337,23.246,0.500
171,21.122,17.811,0,10.780,1.807,3.888,9.105,22.613,0.500
171,21.202,21.293,0,11.719,1.828,3.954,9.275,23.024,0.500
172,21.067,17.854,0,10.468,1.794,3.852,9.012,22.394,0.500
172,21.106,21.265,0,11.281,1.821,3.937,9.252,23.034,0.500
173,21.007,17.992,0,9.906,1.791,3.852,9.041,22.554,0.500
173,21.077,21.234,0,11.424,1.821,3.937,9.249,23.025,0.500
174,20.933,21.166,0,10.716,1.802,3.894,9.171,22.936,1.000
175,15.592,16.565,0,8.354,1.807,3.878,9.042,22.353,0.333
