Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
453,20.410,20.819,0,13.395,1.866,4.062,9.538,23.621,0.969
453,19.672,23.222,0,13.413,1.874,4.092,9.640,23.942,0.969
454,20.386,20.786,0,13.411,1.864,4.055,9.519,23.568,0.644
454,19.697,23.235,0,13.254,1.868,4.073,9.579,23.764,0.644
455,20.910,20.781,0,11.628,1.838,4.002,9.451,23.621,0.509
455,19.099,23.235,0,11.347,1.832,3.981,9.396,23.490,0.509
456,20.437,20.854,0,13.613,1.857,4.028,9.433,23.310,1.000
457,20.910,20.820,0,11.417,1.821,3.937,9.243,22.990,0.500
457,19.643,23.220,0,13.458,1.879,4.110,9.689,24.074,0.500
458,20.370,20.865,0,13.189,1.843,3.979,9.289,22.906,0.668
458,19.661,23.176,0,13.335,1.848,4.000,9.354,23.099,0.668
459,20.318,20.802,0,13.608,1.870,4.076,9.584,23.767,0.503
459,19.639,23.150,0,13.303,1.845,3.989,9.323,23.014,0.503
460,20.332,20.813,0,13.311,1.867,4.068,9.561,23.702,0.500
460,19.094,23.234,0,11.592,1.838,3.999,9.441,23.586,0.500
461,20.985,20.786,0,12.258,1.846,4.017,9.466,23.585,0.500
461,19.718,23.089,0,12.833,1.845,3.990,9.329,23.042,0.500
462,20.338,20.768,0,12.998,1.864,4.054,9.516,23.566,0.500
462,18.912,23.302,0,12.113,1.845,4.012,9.453,23.554,0.500
463,21.167,20.643,0,12.004,1.865,4.086,9.678,24.204,0.333
463,19.015,23.361,0,10.713,1.832,3.992,9.456,23.734,0.333
463,17.572,37.249,0,13.065,1.862,4.052,9.522,23.618,0.333
464,20.990,20.761,0,11.867,1.842,4.003,9.430,23.502,1.000
465,20.356,20.766,0,13.438,1.873,4.085,9.604,23.808,0.500
465,19.540,23.079,0,12.570,1.848,4.000,9.359,23.122,0.500
466,21.218,19.710,0,11.299,1.837,3.984,9.358,23.249,0.500
466,19.670,23.240,0,11.684,1.852,4.019,9.423,23.326,0.500
467,20.967,20.831,0,10.014,1.766,3.742,8.655,21.295,0.500
467,19.009,26.306,0,9.308,1.837,4.006,9.490,23.806,0.500
468,20.901,20.714,0,11.562,1.840,4.008,9.470,23.675,0.741
468,19.000,23.175,0,11.517,1.810,3.896,9.117,22.619,0.741
469,21.093,20.679,0,12.527,1.866,4.092,9.704,24.300,1.000
470,20.908,20.793,0,11.566,1.834,3.981,9.374,23.363,0.333
470,19.623,23.212,0,13.418,1.870,4.077,9.594,23.806,0.333
470,16.521,48.158,0,11.975,1.763,3.702,8.457,20.517,0.333
471,20.981,20.755,0,11.989,1.837,3.989,9.393,23.400,0.500
471,19.665,23.177,0,13.051,1.871,4.085,9.620,23.892,0.500
472,21.074,20.743,0,12.467,1.847,4.018,9.468,23.589,0.500
472,19.736,23.184,0,12.872,1.870,4.082,9.620,23.912,0.500
473,21.147,20.053,0,10.716,1.789,3.820,8.885,21.944,1.000
474,21.065,20.707,0,12.142,1.856,4.058,9.607,24.039,0.500
474,19.079,23.228,0,10.987,1.820,3.945,9.302,23.251,0.500
475,21.165,19.932,0,11.095,1.786,3.804,8.826,21.742,0.500
475,19.699,23.271,0,12.505,1.880,4.122,9.744,24.287,0.500
476,21.034,20.742,0,11.688,1.842,4.017,9.499,23.766,0.517
476,18.972,23.227,0,11.428,1.836,3.996,9.441,23.612,0.517
477,21.212,19.937,0,11.037,1.791,3.829,8.913,22.030,0.354
477,18.961,23.188,0,10.809,1.770,3.768,8.765,21.711,0.354
477,21.469,40.326,0,12.546,1.759,3.682,8.386,20.281,0.333
478,11.770,4.461,0,14.566,1.808,3.845,8.855,21.588,0.500
478,29.680,35.609,0,13.416,1.817,3.884,8.992,22.023,0.500
479,18.878,18.812,0,9.363,1.768,3.759,8.733,21.594,0.951
479,21.138,24.080,0,9.386,1.778,3.798,8.857,21.960,0.951
480,19.679,23.179,0,12.903,1.868,4.074,9.591,23.817,1.000
481,20.991,20.680,0,11.519,1.854,4.062,9.640,24.192,0.359
481,18.913,23.303,0,11.733,1.835,3.988,9.408,23.496,0.359
481,34.252,44.473,0,13.097,1.774,3.732,8.532,20.701,0.333
482,20.929,20.637,0,11.734,1.855,4.062,9.637,24.172,0.621
482,18.950,23.253,0,11.608,1.825,3.951,9.289,23.140,0.621
483,20.360,20.627,0,12.998,1.898,4.171,9.864,24.551,0.500
483,18.894,24.013,0,10.188,1.757,3.708,8.550,20.987,0.500
484,20.943,20.902,0,10.739,1.805,3.902,9.198,23.016,0.500
484,18.992,24.025,0,10.336,1.799,3.881,9.127,22.797,0.500
485,20.204,20.824,0,12.006,1.834,3.958,9.246,22.841,0.504
485,19.519,24.066,0,12.319,1.842,3.978,9.284,22.890,0.504
486,20.953,20.772,0,11.124,1.799,3.861,9.027,22.406,0.500
486,19.061,24.139,0,10.525,1.786,3.826,8.942,22.211,0.500
487,20.938,20.832,0,10.822,1.800,3.867,9.050,22.480,0.510
487,18.993,24.061,0,10.541,1.805,3.884,9.095,22.598,0.510
488,20.241,20.860,0,12.106,1.823,3.912,9.095,22.370,0.500
488,18.909,24.070,0,11.234,1.800,3.852,8.969,22.160,0.500
489,20.284,20.819,0,12.495,1.848,4.001,9.368,23.166,0.500
489,18.909,23.980,0,10.588,1.796,3.849,8.982,22.249,0.500
490,21.077,20.729,0,11.775,1.832,3.977,9.369,23.367,0.505
490,19.019,23.342,0,11.483,1.851,4.053,9.624,24.175,0.505
491,21.041,20.755,0,11.582,1.818,3.925,9.211,22.909,0.577
491,19.029,23.392,0,11.730,1.851,4.050,9.606,24.090,0.577
492,20.320,20.791,0,13.062,1.871,4.078,9.589,23.776,0.500
492,18.953,23.301,0,12.178,1.852,4.044,9.570,23.946,0.500
493,21.045,20.761,0,11.789,1.810,3.891,9.094,22.533,0.628
493,19.061,23.401,0,11.731,1.850,4.046,9.588,24.029,0.628
494,20.906,20.735,0,11.247,1.841,4.017,9.514,23.855,0.500
494,18.994,23.292,0,11.845,1.838,4.000,9.444,23.599,0.500
495,21.010,20.825,0,11.693,1.821,3.937,9.243,22.993,0.500
495,19.716,23.290,0,13.498,1.905,4.203,9.975,24.909,0.500
496,20.382,20.831,0,12.762,1.846,3.990,9.322,23.004,0.500
496,9.646,46.509,0,14.304,1.796,3.806,8.742,21.263,0.500
497,21.140,20.776,0,12.125,1.839,3.994,9.403,23.417,0.500
497,19.691,23.271,0,13.243,1.915,4.241,10.099,25.289,0.500
498,21.149,20.821,0,11.661,1.812,3.896,9.096,22.505,0.708
498,19.717,24.110,0,11.759,1.841,3.985,9.329,23.080,0.708
499,21.286,20.649,0,12.483,1.856,4.039,9.499,23.586,0.500
499,19.788,24.189,0,11.408,1.830,3.950,9.239,22.862,0.500
500,21.182,20.017,0,10.481,1.781,3.787,8.768,21.559,0.500
500,19.751,24.090,0,11.248,1.826,3.931,9.165,22.601,0.500
501,21.222,20.659,0,12.142,1.851,4.034,9.512,23.702,0.333
501,19.065,23.412,0,10.793,1.848,4.051,9.645,24.300,0.383
501,21.082,24.082,0,10.633,1.819,3.940,9.278,23.148,0.383
502,21.114,20.763,0,11.714,1.822,3.938,9.241,22.969,0.500
502,20.983,24.038,0,10.433,1.821,3.954,9.344,23.407,0.500
503,21.251,20.660,0,12.238,1.865,4.080,9.648,24.085,0.500
503,21.118,24.052,0,10.718,1.815,3.924,9.228,23.006,0.500
504,21.183,20.653,0,12.133,1.853,4.044,9.555,23.867,0.500
504,18.975,23.370,0,11.311,1.847,4.039,9.584,24.062,0.500
505,21.251,20.629,0,12.049,1.854,4.044,9.544,23.794,0.500
505,19.070,24.098,0,9.841,1.780,3.818,8.954,22.353,0.500
506,21.051,20.730,0,11.271,1.809,3.902,9.155,22.786,0.500
506,18.972,24.103,0,10.561,1.788,3.831,8.960,22.270,0.500
507,21.102,20.761,0,11.681,1.814,3.910,9.156,22.730,0.548
507,19.028,23.388,0,11.541,1.858,4.075,9.686,24.336,0.548
508,21.005,20.819,0,11.205,1.810,3.904,9.162,22.804,0.500
508,19.001,24.020,0,10.437,1.794,3.855,9.029,22.466,0.500
509,20.324,20.677,0,13.311,1.886,4.134,9.762,24.284,0.500
509,18.930,23.329,0,12.145,1.852,4.039,9.540,23.824,0.500
510,20.284,20.816,0,12.889,1.848,4.000,9.355,23.105,0.500
510,19.048,23.280,0,12.054,1.849,4.027,9.505,23.723,0.500
511,20.304,22.747,0,14.092,1.879,4.106,9.671,24.009,1.000
512,21.102,20.839,0,11.644,1.811,3.891,9.078,22.447,0.532
512,19.771,24.109,0,11.861,1.840,3.981,9.319,23.059,0.532
513,20.901,24.051,0,11.209,1.831,3.983,9.414,23.564,1.000
514,21.099,20.993,0,10.709,1.779,3.788,8.798,21.718,0.500
514,19.695,24.185,0,12.850,1.872,4.091,9.646,23.986,0.500
515,19.637,22.672,0,14.720,1.830,3.931,9.134,22.431,1.000
516,19.579,23.363,0,15.195,1.874,4.082,9.584,23.716,1.000
517,20.330,21.870,0,13.359,1.833,3.944,9.177,22.566,1.000
518,19.695,23.518,0,15.160,1.868,4.060,9.515,23.519,1.000
519,19.717,22.772,0,13.201,1.873,4.091,9.635,23.930,0.500
519,20.947,25.342,0,12.038,1.857,4.067,9.651,24.204,0.500
520,19.013,22.770,0,12.285,1.850,4.030,9.512,23.735,1.000
521,19.700,22.795,0,13.640,1.871,4.082,9.604,23.830,0.506
521,20.292,25.194,0,13.348,1.857,4.031,9.448,23.373,0.506
522,20.248,25.205,0,13.384,1.854,4.021,9.421,23.309,1.000
523,19.727,22.841,0,13.120,1.849,4.004,9.370,23.155,1.000
524,19.569,22.873,0,13.351,1.860,4.043,9.485,23.484,1.000
525,19.611,22.866,0,13.384,1.852,4.016,9.408,23.269,1.000
526,19.632,22.821,0,13.535,1.852,4.014,9.397,23.223,1.000
527,19.690,23.620,0,15.082,1.873,4.081,9.579,23.701,1.000
528,19.614,22.799,0,13.800,1.865,4.061,9.540,23.641,1.000
529,19.662,22.872,0,13.707,1.844,3.985,9.307,22.963,1.000
530,19.623,25.161,0,13.849,1.867,4.068,9.561,23.700,1.000
531,19.665,22.919,0,13.241,1.839,3.970,9.266,22.852,0.500
531,20.250,25.209,0,13.756,1.859,4.036,9.462,23.411,0.500
532,19.694,22.946,0,13.137,1.834,3.952,9.211,22.687,1.000
533,19.722,22.900,0,13.202,1.847,3.997,9.350,23.094,1.000
534,19.756,22.878,0,13.366,1.825,3.917,9.098,22.344,1.000
535,19.672,22.896,0,13.530,1.842,3.979,9.289,22.906,0.614
535,20.229,25.149,0,13.359,1.841,3.976,9.285,22.916,0.614
536,19.673,22.939,0,13.143,1.834,3.951,9.206,22.674,0.500
536,20.213,25.207,0,13.654,1.852,4.014,9.396,23.224,0.500
537,20.339,22.940,0,12.885,1.843,3.982,9.300,22.939,0.870
537,20.992,25.332,0,12.923,1.857,4.050,9.562,23.857,0.870
538,20.332,22.856,0,13.240,1.846,3.990,9.317,22.981,0.500
538,20.948,25.338,0,12.436,1.856,4.061,9.624,24.107,0.500
539,19.645,22.963,0,13.045,1.836,3.958,9.228,22.738,1.000
540,19.707,22.939,0,13.020,1.828,3.928,9.138,22.478,1.000
541,19.820,22.976,0,12.416,1.826,3.928,9.149,22.534,1.000
542,20.359,22.828,0,13.819,1.862,4.043,9.471,23.410,0.500
542,20.969,25.220,0,12.419,1.842,4.007,9.447,23.566,0.500
543,19.726,22.891,0,13.253,1.828,3.929,9.141,22.484,0.500
543,20.309,25.214,0,13.809,1.849,4.001,9.353,23.092,0.500
544,19.758,22.937,0,12.865,1.822,3.913,9.101,22.387,1.000
545,19.629,22.896,0,13.340,1.831,3.940,9.172,22.569,0.501
545,20.273,25.226,0,13.672,1.856,4.026,9.429,23.313,0.501
546,19.693,22.953,0,12.763,1.815,3.884,9.008,22.109,1.000
547,19.695,22.963,0,12.881,1.831,3.943,9.187,22.630,1.000
548,19.701,22.927,0,13.098,1.831,3.937,9.161,22.533,0.500
548,20.256,25.217,0,13.830,1.852,4.012,9.390,23.205,0.500
549,19.744,22.957,0,12.971,1.831,3.940,9.177,22.596,1.000
550,17.875,21.910,0,9.466,1.802,3.873,9.063,22.508,0.500
550,20.269,26.189,0,10.109,1.771,3.745,8.631,21.142,0.500
551,19.764,22.866,0,13.202,1.848,4.001,9.361,23.128,1.000
552,19.679,22.937,0,12.860,1.830,3.938,9.168,22.559,0.500
552,20.241,25.287,0,13.977,1.870,4.076,9.583,23.764,0.500
553,19.650,22.947,0,13.047,1.835,3.957,9.227,22.740,1.000
554,19.525,22.884,0,13.708,1.850,4.006,9.368,23.128,1.000
555,20.156,21.842,0,10.713,1.846,4.011,9.434,23.456,0.500
555,20.245,25.362,0,12.265,1.857,4.036,9.472,23.471,0.500
556,19.667,23.754,0,14.586,1.859,4.031,9.431,23.281,1.000
557,33.737,13.471,0,11.347,1.796,3.818,8.808,21.534,0.500
557,19.644,24.427,0,14.701,1.869,4.067,9.545,23.624,0.500
558,19.740,23.000,0,12.589,1.830,3.941,9.185,22.633,1.000
559,19.680,22.944,0,13.096,1.832,3.943,9.183,22.609,1.000
560,20.262,22.917,0,12.742,1.836,3.956,9.223,22.721,1.000
561,20.240,22.885,0,13.362,1.832,3.943,9.186,22.623,1.000
562,19.790,22.997,0,11.760,1.789,3.795,8.741,21.335,1.000
563,19.816,22.883,0,12.735,1.823,3.912,9.097,22.379,0.500
563,20.418,25.984,0,12.259,1.815,3.878,8.975,21.978,0.500
564,19.721,22.903,0,12.500,1.808,3.859,8.930,21.878,0.500
564,20.922,26.169,0,10.848,1.810,3.896,9.128,22.681,0.500
565,19.754,22.971,0,12.784,1.829,3.934,9.160,22.550,1.000
566,19.733,22.894,0,13.140,1.837,3.964,9.251,22.819,1.000
567,19.729,22.933,0,12.887,1.816,3.885,9.003,22.078,1.000
568,19.651,22.977,0,13.005,1.834,3.953,9.216,22.710,1.000
569,19.654,22.860,0,13.672,1.840,3.966,9.245,22.766,1.000
570,19.659,22.937,0,13.118,1.831,3.941,9.176,22.583,1.000
571,20.255,25.258,0,14.125,1.869,4.068,9.551,23.648,1.000
572,19.660,23.699,0,14.852,1.854,4.013,9.378,23.132,1.000
573,19.672,23.664,0,13.698,1.826,3.912,9.072,22.246,1.000
574,19.631,23.039,0,12.785,1.828,3.933,9.161,22.564,1.000
575,19.742,24.431,0,15.004,1.834,3.941,9.151,22.453,1.000
576,19.670,23.022,0,12.462,1.834,3.951,9.211,22.692,0.500
576,20.231,25.961,0,11.841,1.823,3.914,9.106,22.415,0.500
577,19.649,22.839,0,13.724,1.850,4.004,9.357,23.082,0.555
577,20.250,25.193,0,13.517,1.860,4.041,9.481,23.481,0.555
578,3.602,9.397,0,13.167,1.787,3.783,8.697,21.199,0.364
578,19.519,22.864,0,13.864,1.858,4.032,9.443,23.341,0.333
578,20.232,25.194,0,13.243,1.844,3.988,9.327,23.045,0.364
579,19.727,22.874,0,13.558,1.823,3.910,9.075,22.277,1.000
580,19.732,22.997,0,12.773,1.820,3.902,9.060,22.255,1.000
581,19.673,22.988,0,12.923,1.822,3.907,9.076,22.298,1.000
582,19.651,22.805,0,13.399,1.877,4.102,9.665,24.002,0.506
582,20.320,25.285,0,13.697,1.883,4.123,9.724,24.165,0.506
583,19.644,22.949,0,13.083,1.831,3.942,9.183,22.611,0.500
583,20.238,25.263,0,13.978,1.863,4.049,9.501,23.524,0.500
584,19.684,22.991,0,12.826,1.828,3.930,9.145,22.499,0.500
584,20.222,25.258,0,13.977,1.865,4.061,9.541,23.654,0.500
585,19.630,22.983,0,12.911,1.838,3.962,9.238,22.756,1.000
586,19.663,22.978,0,12.816,1.831,3.942,9.180,22.599,1.000
587,19.633,23.669,0,14.940,1.880,4.106,9.657,23.931,1.000
588,19.603,22.966,0,13.025,1.831,3.941,9.176,22.580,1.000
589,19.644,22.925,0,13.081,1.838,3.967,9.260,22.838,1.000
590,19.657,22.936,0,13.092,1.836,3.959,9.233,22.752,1.000
591,19.702,22.975,0,12.737,1.836,3.957,9.224,22.722,0.500
591,20.254,25.975,0,12.016,1.814,3.879,8.990,22.047,0.500
592,19.654,22.946,0,12.973,1.837,3.965,9.254,22.822,1.000
593,19.682,22.957,0,12.808,1.822,3.908,9.081,22.317,1.000
594,19.659,23.029,0,12.513,1.828,3.932,9.158,22.553,0.501
594,20.325,25.985,0,12.153,1.830,3.936,9.162,22.550,0.501
595,19.713,22.895,0,13.018,1.838,3.966,9.254,22.815,1.000
596,19.650,22.973,0,12.890,1.840,3.973,9.273,22.860,1.000
597,19.791,22.979,0,12.655,1.830,3.937,9.168,22.570,0.500
597,20.303,25.228,0,14.050,1.861,4.041,9.473,23.431,0.500
598,19.725,22.974,0,12.795,1.825,3.919,9.113,22.406,1.000
599,19.653,22.950,0,13.044,1.833,3.947,9.196,22.644,1.000
600,19.596,22.946,0,13.104,1.840,3.975,9.282,22.898,1.000
601,19.714,22.984,0,12.899,1.829,3.934,9.157,22.535,0.500
601,20.223,25.210,0,13.876,1.855,4.021,9.416,23.276,0.500
602,19.659,22.990,0,12.779,1.824,3.917,9.106,22.392,1.000
603,19.696,22.978,0,12.730,1.826,3.926,9.135,22.476,1.000
604,19.693,22.974,0,12.615,1.833,3.951,9.209,22.686,0.500
604,20.279,25.984,0,12.120,1.825,3.917,9.105,22.385,0.500
605,19.664,23.008,0,12.727,1.833,3.950,9.205,22.674,0.500
605,20.213,25.249,0,13.991,1.869,4.071,9.567,23.713,0.500
606,19.684,23.009,0,12.462,1.821,3.906,9.075,22.305,1.000
607,19.580,22.910,0,12.448,1.850,4.010,9.391,23.219,0.500
607,20.227,26.065,0,11.801,1.839,3.970,9.276,22.908,0.500
608,19.638,22.966,0,12.762,1.830,3.937,9.166,22.558,1.000
609,19.658,22.907,0,12.983,1.843,3.982,9.302,22.953,0.500
609,20.223,25.965,0,11.618,1.810,3.868,8.964,22.001,0.500
610,19.695,22.835,0,12.897,1.843,3.984,9.308,22.976,1.000
611,19.023,23.712,0,12.484,1.862,4.074,9.645,24.121,0.500
611,20.263,26.186,0,12.979,1.835,3.952,9.209,22.678,0.500
612,19.587,23.003,0,12.341,1.839,3.968,9.258,22.823,0.522
612,19.667,26.015,0,12.589,1.845,3.988,9.313,22.965,0.522
613,19.588,22.962,0,12.567,1.834,3.952,9.213,22.697,0.501
613,20.217,26.060,0,12.213,1.824,3.916,9.107,22.405,0.501
614,19.554,22.991,0,12.450,1.833,3.948,9.197,22.644,0.503
614,20.241,26.034,0,12.131,1.822,3.906,9.074,22.300,0.503
615,19.039,23.720,0,12.736,1.852,4.031,9.498,23.651,0.500
615,20.235,26.022,0,12.271,1.824,3.914,9.098,22.367,0.500
616,19.517,22.969,0,12.719,1.835,3.958,9.236,22.782,0.500
616,20.261,26.041,0,12.030,1.830,3.940,9.186,22.652,0.500
617,19.632,23.051,0,12.468,1.827,3.927,9.135,22.464,0.500
617,20.237,25.303,0,14.345,1.888,4.138,9.769,24.295,0.500
618,19.550,23.753,0,14.629,1.879,4.105,9.658,23.948,1.000
619,19.625,25.317,0,14.679,1.884,4.120,9.702,24.071,1.000
620,19.553,23.726,0,14.464,1.888,4.138,9.763,24.264,1.000
621,18.976,23.708,0,13.159,1.861,4.057,9.559,23.785,1.000
622,19.025,23.758,0,12.855,1.838,3.975,9.311,23.066,0.500
622,20.226,26.017,0,12.262,1.817,3.889,9.021,22.146,0.500
623,18.899,23.755,0,12.782,1.839,3.979,9.321,23.089,0.816
623,20.208,26.192,0,12.877,1.842,3.978,9.291,22.923,0.816
624,19.461,23.882,0,13.762,1.847,3.994,9.335,23.040,1.000
625,19.700,26.126,0,13.147,1.849,4.004,9.367,23.134,1.000
626,19.069,23.787,0,12.130,1.842,4.005,9.445,23.561,0.500
626,19.702,26.099,0,13.149,1.858,4.034,9.455,23.387,0.500
627,19.494,22.980,0,12.544,1.820,3.898,9.035,22.150,0.885
627,20.198,26.177,0,12.603,1.829,3.940,9.193,22.694,0.885
628,19.000,23.742,0,12.721,1.843,4.000,9.406,23.386,0.500
628,19.693,26.102,0,13.251,1.854,4.018,9.407,23.245,0.500
629,19.055,23.741,0,12.365,1.850,4.029,9.500,23.681,0.525
629,20.222,26.114,0,12.597,1.834,3.948,9.199,22.656,0.525
630,19.046,23.771,0,12.203,1.841,4.003,9.436,23.528,0.500
630,20.245,26.194,0,13.128,1.848,4.000,9.357,23.114,0.500
631,19.018,23.714,0,12.597,1.846,4.014,9.455,23.551,0.506
631,20.245,26.157,0,12.889,1.842,3.976,9.281,22.891,0.506
632,19.040,23.747,0,12.465,1.840,3.995,9.398,23.391,0.500
632,20.241,26.136,0,12.914,1.845,3.987,9.311,22.973,0.500
633,19.074,23.786,0,12.213,1.834,3.978,9.357,23.297,1.000
634,18.990,23.687,0,12.706,1.863,4.075,9.641,24.088,0.733
634,20.219,26.155,0,12.650,1.838,3.965,9.253,22.820,0.733
635,19.031,23.748,0,12.439,1.837,3.983,9.368,23.313,0.500
635,20.211,26.198,0,13.043,1.843,3.979,9.291,22.919,0.500
636,19.020,23.759,0,12.499,1.840,3.995,9.398,23.385,1.000
637,19.033,23.729,0,12.277,1.841,4.004,9.437,23.530,0.500
637,20.322,26.211,0,13.264,1.859,4.036,9.460,23.403,0.500
638,19.651,23.708,0,14.111,1.883,4.120,9.714,24.131,0.500
638,20.375,26.141,0,13.172,1.839,3.966,9.246,22.772,0.500
639,19.654,23.750,0,14.046,1.869,4.072,9.569,23.711,0.500
639,20.298,26.166,0,13.306,1.838,3.963,9.240,22.764,0.500
640,19.627,23.763,0,14.140,1.877,4.099,9.647,23.934,0.500
640,20.281,26.164,0,13.278,1.852,4.013,9.390,23.199,0.500
641,19.064,23.751,0,12.239,1.835,3.980,9.361,23.299,0.500
641,20.286,26.149,0,13.038,1.846,3.991,9.329,23.034,0.500
642,19.618,23.741,0,14.134,1.880,4.111,9.686,24.054,0.500
642,20.314,26.177,0,13.291,1.847,3.992,9.325,23.004,0.500
643,19.615,23.762,0,13.873,1.880,4.111,9.692,24.083,0.510
643,20.325,26.223,0,13.599,1.866,4.057,9.520,23.560,0.510
644,19.026,23.742,0,12.315,1.854,4.047,9.561,23.874,0.500
644,20.246,26.214,0,13.021,1.854,4.021,9.418,23.288,0.500
645,19.740,23.760,0,14.064,1.863,4.049,9.499,23.509,1.000
646,19.082,23.743,0,11.920,1.838,3.998,9.434,23.562,0.500
646,20.304,26.243,0,13.534,1.867,4.061,9.528,23.583,0.500
647,18.989,23.732,0,12.211,1.847,4.022,9.488,23.668,1.000
648,19.076,23.752,0,11.833,1.826,3.959,9.318,23.232,0.538
648,20.912,26.238,0,11.607,1.819,3.934,9.245,23.025,0.538
649,19.039,23.784,0,12.108,1.832,3.973,9.349,23.290,0.500
649,20.287,26.212,0,13.401,1.868,4.065,9.546,23.641,0.500
650,18.998,23.758,0,12.344,1.840,3.997,9.408,23.423,0.500
650,20.255,26.241,0,13.253,1.863,4.053,9.515,23.573,0.500
651,19.007,23.767,0,12.210,1.831,3.964,9.309,23.140,0.500
651,20.298,26.250,0,13.515,1.871,4.077,9.585,23.761,0.500
652,19.073,23.769,0,11.924,1.818,3.926,9.208,22.881,0.500
652,20.358,26.254,0,13.700,1.867,4.063,9.539,23.620,0.500
653,19.084,23.868,0,11.586,1.806,3.884,9.087,22.551,0.500
653,20.350,26.241,0,13.829,1.879,4.105,9.664,23.982,0.500
654,19.034,23.734,0,12.127,1.829,3.958,9.295,23.112,1.000
655,19.007,23.743,0,12.163,1.838,3.992,9.402,23.431,0.500
655,20.315,26.245,0,13.439,1.873,4.086,9.608,23.824,0.500
656,18.994,23.741,0,12.292,1.843,4.004,9.429,23.485,0.500
656,20.255,26.268,0,13.324,1.868,4.069,9.563,23.704,0.500
657,18.983,23.721,0,12.521,1.852,4.037,9.528,23.773,0.500
657,20.230,26.219,0,13.060,1.857,4.030,9.448,23.380,0.500
658,18.987,23.613,0,12.614,1.853,4.038,9.525,23.744,0.500
658,20.337,26.206,0,12.984,1.841,3.974,9.270,22.849,0.500
659,19.077,23.697,0,12.347,1.856,4.056,9.595,23.984,0.500
659,20.295,26.163,0,12.867,1.841,3.974,9.271,22.855,0.500
660,19.701,23.754,0,13.847,1.882,4.119,9.717,24.163,0.500
660,20.378,26.173,0,13.282,1.857,4.030,9.441,23.339,0.500
661,19.689,22.929,0,12.298,1.828,3.930,9.144,22.496,0.500
661,20.311,26.193,0,12.840,1.821,3.903,9.058,22.241,0.500
662,20.366,26.150,0,13.112,1.832,3.939,9.161,22.518,1.000
663,19.708,23.060,0,11.909,1.815,3.889,9.027,22.178,0.500
663,20.341,26.120,0,12.847,1.838,3.964,9.241,22.765,0.500
664,19.684,23.720,0,14.150,1.881,4.112,9.690,24.066,0.500
664,20.357,26.137,0,13.057,1.844,3.983,9.298,22.927,0.500
665,20.276,26.152,0,13.079,1.837,3.959,9.225,22.720,1.000
666,19.679,23.714,0,14.124,1.879,4.107,9.676,24.023,0.500
666,20.322,26.154,0,12.996,1.842,3.977,9.279,22.869,0.500
667,19.705,23.711,0,14.173,1.878,4.104,9.668,24.010,0.500
667,20.311,26.126,0,12.936,1.836,3.956,9.218,22.703,0.500
668,19.666,23.719,0,14.110,1.885,4.126,9.733,24.186,0.500
668,20.345,26.154,0,13.053,1.848,3.996,9.339,23.052,0.500
669,19.698,23.740,0,13.873,1.875,4.091,9.626,23.881,0.500
669,20.381,26.159,0,13.335,1.843,3.977,9.281,22.875,0.500
670,20.212,22.907,0,12.285,1.823,3.917,9.122,22.476,0.579
670,20.268,26.114,0,12.476,1.830,3.936,9.161,22.541,0.579
671,19.687,23.774,0,13.414,1.846,3.992,9.336,23.066,0.737
671,20.397,26.182,0,13.293,1.843,3.978,9.280,22.867,0.737
672,19.661,23.773,0,13.652,1.868,4.070,9.567,23.719,0.500
672,20.903,26.252,0,11.773,1.822,3.939,9.247,22.998,0.500
673,19.763,23.728,0,13.968,1.880,4.111,9.689,24.068,0.500
673,20.396,26.110,0,13.167,1.833,3.946,9.189,22.615,0.500
674,20.260,22.940,0,12.370,1.820,3.900,9.054,22.239,0.500
674,20.306,26.113,0,12.786,1.834,3.945,9.184,22.595,0.500
675,19.699,23.778,0,13.691,1.867,4.064,9.544,23.642,0.962
675,20.354,26.214,0,13.701,1.857,4.025,9.421,23.273,0.962
676,19.686,24.398,0,12.307,1.783,3.761,8.611,20.899,1.000
677,18.719,22.578,0,11.188,1.877,4.126,9.795,24.532,0.333
677,21.017,22.632,0,9.736,1.832,4.000,9.500,23.909,0.333
677,21.030,26.378,0,10.417,1.799,3.866,9.054,22.518,0.333
678,20.335,26.138,0,13.138,1.838,3.961,9.233,22.738,1.000
679,20.317,26.135,0,13.114,1.838,3.962,9.236,22.751,1.000
680,19.741,23.743,0,13.824,1.873,4.087,9.614,23.851,0.500
680,20.361,26.135,0,13.128,1.837,3.956,9.213,22.672,0.500
681,19.719,23.782,0,13.562,1.864,4.054,9.520,23.586,0.790
681,20.367,26.208,0,13.660,1.855,4.019,9.404,23.222,0.790
682,19.693,23.771,0,13.696,1.864,4.055,9.524,23.597,0.501
682,20.331,26.176,0,13.350,1.843,3.979,9.285,22.884,0.501
683,20.302,26.180,0,13.413,1.836,3.953,9.208,22.665,1.000
684,20.365,26.160,0,13.229,1.845,3.988,9.312,22.964,1.000
685,20.350,26.176,0,13.243,1.838,3.964,9.242,22.773,1.000
686,19.643,23.709,0,14.067,1.896,4.167,9.856,24.548,0.500
686,20.390,26.186,0,13.307,1.850,4.002,9.354,23.083,0.500
687,19.010,23.660,0,12.564,1.847,4.017,9.466,23.578,0.500
687,20.334,26.180,0,12.937,1.833,3.945,9.186,22.609,0.500
688,20.389,26.205,0,13.408,1.859,4.037,9.462,23.399,1.000
689,19.621,23.706,0,13.907,1.880,4.110,9.681,24.028,0.500
