Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,363,20.247,20.574,0,14.861,1.805,3.836,8.829,21.514,1.000
1,364,20.270,20.585,0,15.044,1.809,3.849,8.867,21.619,1.000
1,365,20.221,20.591,0,14.875,1.814,3.866,8.921,21.781,1.000
1,366,19.705,20.006,0,13.316,1.787,3.788,8.722,21.301,1.000
1,367,19.635,19.986,0,13.354,1.792,3.803,8.763,21.409,1.000
1,368,19.646,20.015,0,13.206,1.779,3.757,8.627,21.021,1.000
1,369,19.682,19.984,0,13.440,1.786,3.781,8.697,21.217,1.000
1,370,19.734,20.597,0,15.178,1.834,3.936,9.135,22.398,1.000
1,371,20.229,20.596,0,14.972,1.799,3.815,8.763,21.314,1.000
1,372,20.209,20.641,0,14.801,1.819,3.886,8.985,21.972,1.000
1,373,20.384,20.577,0,15.288,1.787,3.769,8.624,20.910,1.000
1,374,20.367,20.547,0,15.271,1.781,3.750,8.565,20.736,1.000
1,375,20.412,20.680,0,15.102,1.782,3.751,8.569,20.754,1.000
1,376,20.402,20.627,0,15.145,1.783,3.755,8.582,20.790,1.000
1,377,20.424,20.637,0,14.812,1.761,3.679,8.356,20.147,1.000
1,378,20.431,20.586,0,14.916,1.751,3.643,8.247,19.827,1.000
1,379,20.223,20.672,0,14.901,1.788,3.775,8.644,20.977,1.000
1,380,20.196,20.736,0,14.604,1.794,3.796,8.709,21.171,1.000
1,381,20.260,20.628,0,15.112,1.807,3.840,8.837,21.526,1.000
1,382,20.219,20.716,0,14.801,1.804,3.833,8.823,21.497,1.000
1,383,20.258,20.679,0,14.848,1.800,3.820,8.784,21.391,1.000
1,384,20.256,20.722,0,14.869,1.833,3.935,9.129,22.376,1.000
1,385,20.143,20.785,0,13.836,1.794,3.799,8.722,21.216,1.000
1,386,19.625,19.995,0,13.032,1.796,3.823,8.835,21.643,1.000
1,387,19.642,19.959,0,13.397,1.794,3.813,8.797,21.516,1.000
1,388,20.187,20.629,0,13.380,1.798,3.813,8.763,21.330,0.500
1,389,19.767,20.678,0,14.799,1.844,3.977,9.269,22.819,1.000
1,390,20.206,20.701,0,14.644,1.830,3.926,9.106,22.322,1.000
1,391,19.731,20.075,0,12.694,1.786,3.788,8.738,21.391,1.000
1,392,19.797,20.032,0,12.778,1.783,3.780,8.716,21.330,1.000
1,393,20.293,20.077,0,12.877,1.795,3.823,8.845,21.695,1.000
1,394,19.776,20.014,0,12.783,1.781,3.769,8.674,21.189,1.000
1,395,20.255,20.065,0,12.967,1.794,3.821,8.843,21.709,1.000
1,396,19.851,20.048,0,12.699,1.777,3.758,8.655,21.169,1.000
1,397,19.788,20.047,0,12.659,1.788,3.793,8.751,21.420,1.000
1,398,19.725,20.059,0,12.582,1.778,3.758,8.642,21.099,1.000
1,399,20.254,20.027,0,12.759,1.791,3.809,8.805,21.590,1.000
1,400,20.345,20.676,0,15.116,1.848,3.987,9.287,22.835,1.000
1,401,20.329,20.700,0,14.891,1.855,4.013,9.371,23.087,1.000
1,402,20.386,20.684,0,15.386,1.852,3.998,9.316,22.909,1.000
1,403,19.794,20.044,0,12.697,1.783,3.777,8.706,21.299,1.000
1,404,20.302,20.689,0,15.063,1.834,3.938,9.139,22.408,1.000
1,405,20.349,20.688,0,15.275,1.848,3.987,9.284,22.821,1.000
1,406,19.728,20.068,0,12.676,1.780,3.769,8.688,21.258,1.000
1,407,19.779,20.067,0,12.582,1.775,3.751,8.629,21.084,1.000
1,408,19.819,20.058,0,12.622,1.768,3.728,8.565,20.917,1.000
1,409,20.327,20.710,0,15.139,1.844,3.972,9.240,22.694,1.000
1,410,19.738,20.041,0,12.864,1.781,3.771,8.684,21.224,1.000
1,411,19.748,20.089,0,12.479,1.777,3.761,8.664,21.196,1.000
1,412,20.204,20.768,0,14.658,1.821,3.892,9.000,22.012,1.000
1,413,20.201,20.711,0,14.591,1.826,3.911,9.058,22.181,1.000
1,414,20.472,20.707,0,15.168,1.874,4.079,9.566,23.642,1.000
1,415,19.821,20.662,0,14.427,1.856,4.022,9.416,23.274,1.000
1,416,20.321,20.679,0,15.201,1.843,3.970,9.237,22.695,1.000
1,417,20.346,19.997,0,13.382,1.805,3.851,8.918,21.879,1.000
1,418,20.437,20.532,0,15.088,1.770,3.713,8.456,20.429,1.000
1,419,21.145,20.504,0,12.143,1.702,3.472,7.732,18.343,1.000
1,420,20.509,20.425,0,11.829,1.704,3.479,7.750,18.392,1.000
1,421,20.814,20.716,0,10.353,1.701,3.476,7.757,18.455,1.000
1,422,21.200,20.664,0,12.974,1.691,3.434,7.614,17.998,1.000
1,423,20.802,20.543,0,12.858,1.699,3.466,7.720,18.325,1.000
1,424,20.781,20.538,0,12.907,1.696,3.451,7.671,18.171,1.000
1,425,20.847,20.602,0,12.465,1.706,3.490,7.795,18.545,1.000
1,426,20.685,20.608,0,11.320,1.696,3.453,7.676,18.183,1.000
1,427,20.696,20.667,0,11.253,1.690,3.433,7.616,18.017,1.000
1,428,20.673,20.605,0,12.213,1.693,3.442,7.637,18.064,1.000
1,429,20.667,20.690,0,11.795,1.692,3.438,7.628,18.041,1.000
1,430,20.659,20.616,0,13.118,1.705,3.481,7.753,18.395,1.000
1,431,20.650,20.761,0,12.981,1.685,3.412,7.549,17.814,1.000
1,432,20.701,20.772,0,13.139,1.701,3.469,7.724,18.327,1.000
1,433,20.675,20.762,0,12.643,1.692,3.439,7.632,18.056,1.000
1,434,20.638,20.786,0,11.416,1.687,3.423,7.588,17.940,1.000
1,435,20.703,20.790,0,12.296,1.702,3.472,7.733,18.355,1.000
1,436,20.590,20.842,0,11.672,1.693,3.442,7.644,18.093,1.000
1,437,20.734,20.824,0,13.099,1.703,3.476,7.746,18.390,1.000
1,438,21.148,21.292,0,13.072,1.713,3.512,7.855,18.701,1.000
1,439,20.825,21.315,0,13.426,1.726,3.563,8.018,19.203,1.000
1,440,20.750,21.336,0,14.039,1.742,3.615,8.172,19.633,1.000
1,441,20.631,21.347,0,14.932,1.761,3.680,8.361,20.166,1.000
1,442,20.757,21.329,0,14.210,1.745,3.629,8.212,19.745,1.000
1,443,20.793,20.834,0,13.069,1.711,3.505,7.837,18.662,1.000
1,444,20.646,21.404,0,14.623,1.746,3.628,8.204,19.713,1.000
1,445,21.392,21.288,0,12.416,1.712,3.507,7.837,18.641,1.000
1,446,20.672,20.848,0,14.091,1.741,3.611,8.154,19.572,1.000
1,447,20.764,21.389,0,14.619,1.759,3.674,8.344,20.117,1.000
1,448,20.692,21.395,0,14.542,1.754,3.657,8.293,19.973,1.000
1,449,21.215,20.855,0,11.979,1.704,3.481,7.761,18.439,1.000
1,450,20.818,21.352,0,14.043,1.742,3.620,8.188,19.693,1.000
1,451,20.731,21.377,0,14.195,1.744,3.624,8.198,19.707,1.000
1,452,21.197,21.367,0,12.109,1.722,3.543,7.945,18.957,1.000
1,453,20.743,21.340,0,13.504,1.726,3.561,8.011,19.175,1.000
1,454,20.642,21.365,0,14.184,1.733,3.583,8.073,19.348,1.000
1,455,20.684,21.323,0,13.706,1.733,3.585,8.079,19.362,1.000
1,456,20.683,21.321,0,14.381,1.740,3.606,8.137,19.519,0.500
1,457,20.714,20.833,0,12.390,1.700,3.468,7.725,18.333,1.000
1,458,20.576,20.839,0,13.605,1.720,3.537,7.930,18.923,1.000
1,459,21.171,21.293,0,12.399,1.716,3.522,7.884,18.784,1.000
1,460,20.797,20.808,0,12.979,1.708,3.493,7.797,18.535,1.000
1,461,20.721,20.794,0,12.406,1.699,3.465,7.714,18.303,1.000
1,462,20.662,21.362,0,14.787,1.748,3.636,8.229,19.786,1.000
1,463,20.759,20.810,0,12.728,1.699,3.462,7.704,18.268,1.000
1,464,20.710,20.832,0,13.241,1.710,3.502,7.823,18.612,1.000
1,465,20.805,21.322,0,13.422,1.726,3.560,8.009,19.172,1.000
1,466,20.680,20.798,0,13.697,1.709,3.499,7.816,18.593,1.000
1,467,20.662,20.795,0,14.079,1.721,3.539,7.931,18.916,1.000
1,468,20.750,21.407,0,13.355,1.718,3.530,7.909,18.865,1.000
1,469,20.723,21.373,0,13.888,1.731,3.578,8.058,19.300,1.000
1,470,20.617,20.759,0,12.932,1.685,3.412,7.553,17.830,1.000
1,471,20.194,20.573,0,14.972,1.825,3.905,9.040,22.128,1.000
1,472,20.277,20.639,0,15.199,1.844,3.973,9.244,22.711,1.000
1,473,20.264,20.621,0,15.021,1.820,3.889,8.989,21.974,1.000
1,474,19.792,19.958,0,13.237,1.783,3.776,8.695,21.247,1.000
1,475,19.790,19.939,0,13.361,1.781,3.764,8.652,21.104,1.000
1,476,20.246,20.572,0,15.461,1.814,3.866,8.915,21.744,1.000
1,477,20.402,20.517,0,15.514,1.788,3.773,8.632,20.922,1.000
1,478,20.426,20.508,0,15.023,1.755,3.656,8.284,19.928,1.000
1,479,20.407,20.506,0,15.087,1.756,3.661,8.297,19.967,1.000
1,480,20.405,20.503,0,15.335,1.784,3.761,8.600,20.842,1.000
1,481,20.458,20.533,0,14.534,1.730,3.569,8.023,19.182,1.000
1,482,20.382,20.541,0,15.383,1.805,3.833,8.816,21.462,1.000
1,483,20.426,20.525,0,14.737,1.745,3.624,8.189,19.665,1.000
1,484,20.427,20.523,0,14.756,1.751,3.646,8.256,19.855,1.000
1,485,20.356,20.632,0,15.112,1.783,3.756,8.586,20.805,1.000
1,486,20.409,20.516,0,14.322,1.735,3.590,8.089,19.382,1.000
1,487,20.282,20.599,0,14.475,1.754,3.655,8.283,19.933,1.000
1,488,20.417,20.635,0,14.765,1.746,3.624,8.188,19.652,1.000
1,489,20.302,20.575,0,14.549,1.740,3.606,8.135,19.502,1.000
1,490,20.322,20.564,0,15.116,1.778,3.741,8.543,20.682,1.000
1,491,20.380,20.602,0,14.846,1.769,3.708,8.444,20.402,1.000
1,492,20.327,20.607,0,14.942,1.770,3.711,8.452,20.417,1.000
1,493,20.335,20.589,0,14.983,1.773,3.719,8.474,20.481,1.000
1,494,20.310,20.643,0,14.803,1.772,3.720,8.480,20.510,1.000
1,495,20.346,20.578,0,15.167,1.776,3.730,8.506,20.569,1.000
1,496,20.170,20.553,0,14.252,1.833,3.941,9.158,22.491,1.000
1,497,20.303,20.531,0,15.302,1.798,3.808,8.742,21.251,1.000
1,498,20.310,20.575,0,15.106,1.770,3.712,8.454,20.427,1.000
1,499,20.380,20.524,0,14.992,1.754,3.656,8.285,19.933,1.000
1,500,20.429,20.444,0,14.789,1.742,3.615,8.159,19.572,1.000
1,501,20.295,20.536,0,14.625,1.753,3.653,8.277,19.913,1.000
1,502,20.284,20.526,0,14.797,1.767,3.700,8.416,20.313,1.000
1,503,20.409,20.382,0,14.187,1.719,3.534,7.916,18.869,1.000
1,504,20.481,20.427,0,13.629,1.708,3.494,7.798,18.531,1.000
1,505,20.537,20.312,0,11.941,1.699,3.462,7.697,18.232,1.000
1,506,20.528,20.450,0,13.488,1.702,3.473,7.734,18.351,1.000
1,507,20.384,20.517,0,14.927,1.752,3.649,8.265,19.879,1.000
1,508,20.424,20.552,0,14.682,1.733,3.582,8.064,19.304,1.000
1,509,20.473,20.475,0,13.698,1.699,3.461,7.695,18.229,1.000
1,510,20.465,20.477,0,13.647,1.699,3.464,7.706,18.267,1.000
1,511,20.468,20.550,0,13.563,1.702,3.472,7.725,18.309,1.000
1,512,20.472,20.493,0,13.705,1.699,3.462,7.703,18.261,1.000
1,513,20.497,20.519,0,13.211,1.692,3.434,7.615,18.000,1.000
1,514,20.460,20.494,0,13.453,1.703,3.475,7.739,18.358,1.000
1,515,20.462,20.495,0,14.045,1.722,3.542,7.939,18.931,1.000
1,516,20.572,20.500,0,13.335,1.695,3.447,7.657,18.132,1.000
1,517,20.446,20.485,0,15.107,1.755,3.659,8.293,19.963,1.000
1,518,20.460,20.513,0,13.619,1.711,3.504,7.827,18.613,1.000
1,519,20.475,20.570,0,13.794,1.707,3.487,7.768,18.430,1.000
1,520,20.439,20.562,0,15.165,1.766,3.700,8.421,20.335,1.000
1,521,20.339,20.604,0,14.998,1.763,3.688,8.381,20.213,1.000
1,522,20.307,20.609,0,14.827,1.764,3.690,8.388,20.235,1.000
1,523,20.382,20.559,0,14.674,1.742,3.615,8.161,19.580,1.000
1,524,20.348,20.684,0,14.299,1.731,3.576,8.046,19.256,1.000
1,525,20.443,20.602,0,14.187,1.713,3.511,7.848,18.680,1.000
1,526,20.385,20.593,0,14.844,1.750,3.643,8.246,19.827,1.000
1,527,20.443,20.565,0,14.492,1.718,3.528,7.900,18.827,1.000
1,528,20.493,20.535,0,13.473,1.708,3.493,7.794,18.518,1.000
1,529,20.447,20.650,0,14.613,1.732,3.576,8.046,19.251,1.000
1,530,20.369,20.608,0,14.105,1.725,3.555,7.985,19.078,1.000
1,531,20.487,20.595,0,14.417,1.740,3.605,8.133,19.502,0.500
1,532,20.445,20.604,0,14.550,1.753,3.653,8.284,19.952,1.000
1,533,20.476,20.422,0,13.171,1.698,3.457,7.686,18.211,0.500
1,534,20.360,20.669,0,11.934,1.714,3.520,7.887,18.818,1.000
1,535,20.481,20.501,0,13.554,1.698,3.459,7.690,18.215,1.000
1,536,20.609,20.473,0,13.625,1.708,3.493,7.794,18.519,1.000
1,537,20.495,20.595,0,14.336,1.719,3.532,7.909,18.851,1.000
1,538,20.498,20.512,0,14.946,1.755,3.658,8.292,19.957,1.000
1,539,20.576,20.517,0,14.365,1.721,3.540,7.935,18.930,1.000
1,540,20.640,20.406,0,13.148,1.698,3.458,7.686,18.205,1.000
1,541,20.489,20.503,0,14.223,1.719,3.532,7.909,18.847,1.000
1,542,20.563,20.591,0,14.633,1.732,3.578,8.051,19.267,1.000
1,543,20.740,20.486,0,12.748,1.714,3.514,7.861,18.722,1.000
1,544,20.560,20.556,0,14.600,1.731,3.574,8.041,19.236,1.000
1,545,20.555,20.534,0,13.598,1.704,3.477,7.748,18.393,1.000
1,546,20.690,20.420,0,12.096,1.708,3.498,7.817,18.607,1.000
1,547,20.655,20.424,0,13.150,1.700,3.465,7.708,18.270,1.000
1,548,20.578,20.527,0,12.405,1.701,3.470,7.726,18.330,1.000
1,549,21.175,20.360,0,11.571,1.711,3.503,7.825,18.610,1.000
1,550,20.801,20.458,0,11.304,1.708,3.498,7.820,18.623,1.000
1,551,20.743,20.388,0,12.171,1.708,3.497,7.812,18.591,1.000
1,552,20.825,20.433,0,11.614,1.712,3.515,7.879,18.816,1.000
1,553,20.752,20.557,0,11.903,1.702,3.474,7.745,18.399,1.000
1,554,20.730,20.530,0,12.501,1.695,3.452,7.674,18.187,1.000
1,555,20.718,20.483,0,13.138,1.723,3.548,7.962,19.012,1.000
1,556,20.705,20.506,0,13.002,1.699,3.464,7.710,18.283,1.000
1,557,20.803,20.467,0,12.323,1.705,3.489,7.796,18.564,1.000
1,558,20.811,20.353,0,11.857,1.717,3.530,7.918,18.912,1.000
1,559,21.138,20.418,0,11.456,1.705,3.482,7.757,18.403,1.000
1,560,20.808,20.425,0,12.129,1.714,3.520,7.889,18.827,1.000
1,561,21.156,20.458,0,11.207,1.703,3.475,7.735,18.340,1.000
1,562,21.150,20.369,0,11.438,1.705,3.481,7.754,18.391,1.000
1,563,21.160,20.436,0,11.150,1.708,3.493,7.794,18.513,1.000
1,564,20.737,20.415,0,12.072,1.706,3.489,7.789,18.531,1.000
1,565,20.655,20.517,0,12.399,1.705,3.482,7.765,18.447,1.000
1,566,20.727,20.539,0,13.827,1.713,3.510,7.848,18.682,1.000
1,567,21.249,20.498,0,12.106,1.693,3.439,7.627,18.026,1.000
1,568,20.659,20.480,0,13.370,1.703,3.476,7.741,18.361,1.000
1,569,21.576,20.711,0,13.269,1.697,3.453,7.667,18.135,1.000
1,570,21.590,20.724,0,13.269,1.701,3.468,7.713,18.273,1.000
1,571,21.451,20.783,0,12.994,1.703,3.476,7.741,18.358,1.000
1,572,21.589,20.778,0,13.098,1.697,3.452,7.664,18.130,1.000
1,573,21.587,20.745,0,13.453,1.703,3.475,7.736,18.346,1.000
1,574,21.615,21.275,0,12.959,1.711,3.503,7.821,18.590,1.000
1,575,21.548,21.324,0,12.737,1.716,3.522,7.878,18.757,1.000
1,576,21.545,20.847,0,12.825,1.691,3.434,7.614,17.995,1.000
1,577,21.622,21.343,0,13.227,1.721,3.538,7.929,18.906,1.000
1,578,21.584,21.295,0,12.880,1.704,3.479,7.751,18.393,1.000
1,579,21.674,21.298,0,13.433,1.722,3.545,7.950,18.970,1.000
1,580,21.520,20.845,0,12.027,1.704,3.478,7.747,18.378,1.000
1,581,21.541,20.842,0,12.926,1.698,3.458,7.684,18.189,1.000
1,582,21.555,20.854,0,12.887,1.696,3.451,7.665,18.143,1.000
1,583,21.528,21.311,0,12.492,1.707,3.489,7.777,18.459,1.000
1,584,21.619,21.361,0,13.609,1.722,3.540,7.933,18.913,1.000
1,585,21.653,21.415,0,14.026,1.716,3.523,7.884,18.779,1.000
1,586,21.491,21.430,0,15.141,1.733,3.579,8.044,19.216,0.500
1,587,21.670,21.360,0,13.506,1.719,3.530,7.903,18.828,1.000
1,588,21.520,21.360,0,12.786,1.716,3.522,7.883,18.779,1.000
1,589,21.603,21.304,0,12.903,1.710,3.501,7.816,18.578,1.000
1,590,21.616,21.337,0,13.830,1.728,3.564,8.006,19.128,1.000
1,591,21.624,21.383,0,13.721,1.723,3.546,7.955,18.983,1.000
1,592,21.771,21.298,0,13.265,1.724,3.554,7.985,19.092,1.000
1,593,21.243,20.819,0,12.849,1.700,3.466,7.709,18.268,1.000
1,594,21.414,21.283,0,13.007,1.703,3.475,7.737,18.354,1.000
1,595,21.391,21.299,0,13.145,1.714,3.515,7.857,18.698,1.000
1,596,21.388,21.285,0,12.124,1.709,3.499,7.811,18.565,1.000
1,597,21.504,21.321,0,13.316,1.715,3.518,7.869,18.735,1.000
1,598,21.378,21.375,0,12.948,1.714,3.512,7.848,18.666,1.000
1,599,21.414,21.391,0,13.241,1.714,3.514,7.860,18.714,1.000
1,600,21.377,21.467,0,13.475,1.713,3.513,7.855,18.698,1.000
1,601,20.939,20.726,0,10.597,1.810,3.902,9.151,22.753,0.500
1,602,21.576,20.852,0,12.402,1.699,3.460,7.693,18.222,1.000
1,603,21.454,21.495,0,13.408,1.724,3.552,7.975,19.051,1.000
1,604,21.369,21.350,0,12.161,1.708,3.493,7.790,18.501,1.000
1,605,21.287,21.365,0,13.507,1.710,3.503,7.825,18.611,0.500
1,606,21.552,21.357,0,12.838,1.711,3.502,7.819,18.590,1.000
1,607,21.513,21.398,0,12.944,1.701,3.470,7.721,18.300,1.000
1,608,21.431,21.616,0,12.913,1.705,3.481,7.754,18.394,1.000
1,609,21.383,21.447,0,13.768,1.719,3.532,7.910,18.851,1.000
1,610,21.450,21.393,0,12.950,1.715,3.520,7.875,18.757,1.000
1,611,21.379,21.442,0,13.579,1.703,3.476,7.742,18.371,1.000
1,612,21.284,21.466,0,13.787,1.720,3.536,7.921,18.882,1.000
1,613,21.364,21.477,0,13.249,1.714,3.515,7.861,18.714,1.000
1,614,21.448,21.376,0,12.560,1.714,3.514,7.855,18.693,1.000
1,615,21.561,21.468,0,12.232,1.710,3.503,7.827,18.618,1.000
1,616,21.261,21.384,0,11.053,1.701,3.469,7.724,18.323,1.000
1,617,21.167,21.461,0,12.471,1.722,3.543,7.945,18.957,1.000
1,618,21.179,21.417,0,11.378,1.723,3.545,7.947,18.951,1.000
1,619,20.855,21.460,0,12.777,1.704,3.484,7.774,18.484,1.000
1,620,21.168,21.464,0,12.152,1.712,3.509,7.840,18.647,1.000
1,621,20.772,21.463,0,12.924,1.705,3.488,7.794,18.560,1.000
1,622,20.763,21.525,0,12.440,1.706,3.489,7.788,18.519,1.000
1,623,20.794,21.425,0,13.100,1.716,3.524,7.894,18.827,1.000
1,624,20.717,21.595,0,12.667,1.712,3.510,7.851,18.696,1.000
1,625,20.739,21.530,0,13.593,1.711,3.505,7.835,18.653,1.000
1,626,20.714,21.568,0,14.017,1.710,3.502,7.826,18.624,1.000
1,627,21.145,21.506,0,11.270,1.706,3.486,7.772,18.454,1.000
1,628,20.705,21.518,0,13.046,1.712,3.510,7.850,18.692,1.000
1,629,20.676,21.580,0,13.332,1.715,3.518,7.868,18.736,1.000
1,630,21.608,22.331,0,13.378,1.715,3.518,7.874,18.759,0.500
1,631,21.598,21.642,0,13.334,1.709,3.496,7.796,18.514,1.000
1,632,21.672,22.268,0,13.417,1.722,3.546,7.958,19.002,1.000
1,633,21.691,22.326,0,13.350,1.721,3.539,7.934,18.931,1.000
1,634,21.452,21.859,0,12.161,1.700,3.464,7.707,18.268,1.000
1,635,21.653,22.293,0,12.988,1.721,3.541,7.944,18.964,1.000
1,636,21.588,22.268,0,13.075,1.728,3.562,8.001,19.113,1.000
1,637,21.307,22.292,0,11.926,1.717,3.524,7.886,18.783,0.500
1,638,21.405,22.411,0,14.481,1.711,3.501,7.813,18.561,0.500
1,639,21.396,22.319,0,13.125,1.717,3.523,7.877,18.745,1.000
1,640,21.282,21.772,0,11.847,1.700,3.467,7.713,18.283,1.000
1,641,21.272,21.781,0,11.165,1.700,3.467,7.715,18.296,1.000
1,642,21.342,21.800,0,11.521,1.707,3.491,7.790,18.517,1.000
1,643,21.417,22.328,0,13.168,1.718,3.529,7.901,18.829,1.000
1,644,21.364,22.348,0,12.840,1.715,3.519,7.873,18.753,1.000
1,645,21.501,22.295,0,13.163,1.712,3.507,7.834,18.631,1.000
1,646,21.422,22.352,0,11.937,1.710,3.502,7.824,18.611,1.000
1,647,21.437,22.382,0,12.867,1.711,3.505,7.831,18.634,1.000
1,648,21.457,22.306,0,12.694,1.725,3.555,7.983,19.074,1.000
1,649,21.450,22.312,0,12.228,1.722,3.542,7.939,18.935,1.000
1,650,21.406,22.456,0,12.731,1.709,3.498,7.809,18.563,1.000
1,651,21.487,21.845,0,12.451,1.704,3.480,7.755,18.406,1.000
1,652,21.306,22.334,0,11.949,1.715,3.519,7.872,18.742,1.000
1,653,21.510,22.284,0,13.025,1.716,3.520,7.874,18.749,1.000
1,654,20.768,21.847,0,12.681,1.696,3.453,7.677,18.191,1.000
1,655,21.411,21.864,0,13.247,1.706,3.485,7.770,18.454,1.000
1,656,21.195,22.441,0,12.561,1.715,3.516,7.864,18.723,1.000
1,657,21.403,22.439,0,13.909,1.713,3.511,7.850,18.685,1.000
1,658,21.599,22.356,0,13.813,1.719,3.531,7.910,18.858,1.000
1,659,21.670,22.424,0,13.819,1.715,3.519,7.874,18.756,1.000
1,660,21.617,22.412,0,13.392,1.714,3.513,7.851,18.680,1.000
1,661,21.515,22.443,0,13.175,1.704,3.479,7.745,18.366,1.000
1,662,20.883,21.796,0,12.202,1.705,3.490,7.805,18.608,1.000
1,663,21.293,21.681,0,12.740,1.718,3.528,7.902,18.835,1.000
1,664,21.396,21.699,0,12.603,1.715,3.520,7.878,18.775,1.000
1,665,21.405,21.815,0,11.999,1.714,3.515,7.860,18.711,1.000
1,666,21.364,22.245,0,13.196,1.715,3.520,7.875,18.756,1.000
1,667,21.384,21.795,0,13.044,1.715,3.518,7.871,18.744,1.000
1,668,21.420,21.790,0,12.567,1.705,3.484,7.766,18.438,1.000
1,669,21.355,21.801,0,12.586,1.711,3.505,7.832,18.638,1.000
1,670,21.464,21.769,0,13.817,1.710,3.499,7.810,18.568,1.000
1,671,21.542,21.782,0,14.024,1.731,3.574,8.034,19.204,1.000
1,672,21.615,21.771,0,12.962,1.707,3.492,7.796,18.538,1.000
1,673,21.706,21.715,0,13.310,1.706,3.489,7.786,18.505,1.000
1,674,22.322,22.339,0,15.483,1.800,3.815,8.760,21.294,1.000
1,675,21.784,21.768,0,14.891,1.806,3.840,8.852,21.602,1.000
1,676,21.697,20.982,0,12.605,1.791,3.810,8.817,21.652,1.000
1,677,21.717,20.919,0,13.062,1.801,3.841,8.899,21.860,1.000
1,678,21.713,21.030,0,12.758,1.791,3.812,8.824,21.675,1.000
1,679,21.701,21.029,0,12.784,1.798,3.836,8.893,21.860,1.000
1,680,21.697,21.066,0,12.596,1.799,3.837,8.897,21.874,1.000
1,681,21.647,21.043,0,12.759,1.801,3.847,8.927,21.962,1.000
1,682,22.322,21.770,0,15.200,1.867,4.054,9.487,23.406,1.000
1,683,21.672,21.039,0,12.376,1.796,3.838,8.918,21.985,1.000
1,684,21.791,21.696,0,14.719,1.859,4.029,9.427,23.279,1.000
1,685,21.805,21.685,0,14.809,1.869,4.065,9.538,23.606,1.000
1,686,21.787,21.694,0,14.683,1.864,4.049,9.489,23.464,1.000
1,687,21.759,21.823,0,14.672,1.793,3.793,8.702,21.153,1.000
1,688,21.779,21.779,0,14.509,1.818,3.887,9.000,22.054,1.000
1,689,22.312,22.451,0,15.885,1.831,3.923,9.081,22.207,1.000
1,690,21.791,21.679,0,14.805,1.865,4.049,9.483,23.427,1.000
1,691,21.723,21.727,0,15.183,1.836,3.940,9.142,22.410,1.000
1,692,21.729,21.699,0,15.089,1.854,4.009,9.355,23.044,1.000
1,693,21.635,21.069,0,12.877,1.805,3.861,8.970,22.089,1.000
1,694,21.772,21.701,0,15.000,1.838,3.955,9.196,22.599,1.000
1,695,22.357,21.786,0,15.429,1.853,4.002,9.324,22.923,1.000
1,696,23.159,22.043,0,12.032,1.757,3.690,8.451,20.585,1.000
1,697,21.843,21.697,0,13.802,1.847,4.000,9.371,23.203,1.000
1,698,23.685,21.783,0,11.716,1.650,3.282,7.133,16.550,0.500
1,699,21.776,21.713,0,13.971,1.858,4.035,9.469,23.459,0.500
1,700,21.763,21.016,0,12.756,1.788,3.798,8.770,21.492,1.000
1,701,21.777,21.716,0,14.511,1.861,4.039,9.462,23.392,1.000
1,702,21.839,21.673,0,14.007,1.872,4.092,9.652,24.022,0.500
1,703,21.851,21.677,0,13.944,1.862,4.053,9.531,23.664,0.500
1,704,21.893,21.666,0,13.813,1.867,4.079,9.626,23.976,0.500
1,705,21.789,21.069,0,11.906,1.773,3.758,8.684,21.327,0.500
1,706,21.867,21.699,0,13.584,1.851,4.022,9.451,23.465,0.500
1,707,21.880,21.714,0,13.599,1.849,4.015,9.427,23.391,0.500
1,708,21.847,21.703,0,13.316,1.846,4.005,9.403,23.335,1.000
1,709,21.861,21.700,0,13.536,1.846,4.003,9.390,23.280,0.500
1,710,21.894,21.650,0,13.701,1.855,4.036,9.498,23.615,0.500
1,711,21.842,21.688,0,14.026,1.861,4.047,9.506,23.573,1.000
1,712,21.845,21.724,0,13.631,1.852,4.019,9.431,23.381,0.500
1,713,21.840,21.726,0,14.161,1.856,4.027,9.442,23.377,1.000
1,714,21.848,21.678,0,14.041,1.862,4.052,9.528,23.653,0.500
1,715,21.803,21.698,0,14.180,1.854,4.020,9.417,23.297,1.000
1,716,21.865,21.707,0,14.101,1.857,4.036,9.478,23.508,1.000
1,717,21.874,21.727,0,13.889,1.850,4.013,9.413,23.333,1.000
1,718,22.387,21.773,0,15.470,1.875,4.082,9.573,23.658,1.000
1,719,22.375,22.486,0,16.113,1.855,4.009,9.343,22.971,1.000
1,720,21.832,21.728,0,14.233,1.849,4.003,9.364,23.140,1.000
1,721,22.373,21.815,0,15.212,1.848,3.986,9.280,22.805,1.000
1,722,21.827,21.731,0,14.452,1.850,4.004,9.365,23.133,1.000
1,723,21.829,21.681,0,14.281,1.860,4.042,9.488,23.512,1.000
1,724,22.387,21.862,0,14.950,1.863,4.043,9.465,23.379,1.000
1,725,22.416,21.802,0,15.254,1.868,4.059,9.506,23.472,1.000
1,726,21.830,21.741,0,14.434,1.849,4.001,9.357,23.119,1.000
1,727,22.308,21.808,0,15.196,1.838,3.954,9.185,22.540,1.000
1,728,22.346,21.822,0,15.134,1.848,3.985,9.278,22.800,1.000
1,729,22.370,21.796,0,15.199,1.868,4.059,9.503,23.459,1.000
