Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
1,730,22.313,21.816,0,15.266,1.845,3.973,9.242,22.696,1.000
1,731,21.777,21.097,0,12.202,1.790,3.811,8.826,21.695,1.000
1,732,21.867,21.056,0,12.103,1.785,3.801,8.817,21.725,1.000
1,733,21.839,21.660,0,14.685,1.872,4.080,9.590,23.771,1.000
1,734,22.385,21.749,0,15.605,1.865,4.044,9.452,23.293,1.000
1,735,21.851,21.694,0,14.618,1.860,4.035,9.453,23.373,1.000
1,736,21.843,21.661,0,14.673,1.867,4.060,9.530,23.602,1.000
1,737,21.838,21.708,0,14.467,1.858,4.031,9.445,23.357,1.000
1,738,21.840,20.970,0,12.192,1.786,3.802,8.814,21.698,0.670
1,739,21.817,21.695,0,14.733,1.862,4.041,9.466,23.399,1.000
1,740,21.734,21.028,0,12.577,1.797,3.832,8.888,21.864,1.000
1,741,21.843,21.679,0,14.840,1.862,4.042,9.468,23.403,1.000
1,742,21.648,20.968,0,13.436,1.809,3.868,8.973,22.053,1.000
1,743,21.826,21.676,0,14.837,1.868,4.061,9.525,23.566,1.000
1,744,22.368,21.762,0,15.526,1.844,3.970,9.228,22.651,1.000
1,745,21.784,21.725,0,14.964,1.827,3.917,9.084,22.272,0.500
1,746,22.354,21.727,0,15.619,1.864,4.040,9.440,23.261,1.000
1,747,22.393,21.765,0,15.641,1.849,3.989,9.287,22.820,1.000
1,748,21.752,21.085,0,12.537,1.794,3.826,8.872,21.827,1.000
1,749,21.802,21.684,0,15.060,1.853,4.009,9.362,23.083,1.000
1,750,22.342,21.812,0,15.204,1.813,3.862,8.903,21.714,1.000
1,751,21.769,21.759,0,14.859,1.829,3.922,9.097,22.311,1.000
1,752,21.730,21.754,0,14.957,1.823,3.898,9.022,22.083,1.000
1,753,21.772,21.715,0,15.013,1.838,3.952,9.185,22.562,1.000
1,754,21.713,21.692,0,15.196,1.850,3.993,9.309,22.916,1.000
1,755,21.665,21.046,0,12.740,1.811,3.878,9.016,22.209,1.000
1,756,21.750,21.701,0,15.152,1.835,3.941,9.154,22.473,1.000
1,757,21.802,21.668,0,14.954,1.866,4.054,9.504,23.510,1.000
1,758,21.769,21.673,0,15.132,1.856,4.018,9.390,23.163,1.000
1,759,21.765,21.083,0,12.562,1.789,3.801,8.786,21.554,1.000
1,760,22.309,21.741,0,15.399,1.835,3.942,9.146,22.417,1.000
1,761,21.700,20.939,0,12.745,1.798,3.836,8.895,21.873,1.000
1,762,21.742,20.934,0,12.609,1.788,3.803,8.803,21.628,0.500
1,763,22.314,21.698,0,15.616,1.837,3.945,9.150,22.420,1.000
1,764,21.731,20.979,0,13.287,1.813,3.882,9.019,22.195,1.000
1,765,21.785,21.042,0,11.987,1.786,3.800,8.801,21.638,1.000
1,766,21.662,21.007,0,13.333,1.800,3.837,8.877,21.773,1.000
1,767,21.759,21.073,0,11.809,1.780,3.786,8.774,21.606,0.500
1,768,22.373,21.726,0,15.681,1.868,4.055,9.486,23.395,1.000
1,769,21.732,21.049,0,12.552,1.797,3.833,8.887,21.857,1.000
1,770,21.717,20.892,0,13.950,1.818,3.894,9.040,22.219,1.000
1,771,21.688,22.494,0,15.498,1.785,3.763,8.608,20.872,1.000
1,772,19.856,22.055,0,12.662,1.783,3.785,8.745,21.451,1.000
1,773,21.356,22.542,0,13.484,1.697,3.454,7.674,18.167,1.000
1,774,20.350,21.983,0,14.041,1.815,3.884,9.013,22.145,1.000
1,775,20.406,21.825,0,15.021,1.838,3.955,9.195,22.584,1.000
1,776,20.389,21.785,0,14.706,1.860,4.036,9.446,23.328,1.000
1,777,20.380,21.795,0,14.844,1.833,3.940,9.155,22.484,1.000
1,778,20.493,22.562,0,15.063,1.757,3.669,8.330,20.080,1.000
1,779,20.364,21.830,0,14.948,1.832,3.935,9.137,22.418,1.000
1,780,20.417,21.788,0,14.731,1.862,4.044,9.473,23.408,1.000
1,781,20.435,21.960,0,14.131,1.820,3.901,9.064,22.286,1.000
1,782,20.545,22.420,0,15.363,1.787,3.770,8.631,20.935,1.000
1,783,19.728,21.778,0,13.661,1.850,4.008,9.382,23.192,1.000
1,784,20.548,22.408,0,15.604,1.795,3.798,8.712,21.167,1.000
1,785,20.601,22.380,0,14.974,1.770,3.714,8.466,20.476,1.000
1,786,20.522,22.413,0,15.000,1.792,3.793,8.706,21.167,0.500
1,787,19.757,21.724,0,13.512,1.842,3.980,9.298,22.950,0.585
1,788,19.694,21.903,0,13.215,1.818,3.900,9.072,22.339,0.500
1,789,19.909,21.840,0,13.137,1.809,3.875,9.013,22.216,1.000
1,790,19.881,21.814,0,13.343,1.817,3.897,9.068,22.342,1.000
1,791,19.841,21.838,0,13.176,1.821,3.914,9.119,22.490,1.000
1,792,19.907,21.815,0,13.042,1.815,3.896,9.081,22.421,1.000
1,793,20.447,21.840,0,14.407,1.848,3.997,9.343,23.066,1.000
1,794,19.905,21.848,0,12.944,1.808,3.871,9.005,22.206,1.000
1,795,19.856,21.857,0,13.140,1.815,3.896,9.078,22.410,1.000
1,796,19.918,21.828,0,13.042,1.802,3.847,8.921,21.933,1.000
1,797,19.833,21.821,0,13.186,1.832,3.950,9.223,22.783,0.500
1,798,19.877,21.806,0,13.386,1.822,3.917,9.129,22.523,1.000
1,799,19.876,21.789,0,13.180,1.819,3.909,9.114,22.498,1.000
1,800,19.882,21.826,0,13.167,1.804,3.856,8.948,22.016,1.000
1,801,20.492,21.953,0,14.186,1.827,3.928,9.146,22.523,1.000
1,802,19.920,21.887,0,12.808,1.803,3.861,8.987,22.182,1.000
1,803,19.940,21.822,0,12.896,1.808,3.875,9.022,22.273,1.000
1,804,19.928,21.833,0,12.875,1.808,3.873,9.014,22.243,1.000
1,805,19.902,21.846,0,12.937,1.815,3.900,9.097,22.481,1.000
1,806,19.919,21.837,0,13.084,1.808,3.873,9.006,22.198,1.000
1,807,19.870,21.822,0,13.120,1.820,3.912,9.124,22.534,1.000
1,808,19.936,21.846,0,12.771,1.811,3.888,9.069,22.423,1.000
1,809,19.963,21.873,0,12.673,1.803,3.863,9.000,22.243,1.000
1,810,19.891,21.827,0,13.120,1.819,3.908,9.113,22.503,1.000
1,811,19.934,21.886,0,12.917,1.795,3.830,8.889,21.894,1.000
1,812,19.807,21.790,0,13.470,1.827,3.932,9.164,22.602,1.000
1,813,20.402,21.865,0,14.447,1.844,3.983,9.300,22.944,1.000
1,814,20.419,21.899,0,14.720,1.828,3.925,9.121,22.411,1.000
1,815,19.913,21.861,0,13.475,1.793,3.813,8.807,21.577,1.000
1,816,20.439,21.851,0,14.825,1.840,3.966,9.242,22.755,1.000
1,817,19.923,21.870,0,13.276,1.801,3.844,8.915,21.925,1.000
1,818,20.433,21.935,0,14.269,1.824,3.916,9.106,22.397,1.000
1,819,19.844,21.859,0,13.224,1.813,3.884,9.028,22.230,1.000
1,820,19.778,21.839,0,13.223,1.825,3.921,9.129,22.492,0.500
1,821,19.818,21.820,0,13.496,1.828,3.932,9.162,22.583,1.000
1,822,20.408,21.949,0,14.121,1.817,3.891,9.029,22.180,1.000
1,823,19.829,21.870,0,13.326,1.811,3.877,9.003,22.147,1.000
1,824,19.798,21.900,0,13.081,1.812,3.878,9.009,22.168,1.000
1,825,19.770,21.833,0,13.029,1.823,3.919,9.130,22.506,0.500
1,826,19.793,21.952,0,12.612,1.796,3.831,8.881,21.843,0.500
1,827,19.845,21.925,0,12.781,1.794,3.821,8.853,21.765,0.500
1,828,19.831,21.899,0,13.093,1.797,3.827,8.858,21.745,1.000
1,829,19.756,21.919,0,12.762,1.801,3.846,8.924,21.953,0.500
1,830,19.775,21.864,0,12.923,1.804,3.852,8.936,21.971,0.500
1,831,19.826,21.918,0,13.276,1.796,3.821,8.833,21.653,1.000
1,832,19.744,21.883,0,13.216,1.817,3.898,9.070,22.349,0.500
1,833,19.811,21.914,0,13.274,1.799,3.836,8.883,21.810,1.000
1,834,19.669,21.890,0,13.050,1.817,3.899,9.073,22.354,0.500
1,835,20.397,21.956,0,14.399,1.818,3.892,9.029,22.170,1.000
1,836,19.643,21.985,0,12.374,1.797,3.834,8.892,21.874,0.622
1,837,19.778,22.800,0,14.272,1.830,3.929,9.132,22.440,1.000
1,838,20.578,22.796,0,14.081,1.730,3.573,8.038,19.234,1.000
1,839,19.713,21.769,0,12.571,1.842,3.993,9.369,23.239,0.500
1,840,20.775,22.735,0,12.632,1.705,3.486,7.780,18.495,1.000
1,841,20.627,22.817,0,13.855,1.725,3.556,7.987,19.091,1.000
1,842,20.679,22.758,0,13.831,1.731,3.579,8.061,19.311,1.000
1,843,20.718,22.788,0,13.675,1.729,3.568,8.022,19.189,1.000
1,844,20.658,22.729,0,14.370,1.740,3.611,8.157,19.590,1.000
1,845,20.623,22.767,0,15.037,1.769,3.708,8.447,20.418,1.000
1,846,20.654,22.737,0,14.074,1.727,3.561,8.004,19.139,1.000
1,847,20.741,23.290,0,14.536,1.760,3.682,8.373,20.212,1.000
1,848,20.721,23.336,0,14.766,1.760,3.680,8.363,20.175,1.000
1,849,20.658,22.794,0,14.244,1.732,3.579,8.059,19.300,1.000
1,850,20.709,22.809,0,13.969,1.729,3.567,8.021,19.188,1.000
1,851,20.668,22.808,0,14.006,1.732,3.581,8.066,19.320,1.000
1,852,20.669,22.837,0,14.443,1.754,3.659,8.303,20.014,1.000
1,853,20.618,22.777,0,14.221,1.745,3.626,8.206,19.738,1.000
1,854,20.614,23.355,0,15.606,1.785,3.765,8.615,20.895,1.000
1,855,20.576,22.832,0,14.583,1.752,3.648,8.268,19.905,1.000
1,856,21.244,23.382,0,14.738,1.753,3.652,8.274,19.909,1.000
1,857,20.451,22.817,0,15.405,1.810,3.851,8.873,21.634,1.000
1,858,20.561,22.861,0,14.767,1.771,3.717,8.475,20.505,1.000
1,859,20.592,22.827,0,14.778,1.757,3.665,8.317,20.041,1.000
1,860,20.532,22.833,0,15.082,1.775,3.732,8.518,20.623,1.000
1,861,20.672,23.409,0,15.558,1.799,3.815,8.768,21.337,1.000
1,862,20.607,22.791,0,15.219,1.783,3.757,8.594,20.837,1.000
1,863,20.596,23.420,0,15.916,1.808,3.842,8.843,21.539,1.000
1,864,20.565,23.445,0,15.834,1.810,3.851,8.869,21.612,1.000
1,865,20.832,23.576,0,14.660,1.752,3.653,8.286,19.964,1.000
1,866,20.596,22.847,0,13.813,1.724,3.553,7.984,19.091,1.000
1,867,20.632,23.391,0,15.861,1.806,3.837,8.830,21.504,1.000
1,868,20.616,23.348,0,15.063,1.759,3.672,8.335,20.086,1.000
1,869,20.545,22.814,0,14.814,1.765,3.696,8.410,20.312,1.000
1,870,20.616,22.831,0,14.584,1.756,3.661,8.302,19.991,1.000
1,871,20.451,22.852,0,15.099,1.788,3.776,8.657,21.034,1.000
1,872,20.679,23.407,0,15.542,1.785,3.766,8.619,20.901,1.000
1,873,20.538,23.463,0,16.095,1.832,3.928,9.105,22.299,1.000
1,874,20.576,22.887,0,15.048,1.795,3.804,8.745,21.303,1.000
1,875,20.420,22.853,0,14.979,1.786,3.769,8.628,20.934,1.000
1,876,20.487,23.464,0,16.125,1.834,3.936,9.128,22.364,1.000
1,877,20.450,22.869,0,15.120,1.825,3.909,9.062,22.220,1.000
1,878,20.463,22.867,0,15.191,1.808,3.849,8.879,21.678,1.000
1,879,20.583,23.472,0,15.991,1.821,3.890,8.988,21.958,1.000
1,880,19.904,22.827,0,13.991,1.799,3.827,8.838,21.635,1.000
1,881,20.619,23.455,0,15.972,1.824,3.902,9.026,22.074,1.000
1,882,20.575,22.813,0,15.209,1.795,3.800,8.722,21.205,1.000
1,883,20.610,23.471,0,16.287,1.842,3.966,9.219,22.634,1.000
1,884,20.485,22.896,0,14.885,1.812,3.866,8.933,21.852,1.000
1,885,20.637,23.450,0,15.802,1.808,3.843,8.846,21.547,1.000
1,886,20.539,23.552,0,16.146,1.846,3.979,9.259,22.747,1.000
1,887,20.676,23.515,0,15.038,1.767,3.702,8.429,20.361,1.000
1,888,20.711,23.502,0,14.746,1.753,3.653,8.283,19.945,1.000
1,889,20.615,23.465,0,15.290,1.772,3.719,8.475,20.489,1.000
1,890,20.558,23.480,0,16.008,1.822,3.894,9.002,22.001,1.000
1,891,20.594,23.483,0,16.194,1.840,3.958,9.195,22.563,1.000
1,892,20.565,23.521,0,15.573,1.792,3.789,8.686,21.092,1.000
1,893,20.626,23.496,0,15.296,1.767,3.700,8.418,20.318,1.000
1,894,20.661,23.508,0,15.014,1.758,3.669,8.326,20.060,1.000
1,895,20.613,23.433,0,15.308,1.776,3.734,8.518,20.608,1.000
1,896,20.717,23.494,0,14.685,1.749,3.638,8.237,19.812,1.000
1,897,20.645,23.509,0,14.819,1.749,3.638,8.234,19.799,1.000
1,898,20.689,23.482,0,14.516,1.734,3.588,8.084,19.373,1.000
1,899,20.622,23.521,0,15.421,1.772,3.718,8.470,20.465,1.000
1,900,20.374,23.641,0,15.873,1.841,3.961,9.202,22.580,1.000
1,901,20.513,23.615,0,15.560,1.795,3.801,8.725,21.209,1.000
1,902,20.606,23.551,0,14.852,1.756,3.664,8.316,20.040,1.000
1,903,20.624,23.501,0,15.295,1.779,3.743,8.548,20.697,1.000
1,904,20.624,23.515,0,14.766,1.773,3.721,8.476,20.476,1.000
1,905,20.647,23.519,0,15.658,1.793,3.791,8.691,21.105,1.000
1,906,20.524,23.533,0,16.014,1.813,3.864,8.911,21.742,1.000
1,907,20.561,23.502,0,15.467,1.782,3.753,8.576,20.780,1.000
1,908,20.701,23.505,0,14.958,1.764,3.691,8.389,20.234,1.000
1,909,20.591,23.501,0,15.505,1.787,3.773,8.640,20.965,1.000
1,910,20.605,23.533,0,15.321,1.784,3.762,8.608,20.873,1.000
1,911,20.680,23.531,0,15.334,1.774,3.725,8.496,20.551,1.000
1,912,20.617,23.498,0,14.714,1.737,3.598,8.113,19.456,1.000
1,913,20.463,23.568,0,15.873,1.811,3.856,8.886,21.666,1.000
1,914,20.465,23.582,0,15.671,1.809,3.849,8.869,21.627,1.000
1,915,20.629,23.550,0,15.034,1.749,3.639,8.236,19.801,1.000
1,916,20.515,23.656,0,15.660,1.815,3.870,8.932,21.802,1.000
1,917,19.812,22.916,0,13.697,1.796,3.819,8.821,21.603,1.000
1,918,20.678,23.450,0,15.084,1.753,3.654,8.283,19.941,1.000
1,919,20.676,23.499,0,15.155,1.762,3.686,8.379,20.216,1.000
1,920,20.719,23.500,0,15.073,1.761,3.680,8.359,20.160,1.000
1,921,20.810,23.472,0,14.819,1.760,3.679,8.358,20.151,1.000
1,922,20.783,23.385,0,14.862,1.761,3.679,8.357,20.148,1.000
1,923,21.572,23.367,0,12.158,1.701,3.472,7.735,18.363,1.000
1,924,21.625,23.288,0,13.552,1.715,3.518,7.870,18.746,1.000
1,925,21.437,23.360,0,14.485,1.742,3.611,8.151,19.549,1.000
1,926,21.465,23.302,0,14.234,1.742,3.614,8.161,19.582,1.000
1,927,21.403,23.335,0,13.911,1.725,3.555,7.983,19.070,1.000
1,928,21.425,23.301,0,14.346,1.735,3.589,8.082,19.352,1.000
1,929,21.435,23.299,0,14.366,1.742,3.613,8.157,19.567,1.000
1,930,21.380,23.280,0,13.834,1.730,3.572,8.036,19.226,1.000
1,931,21.350,23.299,0,14.507,1.746,3.627,8.197,19.682,1.000
1,932,21.397,23.304,0,14.264,1.738,3.602,8.126,19.487,1.000
1,933,21.448,23.348,0,14.115,1.726,3.560,7.999,19.122,1.000
1,934,21.406,23.267,0,13.742,1.733,3.582,8.067,19.318,1.000
1,935,21.338,23.387,0,13.967,1.730,3.571,8.028,19.196,1.000
1,936,21.305,23.473,0,12.559,1.715,3.519,7.874,18.755,1.000
1,937,21.545,22.691,0,9.932,1.695,3.445,7.642,18.067,1.000
1,938,21.271,23.418,0,11.211,1.718,3.530,7.905,18.837,1.000
1,939,21.426,23.278,0,13.611,1.722,3.545,7.952,18.977,1.000
1,940,21.344,23.375,0,13.602,1.725,3.555,7.985,19.084,0.500
1,941,21.419,23.294,0,13.932,1.720,3.534,7.916,18.865,1.000
1,942,21.338,22.766,0,13.880,1.724,3.548,7.959,18.994,1.000
1,943,21.421,23.302,0,14.507,1.743,3.616,8.164,19.586,1.000
1,944,21.440,23.284,0,13.588,1.716,3.521,7.877,18.759,1.000
1,945,21.299,23.309,0,13.911,1.726,3.557,7.990,19.090,1.000
1,946,21.295,22.812,0,14.997,1.763,3.684,8.365,20.154,0.500
1,947,20.834,22.767,0,10.695,1.676,3.385,7.477,17.627,1.000
1,948,21.318,22.811,0,11.921,1.703,3.475,7.741,18.372,1.000
1,949,21.404,23.342,0,13.429,1.705,3.483,7.762,18.428,1.000
1,950,21.274,23.251,0,12.813,1.716,3.523,7.888,18.802,1.000
1,951,21.325,22.842,0,12.622,1.699,3.464,7.711,18.292,1.000
1,952,21.388,23.230,0,12.600,1.721,3.540,7.933,18.918,1.000
1,953,21.410,23.254,0,12.973,1.711,3.505,7.833,18.639,1.000
1,954,21.399,23.274,0,13.387,1.714,3.515,7.861,18.710,1.000
1,955,21.442,23.304,0,13.486,1.723,3.548,7.960,19.004,1.000
1,956,21.397,23.309,0,12.808,1.713,3.515,7.865,18.734,1.000
1,957,21.405,23.246,0,13.280,1.719,3.535,7.923,18.900,1.000
1,958,21.360,23.280,0,13.964,1.732,3.580,8.060,19.291,1.000
1,959,21.364,23.312,0,14.048,1.735,3.588,8.081,19.350,1.000
1,960,21.397,23.358,0,14.495,1.740,3.605,8.129,19.482,1.000
1,961,21.350,23.281,0,13.811,1.729,3.569,8.025,19.189,1.000
1,962,21.380,23.317,0,13.601,1.718,3.531,7.908,18.851,1.000
1,963,21.428,23.273,0,14.045,1.731,3.576,8.043,19.240,1.000
1,964,21.369,23.286,0,13.844,1.729,3.568,8.022,19.182,1.000
1,965,21.390,23.368,0,14.209,1.731,3.573,8.032,19.202,1.000
1,966,21.380,23.274,0,13.934,1.731,3.576,8.044,19.241,1.000
1,967,21.375,23.326,0,13.332,1.716,3.524,7.889,18.795,1.000
1,968,21.325,23.279,0,13.627,1.721,3.539,7.933,18.920,1.000
1,969,21.343,23.299,0,13.433,1.723,3.547,7.957,18.992,1.000
1,970,21.387,23.363,0,13.812,1.716,3.523,7.886,18.788,1.000
1,971,21.315,23.360,0,13.266,1.708,3.494,7.794,18.515,1.000
1,972,21.326,23.323,0,13.348,1.715,3.516,7.862,18.712,1.000
1,973,21.320,23.253,0,13.223,1.720,3.538,7.930,18.911,1.000
1,974,21.314,23.338,0,13.496,1.714,3.516,7.863,18.721,1.000
1,975,21.290,23.326,0,13.560,1.716,3.521,7.878,18.761,1.000
1,976,21.310,23.395,0,12.870,1.709,3.496,7.801,18.536,1.000
1,977,21.324,23.359,0,13.032,1.712,3.509,7.843,18.657,1.000
1,978,21.245,23.354,0,13.234,1.718,3.528,7.902,18.834,1.000
1,979,21.304,23.236,0,13.179,1.722,3.541,7.939,18.935,1.000
1,980,21.308,23.335,0,13.167,1.716,3.522,7.885,18.789,1.000
1,981,21.290,23.313,0,13.336,1.717,3.524,7.888,18.789,1.000
1,982,21.352,23.302,0,13.539,1.716,3.523,7.884,18.778,1.000
1,983,21.261,23.439,0,13.014,1.715,3.521,7.880,18.773,1.000
1,984,21.277,23.364,0,13.279,1.717,3.526,7.894,18.815,1.000
1,985,21.323,23.342,0,13.428,1.722,3.542,7.940,18.937,1.000
1,986,21.281,23.347,0,13.702,1.722,3.539,7.928,18.890,1.000
1,987,21.290,23.337,0,13.778,1.712,3.507,7.834,18.629,1.000
1,988,21.263,23.310,0,13.061,1.717,3.526,7.890,18.792,1.000
1,989,21.206,23.356,0,13.049,1.717,3.527,7.895,18.806,1.000
1,990,21.323,23.251,0,12.429,1.715,3.519,7.874,18.754,1.000
1,991,21.276,23.278,0,13.194,1.707,3.492,7.790,18.504,1.000
1,992,21.254,23.363,0,13.358,1.710,3.502,7.825,18.620,1.000
1,993,21.225,23.273,0,12.854,1.712,3.510,7.844,18.658,1.000
1,994,20.802,22.795,0,12.086,1.707,3.493,7.797,18.536,1.000
1,995,20.779,22.815,0,12.974,1.697,3.455,7.680,18.194,1.000
1,996,21.233,23.237,0,13.042,1.717,3.525,7.890,18.791,1.000
1,997,20.831,23.256,0,12.950,1.726,3.564,8.027,19.239,1.000
1,998,21.243,23.253,0,13.233,1.719,3.533,7.911,18.851,1.000
1,999,21.268,23.300,0,13.592,1.720,3.535,7.918,18.868,1.000
1,1000,21.269,23.280,0,13.399,1.722,3.540,7.932,18.909,1.000
1,1001,21.284,23.337,0,13.626,1.726,3.557,7.988,19.077,1.000
1,1002,21.247,23.296,0,13.320,1.716,3.523,7.884,18.777,1.000
1,1003,21.247,23.271,0,13.087,1.723,3.546,7.953,18.973,1.000
1,1004,20.787,22.747,0,13.139,1.706,3.488,7.784,18.503,1.000
1,1005,20.802,22.780,0,12.889,1.707,3.491,7.790,18.520,1.000
1,1006,21.280,23.336,0,13.854,1.725,3.555,7.982,19.068,1.000
1,1007,21.290,23.272,0,13.529,1.721,3.540,7.937,18.934,1.000
1,1008,21.290,23.295,0,13.569,1.725,3.552,7.974,19.043,1.000
1,1009,21.268,23.290,0,13.573,1.724,3.551,7.970,19.027,1.000
1,1010,21.254,23.335,0,13.477,1.715,3.517,7.866,18.725,1.000
1,1011,21.307,23.256,0,13.600,1.725,3.556,7.986,19.084,1.000
1,1012,21.258,23.291,0,13.448,1.727,3.561,8.000,19.111,1.000
1,1013,21.257,23.277,0,13.583,1.724,3.550,7.967,19.023,1.000
1,1014,21.274,23.318,0,13.430,1.715,3.519,7.873,18.746,1.000
1,1015,21.278,23.307,0,13.498,1.722,3.544,7.948,18.961,1.000
1,1016,21.323,23.371,0,13.551,1.715,3.520,7.876,18.762,1.000
1,1017,21.248,23.323,0,13.589,1.727,3.560,7.998,19.111,1.000
1,1018,20.863,23.295,0,12.930,1.727,3.570,8.052,19.334,1.000
1,1019,21.172,23.357,0,12.459,1.724,3.552,7.971,19.033,1.000
1,1020,21.271,23.359,0,13.746,1.716,3.520,7.874,18.744,1.000
1,1021,21.334,23.297,0,13.641,1.715,3.518,7.866,18.720,1.000
1,1022,21.266,23.308,0,13.464,1.719,3.534,7.918,18.878,1.000
1,1023,21.268,23.289,0,13.272,1.713,3.512,7.851,18.684,1.000
1,1024,21.259,23.343,0,13.289,1.720,3.536,7.925,18.896,1.000
1,1025,21.219,23.316,0,13.019,1.713,3.513,7.856,18.701,1.000
1,1026,21.267,23.465,0,12.380,1.724,3.553,7.981,19.077,0.500
1,1027,21.262,23.354,0,13.283,1.715,3.518,7.865,18.716,0.500
1,1028,21.389,23.302,0,13.872,1.719,3.534,7.921,18.892,1.000
1,1029,20.813,22.723,0,12.710,1.707,3.492,7.793,18.526,1.000
1,1030,21.223,22.725,0,12.498,1.728,3.569,8.029,19.217,0.500
1,1031,21.298,23.333,0,13.678,1.703,3.473,7.728,18.316,1.000
1,1032,21.257,23.395,0,13.377,1.712,3.510,7.846,18.668,1.000
1,1033,21.302,23.342,0,13.597,1.712,3.507,7.837,18.642,1.000
1,1034,21.314,23.295,0,13.037,1.718,3.529,7.903,18.836,1.000
1,1035,21.346,23.326,0,13.434,1.713,3.513,7.854,18.692,1.000
1,1036,21.304,23.347,0,13.350,1.715,3.520,7.878,18.771,1.000
1,1037,21.270,23.391,0,13.835,1.720,3.535,7.918,18.869,1.000
1,1038,21.282,23.317,0,13.451,1.713,3.511,7.850,18.684,1.000
1,1039,21.265,23.354,0,13.140,1.718,3.532,7.914,18.877,1.000
1,1040,21.318,23.331,0,13.462,1.717,3.524,7.887,18.786,1.000
1,1041,21.233,23.393,0,13.092,1.710,3.500,7.816,18.581,1.000
1,1042,21.197,23.314,0,12.622,1.702,3.473,7.731,18.331,1.000
1,1043,21.288,23.333,0,13.175,1.717,3.526,7.895,18.811,1.000
1,1044,21.228,23.390,0,13.141,1.708,3.494,7.796,18.518,1.000
1,1045,21.305,23.346,0,13.105,1.712,3.508,7.838,18.647,1.000
1,1046,21.340,23.370,0,13.570,1.720,3.537,7.925,18.896,1.000
1,1047,21.350,23.362,0,13.832,1.720,3.535,7.923,18.898,1.000
1,1048,21.320,23.360,0,13.752,1.726,3.557,7.986,19.073,1.000
1,1049,21.292,23.346,0,12.538,1.718,3.528,7.897,18.815,1.000
1,1050,21.310,23.366,0,13.892,1.727,3.559,7.988,19.064,1.000
1,1051,21.300,23.333,0,13.177,1.714,3.514,7.859,18.707,1.000
1,1052,21.393,23.367,0,13.739,1.723,3.549,7.963,19.012,1.000
1,1053,21.379,23.375,0,13.449,1.700,3.463,7.704,18.258,1.000
1,1054,21.305,23.340,0,13.539,1.714,3.515,7.858,18.702,1.000
1,1055,21.290,23.359,0,14.407,1.725,3.553,7.967,19.002,1.000
1,1056,21.306,23.373,0,9.260,1.759,3.682,8.391,20.310,0.250
1,1057,20.801,22.650,0,12.662,1.716,3.524,7.893,18.819,1.000
1,1058,21.253,23.330,0,14.792,1.733,3.579,8.049,19.247,1.000
1,1059,21.377,23.568,0,14.842,1.738,3.597,8.098,19.368,1.000
1,1060,21.359,23.436,0,13.632,1.734,3.588,8.083,19.361,0.500
1,1061,20.778,22.537,0,13.532,1.719,3.534,7.920,18.894,1.000
1,1062,21.280,22.779,0,15.353,1.790,3.778,8.643,20.938,1.000
1,1063,21.319,23.467,0,13.932,1.694,3.443,7.634,18.029,1.000
1,1064,21.257,23.329,0,13.343,1.725,3.551,7.969,19.018,1.000
1,1065,21.269,23.341,0,12.513,1.711,3.504,7.829,18.621,1.000
1,1066,21.359,23.319,0,11.722,1.715,3.515,7.858,18.696,1.000
1,1067,21.354,23.311,0,12.284,1.708,3.495,7.801,18.544,1.000
1,1068,21.242,23.412,0,12.861,1.716,3.521,7.879,18.764,1.000
1,1069,21.325,23.391,0,13.028,1.713,3.511,7.847,18.668,1.000
1,1070,21.339,23.369,0,13.460,1.708,3.494,7.796,18.525,1.000
1,1071,21.354,23.353,0,12.489,1.706,3.486,7.771,18.450,1.000
1,1072,21.312,23.417,0,13.976,1.722,3.545,7.950,18.969,1.000
1,1073,21.334,23.410,0,12.493,1.707,3.491,7.787,18.497,1.000
1,1074,21.343,23.415,0,12.812,1.703,3.478,7.746,18.377,1.000
1,1075,21.384,23.394,0,13.235,1.704,3.477,7.743,18.362,1.000
1,1076,21.246,23.429,0,12.489,1.704,3.481,7.760,18.427,1.000
1,1077,21.352,23.390,0,13.065,1.708,3.494,7.791,18.499,1.000
1,1078,21.251,23.385,0,12.453,1.704,3.478,7.747,18.378,1.000
1,1079,21.332,23.384,0,13.513,1.714,3.513,7.855,18.692,1.000
1,1080,21.455,23.480,0,13.484,1.706,3.486,7.772,18.451,1.000
1,1081,21.527,23.547,0,14.118,1.713,3.509,7.841,18.656,1.000
1,1082,21.450,23.567,0,13.954,1.704,3.478,7.747,18.380,1.000
1,1083,21.424,23.574,0,13.709,1.700,3.464,7.705,18.260,1.000
1,1084,21.348,23.606,0,13.194,1.698,3.459,7.690,18.214,1.000
1,1085,21.400,23.440,0,12.223,1.706,3.485,7.765,18.422,1.000
1,1086,21.271,23.725,0,13.565,1.708,3.492,7.789,18.497,0.500
1,1087,21.258,23.513,0,12.295,1.697,3.455,7.679,18.189,1.000
1,1088,21.222,23.609,0,13.287,1.702,3.472,7.728,18.320,1.000
1,1089,21.293,23.626,0,13.518,1.697,3.451,7.662,18.128,1.000
1,1090,21.236,23.604,0,12.333,1.697,3.452,7.669,18.152,1.000
1,1091,21.386,23.612,0,13.437,1.705,3.482,7.759,18.418,1.000
1,1092,21.330,23.670,0,12.769,1.704,3.479,7.748,18.379,0.500
1,1093,21.360,23.709,0,13.602,1.699,3.463,7.702,18.255,1.000
